"insect_taxon","fungal_taxon","t_stat","p_perm","q_value_within_insect","q_value_global","insect_family","insect_subfamily","insect_genus","insect_species","fungal_kingdom","fungal_phylum","fungal_class","fungal_order","fungal_family","fungal_genus","fungal_species","direction"
"Pityogenes hopkinsi","ASV_5213",-3.21860933085151,0.002,0.0542051282051282,0.766939534883721,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Graphostromataceae","g__Biscogniauxia",NA,"negative"
"Pityogenes hopkinsi","ASV_5304",-3.32345836244321,0.002,0.0542051282051282,0.766939534883721,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariomycetes_ord_Incertae_sedis","f__Sordariomycetes_fam_Incertae_sedis","g__Rhamphoria","s__pyriformis","negative"
"Pityogenes hopkinsi","ASV_5503",2.98465911781755,0.002,0.0542051282051282,0.766939534883721,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Lecanoraceae","g__Lecidella","s__albida","positive"
"Pityogenes hopkinsi","ASV_5719",-2.98693663715666,0.002,0.0542051282051282,0.766939534883721,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Cuniculitremaceae","g__Fellomyces","s__horovitziae","negative"
"Pityogenes hopkinsi","ASV_5826",-2.60639089352493,0.002,0.0542051282051282,0.766939534883721,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Paracamarosporium",NA,"negative"
"Pityogenes hopkinsi","ASV_6210",-2.86957854692593,0.002,0.0542051282051282,0.766939534883721,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Nadsoniella","s__nigra","negative"
"Pityogenes hopkinsi","ASV_6245",-3.02843601116203,0.002,0.0542051282051282,0.766939534883721,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_6362",-3.20126333963353,0.002,0.0542051282051282,0.766939534883721,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Pyrenochaetopsis","s__microspora","negative"
"Pityogenes hopkinsi","ASV_6388",-3.87715890537104,0.002,0.0542051282051282,0.766939534883721,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Phoma","s__laundoniae","negative"
"Pityogenes hopkinsi","ASV_6453",3.07254492674748,0.002,0.0542051282051282,0.766939534883721,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lophiostomataceae","g__Lophiostomataceae_gen_Incertae_sedis",NA,"positive"
"Pityogenes hopkinsi","ASV_6661",-3.57577555194225,0.002,0.0542051282051282,0.766939534883721,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Peniophora","s__cinerea","negative"
"Pityogenes hopkinsi","ASV_7704",-3.45515359321707,0.002,0.0542051282051282,0.766939534883721,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Rhinocladiella","s__quercus","negative"
"Pityogenes hopkinsi","ASV_7712",-3.11044994036897,0.002,0.0542051282051282,0.766939534883721,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Carcinomycetaceae","g__Carcinomycetaceae_gen_Incertae_sedis",NA,"negative"
"Pityogenes hopkinsi","ASV_7926",-3.61517513599716,0.002,0.0542051282051282,0.766939534883721,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Fomitopsidaceae","g__Brunneoporus","s__cyclopis","negative"
"Pityogenes hopkinsi","ASV_8239",5.0067326585626,0.002,0.0542051282051282,0.766939534883721,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariomycetes_ord_Incertae_sedis","f__Sordariomycetes_fam_Incertae_sedis","g__Rhamphoria","s__pyriformis","positive"
"Pityogenes hopkinsi","ASV_8465",-2.85729934883523,0.002,0.0542051282051282,0.766939534883721,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi",NA,NA,NA,NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_8474",-2.94818343515564,0.002,0.0542051282051282,0.766939534883721,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi",NA,NA,NA,NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_8639",-4.62471827996338,0.002,0.0542051282051282,0.766939534883721,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lophiotremataceae","g__Lophiotrema","s__nucula","negative"
"Pityogenes hopkinsi","ASV_8780",-3.40273183479103,0.002,0.0542051282051282,0.766939534883721,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Ganodermataceae","g__Ganoderma",NA,"negative"
"Pityogenes hopkinsi","ASV_8841",3.89587971166223,0.002,0.0542051282051282,0.766939534883721,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Tubulicrinaceae","g__Tubulicrinis","s__accedens","positive"
"Pityogenes hopkinsi","ASV_8959",-3.55424813173961,0.002,0.0542051282051282,0.766939534883721,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Exobasidiomycetes","o__Microstromatales","f__Microstromatales_fam_Incertae_sedis","g__Pseudomicrostroma","s__phylloplanum","negative"
"Pityogenes hopkinsi","ASV_9039",-3.48508090422425,0.002,0.0542051282051282,0.766939534883721,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Mucoraceae","g__Mucor","s__hiemalis","negative"
"Pityogenes hopkinsi","ASV_9934",-2.83394795234781,0.002,0.0542051282051282,0.766939534883721,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Exobasidiomycetes","o__Microstromatales","f__Microstromataceae","g__Microstroma",NA,"negative"
"Pityogenes hopkinsi","ASV_10004",4.00939920114073,0.002,0.0542051282051282,0.766939534883721,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Verrucariales","f__Verrucariaceae","g__Verrucariaceae_gen_Incertae_sedis",NA,"positive"
"Pityogenes hopkinsi","ASV_10083",3.14915923307503,0.002,0.0542051282051282,0.766939534883721,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Tubulicrinaceae","g__Tubulicrinis","s__accedens","positive"
"Pityogenes hopkinsi","ASV_10164",-3.46284752931675,0.002,0.0542051282051282,0.766939534883721,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","g__Claussenomyces","s__kirschsteinianus","negative"
"Pityogenes hopkinsi","ASV_10396",-3.77115460616212,0.002,0.0542051282051282,0.766939534883721,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetaceae","g__Ogataea","s__populi-albae","negative"
"Pityogenes hopkinsi","ASV_10397",-3.07193044546118,0.002,0.0542051282051282,0.766939534883721,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Debaryomycetaceae","g__Yamadazyma","s__mexicana","negative"
"Pityogenes hopkinsi","ASV_10591",-2.88027307831621,0.002,0.0542051282051282,0.766939534883721,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__taibaiensis","negative"
"Pityogenes hopkinsi","ASV_10697",5.00547289108724,0.002,0.0542051282051282,0.766939534883721,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Lecanoraceae","g__Lecidella","s__albida","positive"
"Pityogenes hopkinsi","ASV_10729",-2.81865864794915,0.002,0.0542051282051282,0.766939534883721,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae","g__Cytospora",NA,"negative"
"Pityogenes hopkinsi","ASV_11167",-3.20733438953182,0.002,0.0542051282051282,0.766939534883721,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Exobasidiomycetes","o__Microstromatales","f__Microstromatales_fam_Incertae_sedis","g__Pseudomicrostroma",NA,"negative"
"Pityogenes hopkinsi","ASV_11176",-3.46715499424295,0.002,0.0542051282051282,0.766939534883721,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Neocucurbitaria","s__populi","negative"
"Pityogenes hopkinsi","ASV_11976",5.76544155755059,0.002,0.0542051282051282,0.766939534883721,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi",NA,NA,NA,NA,NA,NA,"positive"
"Pityogenes hopkinsi","ASV_12130",-4.0449669375381,0.002,0.0542051282051282,0.766939534883721,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Mucoraceae","g__Mucor","s__hiemalis","negative"
"Pityogenes hopkinsi","ASV_12447",-3.26914327817183,0.002,0.0542051282051282,0.766939534883721,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Exophiala","s__moniliae","negative"
"Pityogenes hopkinsi","ASV_12835",-3.1437888543698,0.002,0.0542051282051282,0.766939534883721,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi",NA,NA,NA,NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_13482",-2.0804662538226,0.002,0.0542051282051282,0.766939534883721,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Rhytismatales","f__Rhytismataceae","g__Coccomyces","s__triangularis","negative"
"Pityogenes hopkinsi","ASV_13565",-3.0317739271633,0.002,0.0542051282051282,0.766939534883721,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Tympanidaceae","g__Tympanis","s__piceina","negative"
"Pityogenes hopkinsi","ASV_15312",-2.93365674586073,0.002,0.0542051282051282,0.766939534883721,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis","g__Cryptocline","s__arctostaphyli","negative"
"Pityogenes hopkinsi","ASV_15582",-2.76339721694534,0.002,0.0542051282051282,0.766939534883721,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideomycetidae_ord_Incertae_sedis","f__Pseudoperisporiaceae","g__Eudimeriolum","s__septentrionale","negative"
"Pityogenes hopkinsi","ASV_15958",-3.34016116163858,0.002,0.0542051282051282,0.766939534883721,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae","g__Trichomerium",NA,"negative"
"Pityogenes hopkinsi","ASV_17321",-2.94937044181843,0.002,0.0542051282051282,0.766939534883721,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis","g__Cryptocline","s__arctostaphyli","negative"
"Pityogenes hopkinsi","ASV_17709",-3.50806875889209,0.002,0.0542051282051282,0.766939534883721,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__catalonicum","negative"
"Pityogenes hopkinsi","ASV_17965",-2.50122047933331,0.002,0.0542051282051282,0.766939534883721,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_18369",-2.8695322143212,0.002,0.0542051282051282,0.766939534883721,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothioraceae","g__Dothiora",NA,"negative"
"Pityogenes hopkinsi","ASV_19604",-3.3335813053415,0.002,0.0542051282051282,0.766939534883721,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__victoriae","negative"
"Pityogenes hopkinsi","ASV_20139",-2.78662190628336,0.002,0.0542051282051282,0.766939534883721,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Cryptococcaceae","g__Teunia",NA,"negative"
"Pityogenes hopkinsi","ASV_20290",-2.78138555797514,0.002,0.0542051282051282,0.766939534883721,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium","s__pullulans","negative"
"Pityogenes hopkinsi","ASV_20567",-3.42600809789026,0.002,0.0542051282051282,0.766939534883721,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Mollisiaceae","g__Phialocephala",NA,"negative"
"Pityogenes hopkinsi","ASV_20592",-2.98231130032559,0.002,0.0542051282051282,0.766939534883721,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Psathyrella","s__typhae","negative"
"Pityogenes hopkinsi","ASV_21764",-2.88603581693947,0.002,0.0542051282051282,0.766939534883721,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__victoriae","negative"
"Pityogenes hopkinsi","ASV_22864",-2.89946867195406,0.002,0.0542051282051282,0.766939534883721,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis","g__Cryptocline","s__arctostaphyli","negative"
"Pityogenes hopkinsi","ASV_23817",-3.87310066657514,0.002,0.0542051282051282,0.766939534883721,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_25414",-3.27602385399237,0.002,0.0542051282051282,0.766939534883721,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Calcarisporium","s__arbuscula","negative"
"Pityogenes hopkinsi","ASV_26187",-3.17191418760513,0.002,0.0542051282051282,0.766939534883721,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Exobasidiomycetes","o__Microstromatales","f__Microstromataceae","g__Microstroma",NA,"negative"
"Pityogenes hopkinsi","ASV_26409",-2.80158681668051,0.002,0.0542051282051282,0.766939534883721,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium",NA,"negative"
"Pityogenes hopkinsi","ASV_23",-3.2774321563782,0.003,0.0627920792079208,0.806536956521739,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_85",3.14947619585012,0.003,0.0627920792079208,0.806536956521739,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae","g__Cytospora","s__beilinensis","positive"
"Pityogenes hopkinsi","ASV_89",-3.37393211550168,0.003,0.0627920792079208,0.806536956521739,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Debaryomycetaceae","g__Yamadazyma","s__mexicana","negative"
"Pityogenes hopkinsi","ASV_167",-2.3716714542034,0.003,0.0627920792079208,0.806536956521739,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_fam_Incertae_sedis","g__Candida","s__sake","negative"
"Pityogenes hopkinsi","ASV_355",3.35255539757651,0.003,0.0627920792079208,0.806536956521739,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Neocucurbitaria","s__populi","positive"
"Pityogenes hopkinsi","ASV_406",3.24592793452459,0.003,0.0627920792079208,0.806536956521739,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae","g__Cytospora","s__beilinensis","positive"
"Pityogenes hopkinsi","ASV_571",2.9408917422516,0.003,0.0627920792079208,0.806536956521739,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA,"positive"
"Pityogenes hopkinsi","ASV_575",2.53465968029633,0.003,0.0627920792079208,0.806536956521739,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,"positive"
"Pityogenes hopkinsi","ASV_807",3.26861926308512,0.003,0.0627920792079208,0.806536956521739,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Diatrypaceae","g__Diatrype","s__stigma","positive"
"Pityogenes hopkinsi","ASV_826",2.62463409842826,0.003,0.0627920792079208,0.806536956521739,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi",NA,NA,NA,NA,NA,NA,"positive"
"Pityogenes hopkinsi","ASV_1186",2.99293754003767,0.003,0.0627920792079208,0.806536956521739,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Diatrypaceae","g__Diatrype","s__stigma","positive"
"Pityogenes hopkinsi","ASV_1207",3.03665963128523,0.003,0.0627920792079208,0.806536956521739,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lophiotremataceae","g__Atrocalyx",NA,"positive"
"Pityogenes hopkinsi","ASV_1475",2.94555291101869,0.003,0.0627920792079208,0.806536956521739,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Thyronectria",NA,"positive"
"Pityogenes hopkinsi","ASV_1590",-3.16966229017743,0.003,0.0627920792079208,0.806536956521739,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Teratosphaeriaceae","g__Teratosphaeria","s__agapanthi","negative"
"Pityogenes hopkinsi","ASV_1772",3.27031102958627,0.003,0.0627920792079208,0.806536956521739,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Capnodiales_fam_Incertae_sedis","g__Arthrocatena",NA,"positive"
"Pityogenes hopkinsi","ASV_2390",-3.67332679953956,0.003,0.0627920792079208,0.806536956521739,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Schizoporaceae","g__Xylodon","s__flaviporus","negative"
"Pityogenes hopkinsi","ASV_2450",3.81225563543093,0.003,0.0627920792079208,0.806536956521739,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales","f__Exidiaceae","g__Exidia",NA,"positive"
"Pityogenes hopkinsi","ASV_3095",3.26528841286818,0.003,0.0627920792079208,0.806536956521739,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Diatrypaceae",NA,NA,"positive"
"Pityogenes hopkinsi","ASV_3651",2.98286599140211,0.003,0.0627920792079208,0.806536956521739,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Verrucariales","f__Verrucariaceae","g__Verrucariaceae_gen_Incertae_sedis",NA,"positive"
"Pityogenes hopkinsi","ASV_4990",-2.88622146092475,0.003,0.0627920792079208,0.806536956521739,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium","s__pullulans","negative"
"Pityogenes hopkinsi","ASV_5102",-2.61024918381522,0.003,0.0627920792079208,0.806536956521739,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Neoantennariellaceae","g__Cippumomyces","s__mortalis","negative"
"Pityogenes hopkinsi","ASV_5511",-2.91161356072983,0.003,0.0627920792079208,0.806536956521739,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium","s__pullulans","negative"
"Pityogenes hopkinsi","ASV_5727",-3.84758180082256,0.003,0.0627920792079208,0.806536956521739,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Allocucurbitaria","s__botulispora","negative"
"Pityogenes hopkinsi","ASV_5967",-2.68040728445278,0.003,0.0627920792079208,0.806536956521739,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Phanerochaetaceae","g__Phanerochaete","s__sordida","negative"
"Pityogenes hopkinsi","ASV_6014",-3.06987796046396,0.003,0.0627920792079208,0.806536956521739,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Powellomycetaceae","g__Thoreauomyces",NA,"negative"
"Pityogenes hopkinsi","ASV_6163",-1.93484490555531,0.003,0.0627920792079208,0.806536956521739,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Botryosphaeriales","f__Melanopsaceae","g__Melanops","s__fagicola","negative"
"Pityogenes hopkinsi","ASV_6200",-3.69377385560824,0.003,0.0627920792079208,0.806536956521739,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Schizoporaceae","g__Xylodon","s__rimosissimus","negative"
"Pityogenes hopkinsi","ASV_6349",3.02369636986633,0.003,0.0627920792079208,0.806536956521739,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Melanconiellaceae","g__Microascospora",NA,"positive"
"Pityogenes hopkinsi","ASV_7099",-3.01303648390167,0.003,0.0627920792079208,0.806536956521739,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_8002",-2.55999787828828,0.003,0.0627920792079208,0.806536956521739,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Tricholomataceae","g__Resupinatus","s__americanus","negative"
"Pityogenes hopkinsi","ASV_8409",-3.33675630948208,0.003,0.0627920792079208,0.806536956521739,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Myriangiales","f__Myriangiaceae","g__Myriangium","s__duriaei","negative"
"Pityogenes hopkinsi","ASV_8415",4.20490654478435,0.003,0.0627920792079208,0.806536956521739,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Coronophorales","f__Scortechiniaceae","g__Yuxiensis","s__granularis","positive"
"Pityogenes hopkinsi","ASV_8768",-2.30469090985681,0.003,0.0627920792079208,0.806536956521739,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi",NA,NA,NA,NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_8888",-2.31401683398867,0.003,0.0627920792079208,0.806536956521739,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Taphrinomycetes","o__Taphrinales","f__Taphrinaceae","g__Taphrina",NA,"negative"
