"fungal_taxon","fungal_phylum","fungal_class","fungal_order","fungal_family","fungal_genus","fungal_species","n_insect_partners"
"ASV_7704","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Rhinocladiella","s__quercus",1
"ASV_7705","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Hyaloscyphaceae","g__Lachnum","s__virgineum",1
"ASV_7707","p__Ascomycota","c__Dothideomycetes","o__Myriangiales","f__Myriangiaceae","g__Myriangium",NA,1
"ASV_771","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothioraceae","g__Dothiora",NA,1
"ASV_7712","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Carcinomycetaceae","g__Carcinomycetaceae_gen_Incertae_sedis",NA,1
"ASV_772","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Exophiala",NA,1
"ASV_773","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis","g__Cryptocline","s__arctostaphyli",1
"ASV_776","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae","g__Cytospora",NA,1
"ASV_778","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Cerrenaceae","g__Cerrena","s__aurantiopora",1
"ASV_7782","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Tremellaceae","g__Tremella","s__encephala",1
"ASV_7791","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Tremellaceae","g__Tremellaceae_gen_Incertae_sedis",NA,1
"ASV_7792","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Epibryaceae","g__Epibryon","s__interlamellare",1
"ASV_780","p__Ascomycota","c__Leotiomycetes","o__Phacidiales","f__Phacidiaceae","g__Phacidium","s__lacerum",1
"ASV_7806","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_7820","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Peniophora","s__crassitunicata",1
"ASV_7825","p__Ascomycota","c__Leotiomycetes","o__Marthamycetales","f__Marthamycetaceae","g__Propolis",NA,1
"ASV_7839","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Mycenaceae","g__Mycena","s__meliigena",1
"ASV_7840","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Auriscalpiaceae","g__Artomyces","s__pyxidatus",1
"ASV_7861","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Phanerochaetaceae","g__Bjerkandera","s__adusta",1
"ASV_7880","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_789","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinellus","s__micaceus",1
"ASV_7891","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Peniophora","s__cinerea",1
"ASV_790","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporales_fam_Incertae_sedis","g__Chaetophoma",NA,1
"ASV_7909","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Diatrypaceae","g__Diatrype","s__stigma",1
"ASV_791","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Meripilaceae","g__Rigidoporus","s__pouzarii",1
"ASV_7916","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_792","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Polyporaceae","g__Fomes","s__fomentarius",1
"ASV_7926","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Fomitopsidaceae","g__Brunneoporus","s__cyclopis",1
"ASV_7949","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_798","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Sclerotiniaceae","g__Botrytis","s__caroliniana",1
"ASV_7981","p__Ascomycota","c__Taphrinomycetes","o__Taphrinales","f__Taphrinaceae","g__Taphrina",NA,1
"ASV_7985","p__Basidiomycota","c__Microbotryomycetes","o__Microbotryomycetes_ord_Incertae_sedis","f__Chrysozymaceae","g__Trigonosporomyces",NA,1
"ASV_800","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,1
"ASV_8002","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Tricholomataceae","g__Resupinatus","s__americanus",1
"ASV_8004","p__Ascomycota","c__Sordariomycetes","o__Togniniales","f__Togniniaceae","g__Phaeoacremonium",NA,1
"ASV_8039","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Peniophora",NA,1
"ASV_806","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales","f__Exidiaceae","g__Exidia","s__glandulosa",1
"ASV_8061","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Radulomycetaceae","g__Radulomyces","s__molaris",1
"ASV_8063","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium",NA,1
"ASV_807","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Diatrypaceae","g__Diatrype","s__stigma",1
"ASV_8076","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Pleurotaceae","g__Hohenbuehelia","s__canadensis",1
"ASV_8077","p__Ascomycota","c__Taphrinomycetes","o__Taphrinales","f__Taphrinaceae","g__Taphrina","s__inositophila",1
"ASV_8078","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Parafenestella",NA,1
"ASV_809","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleraceae","g__Fonsecazyma",NA,1
"ASV_8091","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Ramularia",NA,1
"ASV_8098",NA,NA,NA,NA,NA,NA,1
"ASV_81","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae","g__Cytospora","s__beilinensis",1
"ASV_8116","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Meruliaceae","g__Phlebia","s__subserialis",1
"ASV_8122","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Dermateaceae","g__Cryptosporiopsis",NA,1
"ASV_813","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Diatrypaceae","g__Diatrype","s__stigma",1
"ASV_8154","p__Basidiomycota","c__Exobasidiomycetes","o__Entylomatales","f__Entylomataceae","g__Tilletiopsis","s__washingtonensis",1
"ASV_816","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA,1
"ASV_8174","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Phanerochaetaceae","g__Phanerochaete","s__rhodella",1
"ASV_8177","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinopsis","s__cinerea",1
"ASV_8181","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Diatrypaceae","g__Eutypella","s__cerviculata",1
"ASV_8186","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Cryptococcaceae","g__Kwoniella","s__mangrovensis",1
"ASV_8210","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Incrustoporiaceae","g__Skeletocutis","s__kuehneri",1
"ASV_8220","p__Ascomycota","c__Eurotiomycetes","o__Phaeomoniellales","f__Phaeomoniellaceae","g__Xenocylindrosporium",NA,1
"ASV_8231","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Peniophora","s__cinerea",1
"ASV_8239","p__Ascomycota","c__Sordariomycetes","o__Sordariomycetes_ord_Incertae_sedis","f__Sordariomycetes_fam_Incertae_sedis","g__Rhamphoria","s__pyriformis",1
"ASV_8248","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Ramularia",NA,1
"ASV_826",NA,NA,NA,NA,NA,NA,1
"ASV_8288","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Cordieritidaceae","g__Rhymbocarpus","s__pertusariae",1
"ASV_8306","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_831","p__Basidiomycota","c__Tremellomycetes",NA,NA,NA,NA,1
"ASV_8332","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Clavicipitaceae","g__Metapochonia",NA,1
"ASV_8340","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiales","f__Cystobasidiaceae","g__Cystobasidium","s__pinicola",1
"ASV_835","p__Ascomycota","c__Leotiomycetes",NA,NA,NA,NA,1
"ASV_8352","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreales_fam_Incertae_sedis","g__Barbatosphaeria","s__arboricola",1
"ASV_8381","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pyronemataceae","g__Geopyxis","s__carbonaria",1
"ASV_8396","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae","g__Valsa",NA,1
"ASV_84","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Cladosporium","s__herbarum",1
"ASV_8409","p__Ascomycota","c__Dothideomycetes","o__Myriangiales","f__Myriangiaceae","g__Myriangium","s__duriaei",1
"ASV_841","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Sclerotiniaceae",NA,NA,1
"ASV_8415","p__Ascomycota","c__Sordariomycetes","o__Coronophorales","f__Scortechiniaceae","g__Yuxiensis","s__granularis",1
"ASV_8438","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Capnodiales_fam_Incertae_sedis","g__Capnodiales_gen_Incertae_sedis",NA,1
"ASV_8458","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium",NA,1
"ASV_8465",NA,NA,NA,NA,NA,NA,1
"ASV_8474",NA,NA,NA,NA,NA,NA,1
"ASV_8482","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Peniophora","s__cinerea",1
"ASV_8486","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_8489","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA,1
"ASV_85","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae","g__Cytospora","s__beilinensis",1
"ASV_8549","p__Ascomycota","c__Taphrinomycetes","o__Taphrinales","f__Taphrinaceae","g__Taphrina",NA,1
"ASV_856","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales",NA,NA,NA,1
"ASV_8569","p__Ascomycota","c__Taphrinomycetes","o__Taphrinales","f__Taphrinaceae","g__Taphrina",NA,1
"ASV_8587","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Mycenaceae","g__Mycena","s__alcalina",1
"ASV_8591","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Neoantennariellaceae","g__Cippumomyces","s__mortalis",1
"ASV_860","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Entolomataceae","g__Entoloma","s__paraconferendum",1
"ASV_8616","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Zymoseptoria",NA,1
"ASV_8639","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lophiotremataceae","g__Lophiotrema","s__nucula",1
"ASV_864","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales",NA,NA,NA,1
"ASV_8655","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Naemateliaceae","g__Dimennazyma","s__cisti-albidi",1
"ASV_8658","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Irpicaceae",NA,NA,1
"ASV_8678",NA,NA,NA,NA,NA,NA,1
"ASV_8703","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_8708","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Ganodermataceae","g__Ganoderma",NA,1
"ASV_871","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Geastrumia","s__polystigmatis",1
"ASV_8722","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Meruliaceae","g__Meruliaceae_gen_Incertae_sedis",NA,1
"ASV_8747","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Peniophora","s__cinerea",1
"ASV_8751","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Cosmospora","s__viridescens",1
"ASV_8753","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA,1
"ASV_8758","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Sirobasidiaceae","g__Sirobasidium","s__brefeldianum",1
"ASV_8772","p__Basidiomycota","c__Dacrymycetes","o__Dacrymycetales","f__Dacrymycetaceae","g__Dacrymyces","s__chrysospermus",1
"ASV_8773","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Dermateaceae",NA,NA,1
"ASV_878","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Alternaria","s__metachromatica",1
"ASV_8780","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Ganodermataceae","g__Ganoderma",NA,1
"ASV_8783","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycopsidaceae",NA,NA,1
"ASV_879","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales","f__Exidiaceae","g__Exidia",NA,1
"ASV_8792","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Hymenochaetaceae","g__Hydnoporia","s__rimosa",1
"ASV_88","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae","g__Valsa",NA,1
"ASV_882","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Neosetophoma",NA,1
"ASV_8841","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Tubulicrinaceae","g__Tubulicrinis","s__accedens",1
"ASV_885","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Aureobasidiaceae","g__Kabatiella",NA,1
"ASV_886","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales",NA,NA,NA,1
"ASV_888","p__Ascomycota","c__Leotiomycetes","o__Phacidiales","f__Phacidiaceae","g__Phacidium","s__lacerum",1
"ASV_8883","p__Ascomycota","c__Lecanoromycetes","o__Caliciales","f__Physciaceae","g__Physcia","s__aipolia",1
"ASV_8885","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothioraceae","g__Hormonema","s__macrosporum",1
"ASV_8886","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Neoantennariellaceae","g__Cippumomyces","s__mortalis",1
"ASV_8888","p__Ascomycota","c__Taphrinomycetes","o__Taphrinales","f__Taphrinaceae","g__Taphrina",NA,1
"ASV_8936","p__Ascomycota","c__Dothideomycetes","o__Venturiales",NA,NA,NA,1
"ASV_8948","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_8959","p__Basidiomycota","c__Exobasidiomycetes","o__Microstromatales","f__Microstromatales_fam_Incertae_sedis","g__Pseudomicrostroma","s__phylloplanum",1
"ASV_896","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae",NA,NA,1
"ASV_8980","p__Ascomycota","c__Dothideomycetes","o__Dothideales",NA,NA,NA,1
"ASV_8989","p__Ascomycota","c__Lecanoromycetes",NA,NA,NA,NA,1
"ASV_8991","p__Ascomycota","c__Eurotiomycetes","o__Verrucariales","f__Verrucariaceae","g__Verrucariaceae_gen_Incertae_sedis",NA,1
"ASV_90","p__Ascomycota","c__Taphrinomycetes","o__Taphrinales","f__Taphrinaceae","g__Taphrina",NA,1
"ASV_9006","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Melanommataceae",NA,NA,1
"ASV_9039","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Mucoraceae","g__Mucor","s__hiemalis",1
"ASV_9053","p__Ascomycota","c__Lecanoromycetes","o__Ostropales","f__Spirographaceae","g__Spirographa","s__fusisporella",1
"ASV_906","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Capnodiales_fam_Incertae_sedis","g__Capnodiales_gen_Incertae_sedis",NA,1
"ASV_9065","p__Ascomycota","c__Lecanoromycetes","o__Caliciales","f__Physciaceae","g__Physcia",NA,1
"ASV_9077","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA,1
"ASV_9084","p__Basidiomycota","c__Agaricomycetes","o__Geastrales","f__Geastraceae","g__Geastrum","s__hieronymi",1
"ASV_911","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium","s__pullulans",1
"ASV_9113","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Gloeocystidiellaceae","g__Gloeocystidiellum","s__kenyense",1
"ASV_9122","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Lecanoraceae",NA,NA,1
"ASV_9124","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Phanerochaetaceae","g__Hapalopilus","s__rutilans",1
"ASV_913","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Thyronectria","s__strobi",1
"ASV_9132","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Dermateaceae","g__Pyrenopeziza","s__caespiticia",1
"ASV_9135","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Cryptococcaceae","g__Cryptococcus","s__watticus",1
"ASV_9146","p__Ascomycota","c__Sordariomycetes","o__Sordariomycetes_ord_Incertae_sedis","f__Sordariomycetes_fam_Incertae_sedis","g__Rhamphoria","s__pyriformis",1
"ASV_9148","p__Ascomycota","c__Sordariomycetes","o__Hypocreales",NA,NA,NA,1
"ASV_9152","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA,1
"ASV_9153","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothioraceae","g__Sydowia","s__polyspora",1
"ASV_9156","p__Ascomycota","c__Pezizomycotina_cls_Incertae_sedis","o__Pezizomycotina_ord_Incertae_sedis","f__Pezizomycotina_fam_Incertae_sedis","g__Neomelanconium","s__gelatosporum",1
"ASV_9163","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Thyronectria",NA,1
"ASV_9188","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Sclerotiniaceae","g__Monilinia",NA,1
"ASV_919","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Tympanidaceae","g__Tympanis","s__saligna",1
"ASV_9192","p__Basidiomycota","c__Microbotryomycetes","o__Leucosporidiales","f__Leucosporidiaceae","g__Leucosporidium",NA,1
"ASV_9241","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Chaetothyriaceae","g__Camptophora","s__hylomeconis",1
"ASV_9251","p__Basidiomycota","c__Tremellomycetes",NA,NA,NA,NA,1
"ASV_9252","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Phanerochaetaceae","g__Phanerochaete","s__bambusicola",1
"ASV_9272",NA,NA,NA,NA,NA,NA,1
"ASV_930","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolaceae","g__Sporobolomyces","s__cellobiolyticus",1
"ASV_9310","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Massarinaceae","g__Helminthosporium","s__asterinum",1
"ASV_9311","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothideales_fam_Incertae_sedis","g__Dothideales_gen_Incertae_sedis",NA,1
"ASV_933","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Chaetothyriaceae","g__Ceramothyrium","s__carniolicum",1
"ASV_9342","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_9355","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lentitheciaceae","g__Pleurophoma",NA,1
"ASV_9360","p__Ascomycota","c__Dothideomycetes","o__Patellariales","f__Patellariaceae","g__Rhizodiscina",NA,1
"ASV_937","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_9378","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA,1
"ASV_940","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Neoantennariellaceae","g__Cippumomyces","s__mortalis",1
"ASV_9406","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiales_fam_Incertae_sedis","g__Filobasidiales_gen_Incertae_sedis",NA,1
"ASV_9407","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_9415",NA,NA,NA,NA,NA,NA,1
"ASV_9438",NA,NA,NA,NA,NA,NA,1
"ASV_9443","p__Ascomycota","c__Eurotiomycetes","o__Verrucariales","f__Verrucariaceae","g__Verrucariaceae_gen_Incertae_sedis",NA,1
"ASV_9448","p__Ascomycota","c__Dothideomycetes","o__Botryosphaeriales","f__Melanopsaceae","g__Melanops",NA,1
"ASV_9451","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Lecanoraceae","g__Lecidella","s__albida",1
"ASV_9467","p__Basidiomycota","c__Exobasidiomycetes","o__Exobasidiales","f__Exobasidiaceae","g__Exobasidium","s__miyabei",1
"ASV_9468","p__Basidiomycota","c__Microbotryomycetes","o__Microbotryomycetes_ord_Incertae_sedis","f__Microbotryomycetes_fam_Incertae_sedis","g__Curvibasidium",NA,1
"ASV_947","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lentitheciaceae","g__Lentitheciaceae_gen_Incertae_sedis",NA,1
"ASV_9473","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae",NA,NA,1
"ASV_9496","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis","g__Chalara","s__microspora",1
"ASV_9516","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae","g__Cytospora",NA,1
"ASV_9563","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_9574","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Peniophora",NA,1
"ASV_9575","p__Basidiomycota","c__Exobasidiomycetes","o__Microstromatales","f__Microstromatales_fam_Incertae_sedis","g__Pseudomicrostroma",NA,1
"ASV_9577","p__Basidiomycota","c__Cystobasidiomycetes",NA,NA,NA,NA,1
"ASV_958","p__Basidiomycota","c__Tremellomycetes",NA,NA,NA,NA,1
"ASV_9583","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae","g__Valsa",NA,1
"ASV_959","p__Ascomycota","c__Sordariomycetes","o__Sordariomycetes_ord_Incertae_sedis","f__Thyridiaceae","g__Thyridium",NA,1
"ASV_9590","p__Ascomycota","c__Dothideomycetes","o__Dothideales",NA,NA,NA,1
"ASV_961","p__Ascomycota","c__Sareomycetes","o__Sareales","f__Sareaceae","g__Sarea","s__resinae",1
"ASV_9610","p__Ascomycota","c__Eurotiomycetes","o__Phaeomoniellales","f__Phaeomoniellaceae",NA,NA,1
"ASV_9624","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Agaricostilbales_fam_Incertae_sedis","g__Agaricostilbales_gen_Incertae_sedis",NA,1
"ASV_9631","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae","g__Cytospora","s__beilinensis",1
"ASV_9635",NA,NA,NA,NA,NA,NA,1
"ASV_966","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA,1
"ASV_9669","p__Basidiomycota","c__Atractiellomycetes","o__Atractiellales","f__Phleogenaceae","g__Helicogloea","s__compressa",1
"ASV_97","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Parmeliaceae","g__Parmelia","s__sulcata",1
"ASV_9715","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiales_fam_Incertae_sedis","g__Filobasidiales_gen_Incertae_sedis",NA,1
"ASV_9737","p__Ascomycota","c__Dothideomycetes","o__Myriangiales","f__Elsinoaceae","g__Elsinoe","s__heveae",1
"ASV_9739","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothioraceae","g__Kabatina",NA,1
"ASV_974","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Phaeotremellaceae","g__Phaeotremella",NA,1
"ASV_975","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_9769","p__Ascomycota","c__Taphrinomycetes","o__Taphrinales","f__Taphrinaceae","g__Taphrina","s__inositophila",1
"ASV_977","p__Ascomycota","c__Sordariomycetes","o__Chaetosphaeriales","f__Chaetosphaeriales_fam_Incertae_sedis","g__Dendrophoma","s__cytisporoides",1
"ASV_979","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolaceae","g__Rhodosporidiobolus",NA,1
"ASV_9810","p__Ascomycota","c__Dothideomycetes","o__Hysteriales","f__Hysteriaceae",NA,NA,1
"ASV_9818","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_9831","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA,1
"ASV_9833","p__Basidiomycota","c__Dacrymycetes","o__Unilacrymales","f__Unilacrymaceae","g__Unilacryma","s__unispora",1
