"insect_taxon","fungal_taxon","t_stat","p_perm","q_value_within_insect","q_value_global","insect_family","insect_subfamily","insect_genus","insect_species","fungal_kingdom","fungal_phylum","fungal_class","fungal_order","fungal_family","fungal_genus","fungal_species","direction"
"Pityogenes hopkinsi","ASV_11320",-3.57119347148792,0.002,0.0296355140186916,0.338819178082192,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Microbotryomycetes_ord_Incertae_sedis","f__Microbotryomycetes_fam_Incertae_sedis","g__Curvibasidium",NA,"negative"
"Pityogenes hopkinsi","ASV_11483",-4.30680086768242,0.002,0.0296355140186916,0.338819178082192,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Tympanidaceae","g__Tympanis",NA,"negative"
"Pityogenes hopkinsi","ASV_11525",-2.65709158312513,0.002,0.0296355140186916,0.338819178082192,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi",NA,NA,NA,NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_12042",-2.97555342921257,0.002,0.0296355140186916,0.338819178082192,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothioraceae","g__Dothiora",NA,"negative"
"Pityogenes hopkinsi","ASV_12290",-3.98633217064772,0.002,0.0296355140186916,0.338819178082192,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales",NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_12370",-2.14486698502374,0.002,0.0296355140186916,0.338819178082192,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Aureobasidiaceae","g__Kabatiella",NA,"negative"
"Pityogenes hopkinsi","ASV_12404",-3.44475047084083,0.002,0.0296355140186916,0.338819178082192,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiales","f__Cystobasidiaceae","g__Cystobasidium","s__pinicola","negative"
"Pityogenes hopkinsi","ASV_12783",-3.55647477730749,0.002,0.0296355140186916,0.338819178082192,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Schizoporaceae","g__Xylodon","s__erastii","negative"
"Pityogenes hopkinsi","ASV_12835",-3.46651584844641,0.002,0.0296355140186916,0.338819178082192,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi",NA,NA,NA,NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_13124",-3.29584942865485,0.002,0.0296355140186916,0.338819178082192,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Parmeliaceae","g__Flavoparmelia","s__caperata","negative"
"Pityogenes hopkinsi","ASV_13290",-3.71226920074383,0.002,0.0296355140186916,0.338819178082192,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Peniophora","s__cinerea","negative"
"Pityogenes hopkinsi","ASV_13398",-2.26530755664796,0.002,0.0296355140186916,0.338819178082192,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__victoriae","negative"
"Pityogenes hopkinsi","ASV_13482",-2.40544497639962,0.002,0.0296355140186916,0.338819178082192,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Rhytismatales","f__Rhytismataceae","g__Coccomyces","s__triangularis","negative"
"Pityogenes hopkinsi","ASV_13597",-3.32732536351196,0.002,0.0296355140186916,0.338819178082192,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Vibrisseaceae","g__Vibrissea",NA,"negative"
"Pityogenes hopkinsi","ASV_13666",-2.32726489095485,0.002,0.0296355140186916,0.338819178082192,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales",NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_13669",-4.03671209808685,0.002,0.0296355140186916,0.338819178082192,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Leptospora","s__rubella","negative"
"Pityogenes hopkinsi","ASV_14143",-3.55506777911537,0.002,0.0296355140186916,0.338819178082192,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi",NA,NA,NA,NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_15002",-3.45846047220392,0.002,0.0296355140186916,0.338819178082192,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Meripilaceae","g__Meripilaceae_gen_Incertae_sedis",NA,"negative"
"Pityogenes hopkinsi","ASV_15147",-2.83217108554759,0.002,0.0296355140186916,0.338819178082192,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Microbotryomycetes_ord_Incertae_sedis",NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_15582",-2.73889542747372,0.002,0.0296355140186916,0.338819178082192,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideomycetidae_ord_Incertae_sedis","f__Pseudoperisporiaceae","g__Eudimeriolum","s__septentrionale","negative"
"Pityogenes hopkinsi","ASV_15740",-3.69041151123068,0.002,0.0296355140186916,0.338819178082192,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Peniophora","s__cinerea","negative"
"Pityogenes hopkinsi","ASV_15958",-3.56547267858672,0.002,0.0296355140186916,0.338819178082192,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae","g__Trichomerium",NA,"negative"
"Pityogenes hopkinsi","ASV_16233",-3.2901035011955,0.002,0.0296355140186916,0.338819178082192,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Tubulicrinaceae","g__Tubulicrinis","s__angustus","negative"
"Pityogenes hopkinsi","ASV_16235",-2.37474803127301,0.002,0.0296355140186916,0.338819178082192,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_16457",-3.06721016148971,0.002,0.0296355140186916,0.338819178082192,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothideaceae","g__Dothidea",NA,"negative"
"Pityogenes hopkinsi","ASV_16760",-3.28963800783246,0.002,0.0296355140186916,0.338819178082192,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Schizoporaceae","g__Xylodon","s__ussuriensis","negative"
"Pityogenes hopkinsi","ASV_17354",-3.37832251912134,0.002,0.0296355140186916,0.338819178082192,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Myriangiales",NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_18312",-2.58686261756867,0.002,0.0296355140186916,0.338819178082192,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium","s__pullulans","negative"
"Pityogenes hopkinsi","ASV_18369",-3.28980429941233,0.002,0.0296355140186916,0.338819178082192,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothioraceae","g__Dothiora",NA,"negative"
"Pityogenes hopkinsi","ASV_19050",-3.88545287422155,0.002,0.0296355140186916,0.338819178082192,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Melanommataceae",NA,NA,"negative"
"Pityogenes hopkinsi","ASV_19056",-3.48005530113783,0.002,0.0296355140186916,0.338819178082192,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothioraceae","g__Dothiora",NA,"negative"
"Pityogenes hopkinsi","ASV_19280",-2.41663050739169,0.002,0.0296355140186916,0.338819178082192,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Teratosphaeriaceae","g__Xenoteratosphaeria","s__jonkershoekensis","negative"
"Pityogenes hopkinsi","ASV_19786",-3.64276836730585,0.002,0.0296355140186916,0.338819178082192,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Cladosporium","s__herbarum","negative"
"Pityogenes hopkinsi","ASV_21247",-3.20674506733954,0.002,0.0296355140186916,0.338819178082192,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreaceae","g__Trichoderma","s__minutisporum","negative"
"Pityogenes hopkinsi","ASV_21497",-3.23725016099647,0.002,0.0296355140186916,0.338819178082192,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales",NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_21763",-2.95433091881556,0.002,0.0296355140186916,0.338819178082192,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma",NA,"negative"
"Pityogenes hopkinsi","ASV_21772",-2.82175920274788,0.002,0.0296355140186916,0.338819178082192,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales",NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_21812",-3.12542376027927,0.002,0.0296355140186916,0.338819178082192,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Venturiales","f__Venturiaceae","g__Sympodiella",NA,"negative"
"Pityogenes hopkinsi","ASV_22190",-3.87210476718448,0.002,0.0296355140186916,0.338819178082192,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothioraceae","g__Kabatina",NA,"negative"
"Pityogenes hopkinsi","ASV_23277",-3.83430000427252,0.002,0.0296355140186916,0.338819178082192,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreales_fam_Incertae_sedis","g__Acremonium","s__rutilum","negative"
"Pityogenes hopkinsi","ASV_23278",-3.04874135226676,0.002,0.0296355140186916,0.338819178082192,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__dimennae","negative"
"Pityogenes hopkinsi","ASV_23971",-3.55586408108253,0.002,0.0296355140186916,0.338819178082192,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleraceae","g__Fonsecazyma",NA,"negative"
"Pityogenes hopkinsi","ASV_24283",-3.28010206796313,0.002,0.0296355140186916,0.338819178082192,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothioraceae","g__Dothiora",NA,"negative"
"Pityogenes hopkinsi","ASV_24678",-2.79568533573073,0.002,0.0296355140186916,0.338819178082192,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_25266",-3.43699441399754,0.002,0.0296355140186916,0.338819178082192,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Acrodontium","s__crateriforme","negative"
"Pityogenes hopkinsi","ASV_25620",-3.63512724849412,0.002,0.0296355140186916,0.338819178082192,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothideaceae","g__Rhizosphaera",NA,"negative"
"Pityogenes hopkinsi","ASV_26187",-3.85100676788263,0.002,0.0296355140186916,0.338819178082192,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Exobasidiomycetes","o__Microstromatales","f__Microstromataceae","g__Microstroma",NA,"negative"
"Pityogenes hopkinsi","ASV_26409",-3.33266089490601,0.002,0.0296355140186916,0.338819178082192,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium",NA,"negative"
"Pityogenes hopkinsi","ASV_26844",-2.8129882431275,0.002,0.0296355140186916,0.338819178082192,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Lecanoraceae",NA,NA,"negative"
"Pityogenes hopkinsi","ASV_27514",-3.21619697185617,0.002,0.0296355140186916,0.338819178082192,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Ramularia",NA,"negative"
"Pityogenes hopkinsi","ASV_28214",-3.17407482869186,0.002,0.0296355140186916,0.338819178082192,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Cladosporium",NA,"negative"
"Pityogenes hopkinsi","ASV_23",-2.59244374535383,0.003,0.0342194244604317,0.367515601783061,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_34",-2.07739390722685,0.003,0.0342194244604317,0.367515601783061,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_127",3.15644779577306,0.003,0.0342194244604317,0.367515601783061,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Thelebolales","f__Pseudeurotiaceae","g__Hyphozyma","s__roseonigra","positive"
"Pityogenes hopkinsi","ASV_169",2.52248246700489,0.003,0.0342194244604317,0.367515601783061,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae","g__Cytospora",NA,"positive"
"Pityogenes hopkinsi","ASV_286",2.60620786569138,0.003,0.0342194244604317,0.367515601783061,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Scoliciosporaceae","g__Scoliciosporum","s__chlorococcum","positive"
"Pityogenes hopkinsi","ASV_355",3.77433510081807,0.003,0.0342194244604317,0.367515601783061,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Neocucurbitaria","s__populi","positive"
"Pityogenes hopkinsi","ASV_360",-2.30128466343237,0.003,0.0342194244604317,0.367515601783061,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lophiotremataceae","g__Atrocalyx",NA,"negative"
"Pityogenes hopkinsi","ASV_398",-3.72696904029794,0.003,0.0342194244604317,0.367515601783061,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi",NA,NA,NA,NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_499",2.99591446582288,0.003,0.0342194244604317,0.367515601783061,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Epibryaceae","g__Epibryon","s__interlamellare","positive"
"Pityogenes hopkinsi","ASV_575",3.35414398201319,0.003,0.0342194244604317,0.367515601783061,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,"positive"
"Pityogenes hopkinsi","ASV_674",3.07365317931541,0.003,0.0342194244604317,0.367515601783061,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Acrodontium","s__crateriforme","positive"
"Pityogenes hopkinsi","ASV_776",2.72855499500053,0.003,0.0342194244604317,0.367515601783061,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae","g__Cytospora",NA,"positive"
"Pityogenes hopkinsi","ASV_878",2.7744042407352,0.003,0.0342194244604317,0.367515601783061,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Alternaria","s__metachromatica","positive"
"Pityogenes hopkinsi","ASV_879",2.98092308456657,0.003,0.0342194244604317,0.367515601783061,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales","f__Exidiaceae","g__Exidia",NA,"positive"
"Pityogenes hopkinsi","ASV_913",2.88662549780215,0.003,0.0342194244604317,0.367515601783061,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Thyronectria","s__strobi","positive"
"Pityogenes hopkinsi","ASV_958",-2.73918167959418,0.003,0.0342194244604317,0.367515601783061,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Tremellomycetes",NA,NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_969",3.66695319330914,0.003,0.0342194244604317,0.367515601783061,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae","g__Cytospora","s__populina","positive"
"Pityogenes hopkinsi","ASV_1015",2.40175278369855,0.003,0.0342194244604317,0.367515601783061,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA,"positive"
"Pityogenes hopkinsi","ASV_1052",-3.16027544023263,0.003,0.0342194244604317,0.367515601783061,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Phaffomycetaceae","g__Wickerhamomyces","s__bisporus","negative"
"Pityogenes hopkinsi","ASV_1186",2.9880344214665,0.003,0.0342194244604317,0.367515601783061,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Diatrypaceae","g__Diatrype","s__stigma","positive"
"Pityogenes hopkinsi","ASV_1306",3.94890608433805,0.003,0.0342194244604317,0.367515601783061,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Massarinaceae","g__Helminthosporium",NA,"positive"
"Pityogenes hopkinsi","ASV_1337",4.74549093748528,0.003,0.0342194244604317,0.367515601783061,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleomonodictydaceae","g__Pleomonodictys","s__descalsii","positive"
"Pityogenes hopkinsi","ASV_1341",3.48705839578698,0.003,0.0342194244604317,0.367515601783061,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,"positive"
"Pityogenes hopkinsi","ASV_1451",-2.57824456095046,0.003,0.0342194244604317,0.367515601783061,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma",NA,"negative"
"Pityogenes hopkinsi","ASV_1522",4.02150290361805,0.003,0.0342194244604317,0.367515601783061,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"positive"
"Pityogenes hopkinsi","ASV_1553",2.71916743261034,0.003,0.0342194244604317,0.367515601783061,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__miczynskii","positive"
"Pityogenes hopkinsi","ASV_1609",-2.55300675796247,0.003,0.0342194244604317,0.367515601783061,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Neosetophoma","s__samarorum","negative"
"Pityogenes hopkinsi","ASV_1723",-3.4122113697993,0.003,0.0342194244604317,0.367515601783061,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Exobasidiomycetes","o__Microstromatales","f__Microstromatales_fam_Incertae_sedis","g__Pseudomicrostroma",NA,"negative"
"Pityogenes hopkinsi","ASV_1782",-2.3581988615147,0.003,0.0342194244604317,0.367515601783061,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Diaporthaceae","g__Phomopsis","s__pustulata","negative"
"Pityogenes hopkinsi","ASV_1853",3.56232994073452,0.003,0.0342194244604317,0.367515601783061,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Pyrenochaetopsis","s__microspora","positive"
"Pityogenes hopkinsi","ASV_1869",2.57577995168205,0.003,0.0342194244604317,0.367515601783061,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Cladosporium",NA,"positive"
"Pityogenes hopkinsi","ASV_2110",4.4670898059821,0.003,0.0342194244604317,0.367515601783061,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae","g__Alatosessilispora",NA,"positive"
"Pityogenes hopkinsi","ASV_2177",2.86165329162322,0.003,0.0342194244604317,0.367515601783061,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales",NA,NA,NA,"positive"
"Pityogenes hopkinsi","ASV_2182",3.63032011923649,0.003,0.0342194244604317,0.367515601783061,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA,"positive"
"Pityogenes hopkinsi","ASV_2344",2.97417413593403,0.003,0.0342194244604317,0.367515601783061,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Melanchlenus",NA,"positive"
"Pityogenes hopkinsi","ASV_2366",3.18808040666871,0.003,0.0342194244604317,0.367515601783061,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Polyporaceae","g__Lentinus","s__crinitus","positive"
"Pityogenes hopkinsi","ASV_2390",-3.69554693518797,0.003,0.0342194244604317,0.367515601783061,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Schizoporaceae","g__Xylodon","s__flaviporus","negative"
"Pityogenes hopkinsi","ASV_2397",3.94113004431983,0.003,0.0342194244604317,0.367515601783061,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Diatrypaceae","g__Peroneutypa","s__leucaenae","positive"
"Pityogenes hopkinsi","ASV_2529",-3.46026820203493,0.003,0.0342194244604317,0.367515601783061,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Tremellales_fam_Incertae_sedis","g__Tremellales_gen_Incertae_sedis",NA,"negative"
"Pityogenes hopkinsi","ASV_2617",-3.62258382803623,0.003,0.0342194244604317,0.367515601783061,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiaceae","g__Erythrobasidium",NA,"negative"
"Pityogenes hopkinsi","ASV_2631",2.33725411523916,0.003,0.0342194244604317,0.367515601783061,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Graphostromataceae","g__Biscogniauxia","s__mediterranea","positive"
"Pityogenes hopkinsi","ASV_2664",-2.50854971225768,0.003,0.0342194244604317,0.367515601783061,"Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolaceae","g__Rhodosporidiobolus","s__colostri","negative"
