"taxon","t_stat","p_perm","t_stat_quad","p_perm_quad","beta_std","beta_std_quad","q_value","q_value_quad","shape"
"ASV_200",-4.57436068528977,0.001,2.41780145232527,0.01,-0.448264419224973,0.236934770675732,0.00713385826771654,0.093264705882353,"dip (troughs mid-season)"
"ASV_201",7.02514358739247,0.001,-5.15573477748085,0.001,0.573633417370517,-0.420992257213362,0.00713385826771654,0.0212818791946309,"hump (peaks mid-season)"
"ASV_210",-3.54983422242143,0.001,1.91220924366031,0.058,-0.371992193011946,0.200385119921731,0.00713385826771654,0.258311797752809,"linear decrease (early-season)"
"ASV_211",7.11292407465328,0.001,-0.32837006363261,0.752,0.582478271150781,-0.0268905332934821,0.00713385826771654,0.906516631819046,"linear increase (late-season)"
"ASV_212",-2.86832276576926,0.001,2.15404700920664,0.018,-0.293001945189116,0.22004016537187,0.00713385826771654,0.133204200700117,"linear decrease (early-season)"
"ASV_213",-3.15164989738364,0.001,-0.231880889754451,0.81,-0.239403706372054,-0.0176141691361105,0.00713385826771654,0.934646919861894,"linear decrease (early-season)"
"ASV_214",-16.1590805883057,0.001,5.40930417785443,0.001,-0.84991465016567,0.284514479927828,0.00713385826771654,0.0212818791946309,"dip (troughs mid-season)"
"ASV_217",-9.16122881084045,0.001,5.74928293929073,0.001,-0.682935672612508,0.42859199203382,0.00713385826771654,0.0212818791946309,"dip (troughs mid-season)"
"ASV_218",-3.63633359161172,0.001,2.58208918223173,0.007,-0.223977025407402,0.159043269450912,0.00713385826771654,0.074486577181208,"dip (troughs mid-season)"
"ASV_222",-7.83035640179177,0.001,4.40181745715527,0.001,-0.649756373390691,0.36526272016374,0.00713385826771654,0.0212818791946309,"dip (troughs mid-season)"
"ASV_223",-4.82947913867952,0.001,2.96878575026805,0.003,-0.478637054506703,0.294231510712709,0.00713385826771654,0.0418153846153846,"dip (troughs mid-season)"
"ASV_230",5.54493104170706,0.001,-4.15086712192787,0.001,0.517398966435891,-0.387322334027095,0.00713385826771654,0.0212818791946309,"hump (peaks mid-season)"
"ASV_231",4.50688937821595,0.001,-4.16404926659852,0.001,0.441788801101108,-0.408185868784821,0.00713385826771654,0.0212818791946309,"hump (peaks mid-season)"
"ASV_234",6.17706225526477,0.001,-0.442097509625444,0.639,0.531733935204546,-0.0380570192558104,0.00713385826771654,0.850301720520353,"linear increase (late-season)"
"ASV_236",-7.56678509148596,0.001,3.42987146093058,0.002,-0.655360144287526,0.297064512178104,0.00713385826771654,0.0323571428571429,"dip (troughs mid-season)"
"ASV_245",4.2593002608891,0.001,-4.30198729400197,0.001,0.376568234358368,-0.380345997638528,0.00713385826771654,0.0212818791946309,"hump (peaks mid-season)"
"ASV_249",-9.4107364102695,0.001,3.99548598863732,0.002,-0.721281477199568,0.306235182648747,0.00713385826771654,0.0323571428571429,"dip (troughs mid-season)"
"ASV_250",5.55982287961643,0.001,1.74070254081842,0.087,0.540768381046196,0.169308670407423,0.00713385826771654,0.323040983606557,"linear increase (late-season)"
"ASV_251",4.29738694611442,0.001,-5.58796286263636,0.001,0.383419731570719,-0.498571916229686,0.00713385826771654,0.0212818791946309,"hump (peaks mid-season)"
"ASV_253",3.92982067950387,0.001,-1.60474672856437,0.081,0.376682125791203,-0.153820096708771,0.00713385826771654,0.311145972138098,"linear increase (late-season)"
"ASV_255",-3.62317703275402,0.001,-0.990553384622746,0.323,-0.389153850485439,-0.106393223059755,0.00713385826771654,0.623391965916007,"linear decrease (early-season)"
"ASV_260",5.39811453373216,0.001,-1.26011785617921,0.203,0.52189091187745,-0.121829680986667,0.00713385826771654,0.492700344431688,"linear increase (late-season)"
"ASV_261",8.28150545622124,0.001,-0.683135032650651,0.497,0.717278404453293,-0.0591683314941947,0.00713385826771654,0.771219476388549,"linear increase (late-season)"
"ASV_262",4.47467873210271,0.001,2.42080093617537,0.015,0.467045485269945,0.252674083546519,0.00713385826771654,0.119962168978562,"linear increase (late-season)"
"ASV_263",3.81942698542633,0.001,-5.36262127243617,0.001,0.36777319204471,-0.516372714352988,0.00713385826771654,0.0212818791946309,"hump (peaks mid-season)"
"ASV_265",-4.66917806081942,0.001,1.00201304196189,0.309,-0.502358674377963,0.107808038852276,0.00713385826771654,0.608217877094972,"linear decrease (early-season)"
"ASV_270",11.8478940080811,0.001,-1.41214515014667,0.183,0.828368890807306,-0.0987338930069412,0.00713385826771654,0.467224637681159,"linear increase (late-season)"
"ASV_272",-14.9327571116125,0.001,4.7755051617472,0.001,-0.83325263568706,0.266477359170849,0.00713385826771654,0.0212818791946309,"dip (troughs mid-season)"
"ASV_276",4.23279746472539,0.001,-0.555911574080272,0.607,0.445866090865093,-0.0585580996394378,0.00713385826771654,0.83577811550152,"linear increase (late-season)"
"ASV_279",4.26497100687174,0.001,-2.68841962221451,0.008,0.393649525889334,-0.248138988825474,0.00713385826771654,0.0820970873786408,"hump (peaks mid-season)"
"ASV_281",-4.22111812582611,0.001,1.98563109622597,0.049,-0.42657414247278,0.200664195446333,0.00713385826771654,0.23506656580938,"linear decrease (early-season)"
"ASV_285",-5.03382751080549,0.001,2.2966154939522,0.023,-0.504276678042568,0.230071670479837,0.00713385826771654,0.152899371069182,"linear decrease (early-season)"
"ASV_286",-4.98343558644541,0.001,1.7411013358669,0.086,-0.512613391086464,0.179097469131976,0.00713385826771654,0.321019423190112,"linear decrease (early-season)"
"ASV_291",-12.0592124117771,0.001,0.0307720525874762,0.98,-0.81948160670115,0.00209113000356406,0.00713385826771654,0.993471867007673,"linear decrease (early-season)"
"ASV_292",-4.88366852323944,0.001,-1.16893649663152,0.214,-0.471714765814434,-0.112908987430555,0.00713385826771654,0.505658718330849,"linear decrease (early-season)"
"ASV_298",7.11256927541622,0.001,0.0626566972884589,0.958,0.624587215516425,0.0055022254602551,0.00713385826771654,0.986373337658125,"linear increase (late-season)"
"ASV_302",-8.63347767816069,0.001,4.84035708882102,0.001,-0.680626368004446,0.38159678204717,0.00713385826771654,0.0212818791946309,"dip (troughs mid-season)"
"ASV_304",4.39206667378442,0.001,-4.0241147176764,0.002,0.435339760987222,-0.398872472385827,0.00713385826771654,0.0323571428571429,"hump (peaks mid-season)"
"ASV_309",5.78489471216141,0.001,-3.43113140194927,0.003,0.530375247315706,-0.314578792357193,0.00713385826771654,0.0418153846153846,"hump (peaks mid-season)"
"ASV_310",-4.37933020907396,0.001,3.06460045062506,0.006,-0.449328134584696,0.314437317691662,0.00713385826771654,0.06795,"dip (troughs mid-season)"
"ASV_311",6.13787947296708,0.001,7.05853013215936,0.001,0.474804881641995,0.546028604425856,0.00713385826771654,0.0212818791946309,"dip (troughs mid-season)"
"ASV_312",8.97577926867408,0.001,0.823203500587286,0.437,0.71942653445022,0.0659820490731033,0.00713385826771654,0.722862284820031,"linear increase (late-season)"
"ASV_316",12.851094687598,0.001,-1.92020113817624,0.069,0.817522147419628,-0.122154769413185,0.00713385826771654,0.28638612565445,"linear increase (late-season)"
"ASV_318",-7.20236078296676,0.001,3.86894306841823,0.001,-0.626738043155547,0.336672641200803,0.00713385826771654,0.0212818791946309,"dip (troughs mid-season)"
"ASV_322",8.42397684553256,0.001,3.60412931226316,0.002,0.688617378036614,0.2946222084509,0.00713385826771654,0.0323571428571429,"dip (troughs mid-season)"
"ASV_333",-3.39222217204738,0.001,-4.34389181455688,0.001,-0.323985059940815,-0.414881431589416,0.00713385826771654,0.0212818791946309,"hump (peaks mid-season)"
"ASV_335",-11.4406127144628,0.001,3.58497242696002,0.002,-0.759729189553161,0.238067247288538,0.00713385826771654,0.0323571428571429,"dip (troughs mid-season)"
"ASV_336",4.96603359786008,0.001,-1.17617968756263,0.279,0.520763142196533,-0.123341311586038,0.00713385826771654,0.576545454545455,"linear increase (late-season)"
"ASV_342",-4.64888647237951,0.001,0.969020941765514,0.325,-0.480881783218199,0.100236720600694,0.00713385826771654,0.624590909090909,"linear decrease (early-season)"
"ASV_343",9.00194082341809,0.001,-3.42521435059698,0.004,0.656988617202755,-0.249984883862309,0.00713385826771654,0.0512484848484848,"hump (peaks mid-season)"
"ASV_344",6.34187167447558,0.001,0.829055205108815,0.387,0.597129184552202,0.0780618069743441,0.00713385826771654,0.682143968871595,"linear increase (late-season)"
"ASV_345",-8.02804925532275,0.001,1.62999108433851,0.117,-0.657273263777926,0.133452117508659,0.00713385826771654,0.373998991935484,"linear decrease (early-season)"
"ASV_347",6.50581767787496,0.001,-4.89412474971554,0.001,0.537428836490512,-0.404295040989145,0.00713385826771654,0.0212818791946309,"hump (peaks mid-season)"
"ASV_348",3.33784323902334,0.001,-2.16096323829744,0.047,0.363528385377778,-0.235355348467928,0.00713385826771654,0.23035085007728,"linear increase (late-season)"
"ASV_362",4.0318907855827,0.001,1.66609069807054,0.089,0.437135847841041,0.180638619233681,0.00713385826771654,0.327020857473928,"linear increase (late-season)"
"ASV_366",4.55075860593003,0.001,-2.54632296419181,0.018,0.430470286029531,-0.240866925194049,0.00713385826771654,0.133204200700117,"linear increase (late-season)"
"ASV_368",12.9660097402613,0.001,-2.24596292044693,0.037,0.830852512705983,-0.143921102812298,0.00713385826771654,0.201246998284734,"linear increase (late-season)"
"ASV_373",-4.95900298030072,0.001,2.92454087382184,0.011,-0.487348816092801,0.287413751654354,0.00713385826771654,0.0986732673267327,"dip (troughs mid-season)"
"ASV_375",7.01598784756581,0.001,-4.90373161853182,0.001,0.56713993779681,-0.396398861397657,0.00713385826771654,0.0212818791946309,"hump (peaks mid-season)"
"ASV_379",5.64904048529138,0.001,0.518716700158645,0.607,0.549081989661166,0.0504193269470438,0.00713385826771654,0.83577811550152,"linear increase (late-season)"
"ASV_381",8.80957196876424,0.001,-4.58133028031418,0.001,0.63362559343231,-0.329513951769274,0.00713385826771654,0.0212818791946309,"hump (peaks mid-season)"
"ASV_383",-4.49865734743113,0.001,1.35002834665252,0.212,-0.462200732460862,0.138705890131926,0.00713385826771654,0.503182634730539,"linear decrease (early-season)"
"ASV_387",3.68303489942792,0.001,-6.01124869651403,0.001,0.326741872841861,-0.533295547624302,0.00713385826771654,0.0212818791946309,"hump (peaks mid-season)"
"ASV_390",6.52976088598761,0.001,-2.03625252664405,0.057,0.595274495154361,-0.185633321521155,0.00713385826771654,0.256925373134328,"linear increase (late-season)"
"ASV_392",-5.92806589727985,0.001,2.95340805378476,0.002,-0.544906771130629,0.271479436319893,0.00713385826771654,0.0323571428571429,"dip (troughs mid-season)"
"ASV_394",-4.65123841077162,0.001,3.86386333682428,0.001,-0.435378628826013,0.361680059606359,0.00713385826771654,0.0212818791946309,"dip (troughs mid-season)"
"ASV_396",4.21375367711636,0.001,-3.52959411525317,0.001,0.440899717829843,-0.369317379279516,0.00713385826771654,0.0212818791946309,"hump (peaks mid-season)"
"ASV_397",-5.47073349444008,0.001,1.58940401034958,0.126,-0.537155844540934,0.156060629087513,0.00713385826771654,0.388097134531326,"linear decrease (early-season)"
"ASV_406",-6.90050518179575,0.001,1.93849962643501,0.061,-0.643061578481675,0.180651553072114,0.00713385826771654,0.266985507246377,"linear decrease (early-season)"
"ASV_409",-8.08467325904547,0.001,0.390932259162651,0.718,-0.674500010243764,0.0326155945181363,0.00713385826771654,0.8902357771261,"linear decrease (early-season)"
"ASV_411",-5.43507414685344,0.001,-0.932088535852151,0.328,-0.529076096195235,-0.0907348521054963,0.00713385826771654,0.627693421846711,"linear decrease (early-season)"
"ASV_412",4.39056277120997,0.001,-0.657120784780298,0.519,0.466243200366561,-0.0697817452185013,0.00713385826771654,0.78743971291866,"linear increase (late-season)"
"ASV_414",6.75194808810225,0.001,1.46487025190825,0.144,0.624135500555912,0.135410784074891,0.00713385826771654,0.414547435315479,"linear increase (late-season)"
"ASV_416",9.63697667125843,0.001,-0.391966594389754,0.718,0.75138063507599,-0.0305613509410278,0.00713385826771654,0.8902357771261,"linear increase (late-season)"
"ASV_417",4.45257906528613,0.001,0.29204359237916,0.783,0.443642439803932,0.0290986894082348,0.00713385826771654,0.920423546834506,"linear increase (late-season)"
"ASV_425",4.77161749430676,0.001,-4.80632201661451,0.001,0.412926212019078,-0.415933591950672,0.00713385826771654,0.0212818791946309,"hump (peaks mid-season)"
"ASV_427",13.6125528927391,0.001,-0.809919793683798,0.434,0.864685555928236,-0.0514475785635641,0.00713385826771654,0.720719560094266,"linear increase (late-season)"
"ASV_429",6.61460699949224,0.001,1.79156287026395,0.102,0.620623119338516,0.168097114661008,0.00713385826771654,0.347787096774194,"linear increase (late-season)"
"ASV_435",4.21929895105797,0.001,-4.42117342964943,0.001,0.384141996018885,-0.40252545018427,0.00713385826771654,0.0212818791946309,"hump (peaks mid-season)"
"ASV_442",4.66731100887161,0.001,3.33034392367587,0.001,0.457260066105396,0.326279599708453,0.00713385826771654,0.0212818791946309,"dip (troughs mid-season)"
"ASV_444",9.50298969930928,0.001,0.909780023852514,0.387,0.727904038543197,0.0696874493706997,0.00713385826771654,0.682143968871595,"linear increase (late-season)"
"ASV_447",4.46394980950708,0.001,-0.583168724872702,0.555,0.464618370520742,-0.0606981705120551,0.00713385826771654,0.81213890170743,"linear increase (late-season)"
"ASV_454",9.09450550796544,0.001,-3.55733723517925,0.003,0.722307506940384,-0.282535080164377,0.00713385826771654,0.0418153846153846,"hump (peaks mid-season)"
"ASV_459",-9.20958479083625,0.001,2.88014019512809,0.005,-0.722670341831139,0.226005033301101,0.00713385826771654,0.0590502793296089,"dip (troughs mid-season)"
"ASV_466",-4.03335200868842,0.001,2.51276518183432,0.018,-0.423504982877519,0.263844840355165,0.00713385826771654,0.133204200700117,"linear decrease (early-season)"
"ASV_471",-2.84646713290782,0.001,1.68572378495973,0.093,-0.292259267400188,0.173082370439863,0.00713385826771654,0.334357142857143,"linear decrease (early-season)"
"ASV_478",4.18513968864115,0.001,-5.25354960581012,0.001,0.360674728834576,-0.452754624776912,0.00713385826771654,0.0212818791946309,"hump (peaks mid-season)"
"ASV_485",4.60839857676284,0.001,-2.43191019447508,0.02,0.477804929116165,-0.25214619984531,0.00713385826771654,0.140154696132597,"linear increase (late-season)"
"ASV_490",-4.27783759770833,0.001,-2.91609531139976,0.01,-0.423670156456849,-0.288808251118044,0.00713385826771654,0.093264705882353,"hump (peaks mid-season)"
"ASV_493",3.28632948686757,0.001,-4.98180655463318,0.001,0.311966051805569,-0.472919688417922,0.00713385826771654,0.0212818791946309,"hump (peaks mid-season)"
"ASV_498",2.93666110034939,0.001,1.37812570834153,0.127,0.327972499810595,0.153913507722819,0.00713385826771654,0.389474854932302,"linear increase (late-season)"
"ASV_499",-6.76890639553258,0.001,3.66839904425036,0.003,-0.59522531778666,0.322584696700552,0.00713385826771654,0.0418153846153846,"dip (troughs mid-season)"
"ASV_500",3.69283220646445,0.001,0.118331009149039,0.907,0.370091983803102,0.0118591339341782,0.00713385826771654,0.969124200605857,"linear increase (late-season)"
"ASV_504",-5.18620559350821,0.001,-1.32306934991048,0.202,-0.512253162202391,-0.130683822643784,0.00713385826771654,0.491401611047181,"linear decrease (early-season)"
"ASV_506",5.70742031629113,0.001,2.96589228217892,0.005,0.518601013777175,0.269496531782228,0.00713385826771654,0.0590502793296089,"dip (troughs mid-season)"
"ASV_508",-5.42357289319058,0.001,1.45398340690423,0.157,-0.447343816823056,0.119927756616215,0.00713385826771654,0.431223040277176,"linear decrease (early-season)"
"ASV_509",3.86015670711958,0.001,-6.58426673729906,0.001,0.31981007197454,-0.545505231489348,0.00713385826771654,0.0212818791946309,"hump (peaks mid-season)"
"ASV_511",-4.3786120467045,0.001,-0.576263682806919,0.548,-0.440916879721956,-0.058029096695067,0.00713385826771654,0.808236279069767,"linear decrease (early-season)"
"ASV_512",-3.88505996674624,0.001,-4.12676033520058,0.002,-0.361778283683059,-0.38428932197072,0.00713385826771654,0.0323571428571429,"hump (peaks mid-season)"
"ASV_514",-6.67038859434397,0.001,2.25081111622273,0.02,-0.590714310820678,0.19932864318432,0.00713385826771654,0.140154696132597,"linear decrease (early-season)"
"ASV_517",-3.3314256464581,0.001,1.98790888030997,0.071,-0.360647492149769,0.215205599719799,0.00713385826771654,0.290504516129032,"linear decrease (early-season)"
"ASV_525",-6.09568578436301,0.001,0.92908076851849,0.364,-0.593749383236926,0.0904978729691458,0.00713385826771654,0.662787252368648,"linear decrease (early-season)"
"ASV_527",-5.28453613139342,0.001,3.84288025582015,0.001,-0.500076871413917,0.363656246118546,0.00713385826771654,0.0212818791946309,"dip (troughs mid-season)"
"ASV_529",13.1364953979402,0.001,-0.623043159427055,0.562,0.847288861047819,-0.0401859660609448,0.00713385826771654,0.815980769230769,"linear increase (late-season)"
"ASV_530",-4.0398223818312,0.001,1.79008687951947,0.081,-0.37327662788621,0.165404354433314,0.00713385826771654,0.311145972138098,"linear decrease (early-season)"
"ASV_531",-7.74505030375442,0.001,0.610393629928748,0.551,-0.681882601813285,0.053740247406238,0.00713385826771654,0.810587334725122,"linear decrease (early-season)"
"ASV_534",-4.4313067485922,0.001,2.12501962030117,0.053,-0.408536064888572,0.195914163135201,0.00713385826771654,0.245526661796932,"linear decrease (early-season)"
"ASV_545",-5.702712587676,0.001,3.21470050510277,0.006,-0.521403852076841,0.293925707225685,0.00713385826771654,0.06795,"dip (troughs mid-season)"
"ASV_548",-5.47051101744953,0.001,2.09907659381371,0.041,-0.539382973739635,0.20696739064405,0.00713385826771654,0.212262857142857,"linear decrease (early-season)"
"ASV_549",-3.88655675880263,0.001,4.73602755308395,0.001,-0.382695452695706,0.46634444698792,0.00713385826771654,0.0212818791946309,"dip (troughs mid-season)"
"ASV_550",-5.94272296465485,0.001,-0.868848803246346,0.38,-0.573682287735756,-0.0838753732292459,0.00713385826771654,0.676574957888826,"linear decrease (early-season)"
"ASV_551",-7.77759265652994,0.001,2.78217344519895,0.014,-0.681457540568563,0.243771040475381,0.00713385826771654,0.115010362694301,"linear decrease (early-season)"
"ASV_553",-4.67295055673112,0.001,1.22355933923505,0.237,-0.472527839516209,0.123727304902531,0.00713385826771654,0.53167810399717,"linear decrease (early-season)"
"ASV_558",-6.66795906997937,0.001,0.547075253465423,0.593,-0.62281573616272,0.0510996615826965,0.00713385826771654,0.831117348066298,"linear decrease (early-season)"
"ASV_559",5.19833028532196,0.001,-5.94767768680431,0.001,0.446710741690855,-0.511109853320998,0.00713385826771654,0.0212818791946309,"hump (peaks mid-season)"
"ASV_560",-3.77527987661628,0.001,1.00538816138665,0.257,-0.346751263696524,0.0923436355031385,0.00713385826771654,0.553820591233435,"linear decrease (early-season)"
"ASV_562",-9.82158311000864,0.001,3.82337397730194,0.002,-0.660416550790508,0.257091391348634,0.00713385826771654,0.0323571428571429,"dip (troughs mid-season)"
"ASV_564",3.68340766581479,0.001,-3.69385462765085,0.002,0.376323493732816,-0.377394569089042,0.00713385826771654,0.0323571428571429,"hump (peaks mid-season)"
"ASV_582",-5.60856059901485,0.001,0.580023650769945,0.572,-0.508392847401818,0.0525772684831534,0.00713385826771654,0.820172733438842,"linear decrease (early-season)"
"ASV_586",-9.54955104371603,0.001,3.57675354138725,0.001,-0.69320352220327,0.259639715249219,0.00713385826771654,0.0212818791946309,"dip (troughs mid-season)"
"ASV_587",-8.11349346459344,0.001,2.34006272010647,0.026,-0.671023317952272,0.193535893272396,0.00713385826771654,0.163097922848665,"linear decrease (early-season)"
"ASV_589",-6.47210736954607,0.001,-0.375582443452179,0.731,-0.608389477553846,-0.0353057600870271,0.00713385826771654,0.896885664538596,"linear decrease (early-season)"
"ASV_599",9.34540737700407,0.001,-3.13805389956702,0.005,0.742138300806507,-0.249201876858672,0.00713385826771654,0.0590502793296089,"hump (peaks mid-season)"
"ASV_601",6.9543553100624,0.001,4.15353662971543,0.002,0.606588030556481,0.362292469889561,0.00713385826771654,0.0323571428571429,"dip (troughs mid-season)"
