	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_6247	100	100	100	100	100	100	76
ASV_6248	63	52	21	21	15	14	14
ASV_6249	36	36	36	36	36	36	36
ASV_6250	100	100	100	100	100	100	100
ASV_6251	94	91	67	42	18	18	12
ASV_6252	100	98	98	92	92	63	12
ASV_6253	96	89	66	45	39	39	39
ASV_6254	100	100	100	100	100	100	100
ASV_6255	26	22	19	5	5	0	0
ASV_6256	69	69	69	69	69	69	32
ASV_6257	100	100	100	100	100	49	49
ASV_6258	94	94	86	85	25	10	6
ASV_6259	100	100	100	100	100	97	76
ASV_6260	36	36	36	36	36	36	36
ASV_6261	100	100	100	100	100	100	100
ASV_6262	100	100	100	100	100	100	100
ASV_6263	0	0	0	0	0	0	0
ASV_6264	100	99	99	99	99	99	92
ASV_6265	100	100	100	100	100	100	100
ASV_6266	100	100	100	100	100	100	100
ASV_6267	99	23	23	23	23	23	23
ASV_6268	90	89	89	89	76	76	76
ASV_6269	75	62	42	40	5	2	2
ASV_6270	100	100	100	100	100	100	88
ASV_6271	95	89	48	48	48	48	47
ASV_6272	98	98	98	98	98	98	59
ASV_6273	100	100	98	98	98	68	51
ASV_6274	100	100	100	100	100	100	100
ASV_6275	100	100	100	100	100	100	100
ASV_6276	99	98	98	98	86	86	84
ASV_6277	90	87	85	85	58	58	58
ASV_6278	100	100	88	88	88	13	13
ASV_6279	100	99	97	97	97	96	91
ASV_6280	100	100	100	100	100	100	51
ASV_6281	100	79	79	72	70	22	22
ASV_6282	100	100	100	100	100	100	100
ASV_6283	100	100	100	100	100	100	100
ASV_6284	50	50	50	50	50	50	50
ASV_6285	100	100	55	55	55	55	55
ASV_6286	100	100	100	100	86	26	26
ASV_6287	76	76	42	24	11	9	7
ASV_6288	71	65	18	0	0	0	0
ASV_6289	93	92	89	89	89	89	49
ASV_6290	99	99	99	99	79	79	50
ASV_6291	100	100	100	100	100	100	100
ASV_6292	100	100	99	99	99	91	54
ASV_6293	100	100	100	100	83	65	38
ASV_6294	100	100	100	100	100	100	100
ASV_6295	15	13	10	8	8	8	8
ASV_6296	92	81	54	43	22	22	11
ASV_6297	98	97	97	97	97	97	51
ASV_6298	99	81	81	81	81	43	43
ASV_6299	98	98	98	98	98	97	95
ASV_6300	93	93	93	93	93	93	93
ASV_6301	100	100	100	100	100	100	99
ASV_6302	100	97	97	95	79	58	35
ASV_6303	100	100	100	41	41	41	41
ASV_6304	100	100	43	43	43	43	43
ASV_6305	30	30	30	30	30	30	30
ASV_6306	100	100	100	100	100	100	79
ASV_6307	100	100	100	100	100	100	85
ASV_6308	100	100	100	100	100	98	90
ASV_6309	96	96	96	96	90	87	64
ASV_6310	100	100	99	99	78	43	40
ASV_6311	94	92	64	32	32	32	20
ASV_6312	99	99	67	67	67	67	67
ASV_6313	100	100	100	100	100	100	100
ASV_6314	100	100	100	100	100	100	100
ASV_6315	93	83	82	82	82	82	81
ASV_6316	100	100	97	97	79	76	76
ASV_6317	100	100	100	100	100	100	100
ASV_6318	100	22	22	13	12	12	12
ASV_6319	61	55	53	53	53	53	3
ASV_6320	100	100	100	100	100	100	100
ASV_6321	100	100	100	100	100	100	92
ASV_6322	100	100	100	98	98	86	86
ASV_6323	100	100	74	74	74	74	20
ASV_6324	100	100	100	100	100	100	100
ASV_6325	96	92	46	36	34	24	15
ASV_6326	100	100	100	99	99	90	77
ASV_6327	31	31	31	31	31	31	31
ASV_6328	100	17	17	17	17	17	17
ASV_6329	99	25	25	25	25	25	25
ASV_6330	100	100	100	100	100	74	74
ASV_6331	100	100	100	100	100	100	100
ASV_6332	52	52	52	52	52	52	49
ASV_6333	0	0	0	0	0	0	0
ASV_6334	100	100	100	100	100	100	100
ASV_6335	73	73	73	73	64	30	30
ASV_6336	100	100	100	100	100	100	42
ASV_6337	100	100	100	100	100	100	98
ASV_6338	100	100	100	100	100	99	51
ASV_6339	100	67	67	67	62	27	24
ASV_6340	100	100	76	76	76	76	35
ASV_6341	100	100	52	52	52	52	52
ASV_6342	100	100	100	100	100	100	100
ASV_6343	100	100	94	88	85	83	71
ASV_6344	100	100	100	100	100	100	100
ASV_6345	100	100	99	99	99	64	49
ASV_6346	90	51	48	41	34	34	34
ASV_6347	100	100	100	100	100	100	100
ASV_6348	100	100	100	100	100	100	98
ASV_6349	100	100	100	100	100	100	100
ASV_6350	90	90	90	90	90	90	90
ASV_6351	100	100	91	91	90	90	43
ASV_6352	87	82	64	55	31	31	24
ASV_6353	100	88	44	44	44	44	34
ASV_6354	100	100	97	97	97	97	97
ASV_6355	100	100	45	45	45	45	45
ASV_6356	100	100	100	100	100	100	100
ASV_6357	100	100	100	100	83	82	81
ASV_6358	58	41	23	23	16	16	13
ASV_6359	100	100	100	100	100	98	92
ASV_6360	94	93	90	90	78	78	78
ASV_6361	96	96	95	45	45	45	45
ASV_6362	97	95	95	95	55	55	55
ASV_6363	90	84	74	74	55	45	11
ASV_6364	100	100	100	100	100	100	81
ASV_6365	26	26	17	17	17	17	17
ASV_6366	100	99	99	99	97	97	64
ASV_6367	100	87	87	87	85	85	79
ASV_6368	100	100	100	100	100	100	100
ASV_6369	100	100	49	49	49	49	49
ASV_6370	100	48	48	48	47	47	47
ASV_6371	57	57	57	45	45	45	45
ASV_6372	5	5	5	5	5	5	5
ASV_6373	100	100	100	100	100	100	80
ASV_6374	68	56	47	47	39	39	16
ASV_6375	100	100	100	100	100	100	99
ASV_6376	95	94	84	68	68	68	65
ASV_6377	100	100	100	100	100	100	100
ASV_6378	87	87	87	87	87	87	87
ASV_6379	37	27	18	3	3	0	0
ASV_6380	100	100	96	96	96	96	93
ASV_6381	100	100	100	100	100	100	100
ASV_6382	100	100	100	100	100	100	100
ASV_6383	100	100	92	92	85	73	73
ASV_6384	85	33	32	29	25	25	25
ASV_6385	100	68	67	64	59	13	12
ASV_6386	100	100	100	100	100	100	76
ASV_6387	93	64	55	50	41	20	20
ASV_6388	100	100	100	100	100	100	100
ASV_6389	94	51	48	48	39	39	39
ASV_6390	100	100	100	100	100	100	78
ASV_6391	100	100	100	100	95	94	94
ASV_6392	100	100	100	100	100	100	94
ASV_6393	100	100	100	100	100	100	46
ASV_6394	100	100	57	57	57	57	44
ASV_6395	59	59	59	59	59	59	59
ASV_6396	100	100	100	100	88	88	87
ASV_6397	99	99	99	99	99	99	85
ASV_6398	100	100	100	96	84	69	68
ASV_6399	76	34	19	19	19	19	19
ASV_6400	100	100	100	100	100	100	100
ASV_6401	100	100	100	100	100	100	96
ASV_6402	97	82	52	37	37	37	37
ASV_6403	100	100	100	100	100	100	74
ASV_6404	100	100	100	100	100	100	100
ASV_6405	100	61	58	58	47	47	47
ASV_6406	96	93	92	92	57	57	57
ASV_6407	51	51	51	51	51	51	51
ASV_6408	100	100	100	100	100	100	100
ASV_6409	61	47	40	40	37	37	30
ASV_6410	100	100	98	98	98	81	74
ASV_6411	87	87	87	87	37	37	37
ASV_6412	98	92	63	56	21	15	5
ASV_6413	100	100	59	59	59	59	59
ASV_6414	76	76	76	76	76	76	28
ASV_6415	100	98	98	98	95	95	95
ASV_6416	71	64	39	39	18	14	10
ASV_6417	91	44	44	42	42	42	42
ASV_6418	100	100	48	48	48	48	48
ASV_6419	100	100	100	100	100	83	60
ASV_6420	100	100	100	97	97	95	95
ASV_6421	100	100	100	100	100	100	77
ASV_6422	100	100	100	100	100	100	99
ASV_6423	89	61	57	52	28	27	27
ASV_6424	34	34	31	31	31	31	31
ASV_6425	99	99	94	94	94	93	80
ASV_6426	100	100	100	100	100	99	99
ASV_6427	94	94	94	94	44	44	39
ASV_6428	100	100	100	100	91	91	91
ASV_6429	94	94	84	81	81	79	79
ASV_6430	100	100	100	100	100	100	100
ASV_6431	100	100	100	100	92	91	79
ASV_6432	16	16	16	16	16	16	16
ASV_6433	7	7	7	7	7	7	7
ASV_6434	100	100	100	100	100	100	98
ASV_6435	100	100	100	100	100	100	100
ASV_6436	100	100	100	100	100	100	97
ASV_6437	100	100	48	48	48	48	48
ASV_6438	98	98	93	93	93	93	93
ASV_6439	100	100	100	100	100	100	100
ASV_6440	100	55	55	55	55	37	37
ASV_6441	3	3	3	3	3	3	3
ASV_6442	100	100	100	100	95	95	50
ASV_6443	46	46	46	46	46	46	46
ASV_6444	100	100	100	100	100	100	40
ASV_6445	94	83	64	63	36	30	30
ASV_6446	100	100	100	100	100	100	100
ASV_6447	99	99	99	99	99	98	95
ASV_6448	85	84	82	31	31	24	24
ASV_6449	100	100	100	100	100	99	50
ASV_6450	100	35	35	35	35	35	35
ASV_6451	50	50	50	50	50	50	50
ASV_6452	100	100	100	100	100	100	100
ASV_6453	100	100	88	88	71	66	66
ASV_6454	99	99	99	99	98	54	54
ASV_6455	0	0	0	0	0	0	0
ASV_6456	92	92	84	81	24	24	14
ASV_6457	100	100	100	100	100	100	99
ASV_6458	3	3	3	3	3	3	3
ASV_6459	90	90	90	90	90	90	81
ASV_6460	100	100	100	100	100	100	66
ASV_6461	100	100	100	100	100	100	100
ASV_6462	100	99	99	99	99	73	73
ASV_6463	14	14	10	1	1	0	0
ASV_6464	100	100	45	45	45	45	45
ASV_6465	100	50	50	50	50	50	50
ASV_6466	87	65	59	47	38	37	37
ASV_6467	63	63	57	57	57	57	16
ASV_6468	100	100	97	97	97	97	50
ASV_6469	93	92	68	52	52	52	29
ASV_6470	100	100	100	100	100	91	45
ASV_6471	100	100	100	100	100	100	89
ASV_6472	100	100	100	100	100	100	100
ASV_6473	100	99	99	99	99	74	74
ASV_6474	99	96	96	96	94	34	33
ASV_6475	96	96	96	96	96	61	43
ASV_6476	86	84	70	66	42	20	10
ASV_6477	100	100	100	100	100	100	66
ASV_6478	100	100	100	100	100	100	100
ASV_6479	46	46	46	46	46	46	46
ASV_6480	87	79	23	19	10	9	0
ASV_6481	78	67	51	28	23	17	14
ASV_6482	75	64	47	32	11	0	0
ASV_6483	90	82	82	79	76	51	48
ASV_6484	100	12	12	12	9	9	9
ASV_6485	100	100	100	100	100	96	96
ASV_6486	100	100	100	100	100	100	98
ASV_6487	100	100	100	100	100	100	100
ASV_6488	99	99	99	99	99	99	99
ASV_6489	100	99	98	97	95	94	86
ASV_6490	61	54	39	39	39	39	38
ASV_6491	100	100	100	100	100	91	91
ASV_6492	100	100	100	100	100	100	100
ASV_6493	100	100	100	100	100	95	95
ASV_6494	99	99	96	95	95	95	34
ASV_6495	100	92	87	83	69	21	15
ASV_6496	99	94	94	92	59	41	21
ASV_6497	100	47	47	43	43	43	38
ASV_6498	90	90	90	90	90	90	90
ASV_6499	53	49	49	49	49	49	43
ASV_6500	97	95	95	84	83	81	61
ASV_6501	95	95	85	79	16	16	16
ASV_6502	89	85	51	26	26	14	3
ASV_6503	100	100	100	100	100	100	100
ASV_6504	100	100	100	100	100	100	100
ASV_6505	88	87	79	78	60	60	57
ASV_6506	94	94	92	49	22	11	11
ASV_6507	23	19	19	2	2	0	0
ASV_6508	100	100	100	100	89	46	46
ASV_6509	100	100	100	100	100	100	94
ASV_6510	97	38	38	36	24	23	20
ASV_6511	100	100	100	100	98	96	75
ASV_6512	82	80	43	12	11	9	8
ASV_6513	36	36	2	0	0	0	0
ASV_6514	88	88	88	88	88	88	88
ASV_6515	67	67	67	67	67	27	24
ASV_6516	100	100	91	91	91	34	31
ASV_6517	100	73	73	73	73	65	11
ASV_6518	100	100	100	100	100	100	100
ASV_6519	100	100	100	100	100	100	90
ASV_6520	100	100	100	100	100	100	100
ASV_6521	100	100	100	100	100	100	100
ASV_6522	82	78	77	77	77	77	32
ASV_6523	100	85	28	28	28	28	28
ASV_6524	100	85	69	69	12	9	9
ASV_6525	99	63	63	63	62	60	28
ASV_6526	100	100	100	100	100	100	98
ASV_6527	86	82	13	7	7	7	7
ASV_6528	100	100	100	100	100	99	99
ASV_6529	82	74	63	54	12	10	10
ASV_6530	100	100	100	100	76	76	70
ASV_6531	100	53	53	53	53	53	36
ASV_6532	96	94	35	27	27	23	23
ASV_6533	100	96	96	96	96	96	74
ASV_6534	90	89	89	89	89	89	69
ASV_6535	100	100	100	92	86	86	86
ASV_6536	100	100	100	100	100	65	65
ASV_6537	31	31	31	19	19	19	19
ASV_6538	100	100	100	100	100	100	100
ASV_6539	100	100	100	100	95	94	80
ASV_6540	48	48	48	48	48	48	48
ASV_6541	56	56	56	56	56	35	35
ASV_6542	59	59	59	59	59	59	43
ASV_6543	100	100	100	100	100	100	89
ASV_6544	100	100	100	100	99	99	99
ASV_6545	60	60	60	60	58	42	31
ASV_6546	100	100	100	100	100	100	100
ASV_6547	100	100	100	100	100	100	98
ASV_6548	100	100	100	100	100	100	100
ASV_6549	7	7	7	7	7	7	7
ASV_6550	100	100	100	100	100	100	99
ASV_6551	100	77	77	77	77	77	53
ASV_6552	100	100	100	100	100	99	68
ASV_6553	100	100	100	100	100	100	100
ASV_6554	17	17	17	17	17	17	17
ASV_6555	81	76	59	51	37	37	37
ASV_6556	53	48	28	22	5	4	4
ASV_6557	100	100	100	100	100	100	100
ASV_6558	100	100	100	100	100	100	98
ASV_6559	96	94	94	94	94	37	22
ASV_6560	100	100	100	100	100	100	98
ASV_6561	100	100	100	100	100	100	100
ASV_6562	100	92	69	43	30	30	29
ASV_6563	100	100	100	100	100	100	55
ASV_6564	83	83	76	75	24	23	23
ASV_6565	100	100	100	100	100	100	100
ASV_6566	100	100	100	100	100	100	100
ASV_6567	90	87	86	76	74	74	19
ASV_6568	100	100	100	100	100	100	53
ASV_6569	53	53	53	53	53	53	53
ASV_6570	78	0	0	0	0	0	0
ASV_6571	100	82	82	82	82	82	23
ASV_6572	27	27	27	27	27	27	27
ASV_6573	100	100	100	100	100	100	100
ASV_6574	100	100	100	100	100	100	21
ASV_6575	92	89	88	88	83	83	38
ASV_6576	100	100	99	99	98	94	94
ASV_6577	92	90	88	88	79	70	57
ASV_6578	100	100	100	100	100	100	100
ASV_6579	100	100	100	100	100	100	76
ASV_6580	100	100	100	100	48	48	48
ASV_6581	53	53	53	53	53	53	53
ASV_6582	16	12	10	0	0	0	0
ASV_6583	98	98	98	98	98	98	98
ASV_6584	98	98	98	98	70	33	33
ASV_6585	74	72	44	30	17	1	1
ASV_6586	100	83	19	18	18	18	18
ASV_6587	44	44	44	44	44	44	36
ASV_6588	3	3	3	3	3	3	3
ASV_6589	100	100	100	96	96	96	6
ASV_6590	92	13	13	13	13	13	13
ASV_6591	100	96	96	96	81	81	79
ASV_6592	100	100	100	100	100	100	100
ASV_6593	93	41	41	41	41	41	41
ASV_6594	100	53	53	53	44	44	44
ASV_6595	83	80	37	23	9	9	8
ASV_6596	100	100	100	73	73	73	73
ASV_6597	77	15	15	15	14	14	14
ASV_6598	95	94	86	86	74	74	74
ASV_6599	100	100	100	100	100	79	74
ASV_6600	84	82	81	81	75	36	25
ASV_6601	100	100	99	99	99	95	62
ASV_6602	100	90	89	89	89	79	75
ASV_6603	15	15	13	13	13	7	7
ASV_6604	100	100	100	100	100	100	100
ASV_6605	49	48	5	3	0	0	0
ASV_6606	99	99	72	71	68	67	46
ASV_6607	100	100	100	100	100	100	68
ASV_6608	100	100	100	100	100	100	57
ASV_6609	100	56	56	56	56	56	56
ASV_6610	100	100	100	98	98	98	98
ASV_6611	100	100	98	98	98	98	74
ASV_6612	100	99	99	98	70	70	70
ASV_6613	97	97	49	46	46	45	45
ASV_6614	100	100	100	100	99	99	99
ASV_6615	10	10	10	10	10	10	10
ASV_6616	71	69	64	64	23	22	22
ASV_6617	100	100	92	92	92	57	45
ASV_6618	87	87	87	87	87	87	31
ASV_6619	100	96	96	96	96	96	90
ASV_6620	86	86	86	86	86	86	46
ASV_6621	56	56	45	45	45	45	45
ASV_6622	93	80	76	69	43	31	26
ASV_6623	100	92	92	92	86	65	34
ASV_6624	98	98	98	98	98	55	55
ASV_6625	99	98	98	98	98	94	56
ASV_6626	100	100	100	77	77	77	77
ASV_6627	68	62	25	11	7	3	3
ASV_6628	100	100	100	100	100	100	100
ASV_6629	100	100	42	30	30	30	30
ASV_6630	100	100	100	100	100	100	100
ASV_6631	53	53	53	53	53	53	53
ASV_6632	99	99	47	47	47	47	47
ASV_6633	100	85	85	85	85	16	16
ASV_6634	91	86	79	79	54	50	41
ASV_6635	100	100	100	100	100	100	100
ASV_6636	88	84	52	31	24	24	24
ASV_6637	100	100	52	52	52	52	52
ASV_6638	33	33	33	33	33	33	33
ASV_6639	100	100	100	100	92	76	65
ASV_6640	3	3	3	3	3	3	3
ASV_6641	100	100	100	100	100	100	100
ASV_6642	100	97	97	97	97	97	96
ASV_6643	100	100	100	100	51	51	51
ASV_6644	13	12	12	11	11	11	11
ASV_6645	100	100	100	100	100	100	100
ASV_6646	100	100	100	100	88	71	47
ASV_6647	100	100	100	100	100	100	100
ASV_6648	99	98	97	97	93	93	92
ASV_6649	70	70	70	70	70	70	70
ASV_6650	89	88	86	86	82	68	39
ASV_6651	100	100	100	100	100	100	97
ASV_6652	78	57	13	13	13	13	13
ASV_6653	100	100	100	100	100	100	100
ASV_6654	100	100	100	100	100	100	97
ASV_6655	100	97	97	97	97	92	73
ASV_6656	92	91	84	74	61	59	43
ASV_6657	100	100	100	100	100	100	99
ASV_6658	100	99	89	89	79	29	29
ASV_6659	70	68	45	38	11	3	3
ASV_6660	100	22	22	22	22	22	22
ASV_6661	100	100	100	100	100	99	80
ASV_6662	100	42	42	42	42	42	42
ASV_6663	42	42	42	42	42	42	42
ASV_6664	65	59	51	50	49	47	47
ASV_6665	100	100	100	100	100	100	75
ASV_6666	100	100	100	100	100	100	100
ASV_6667	100	99	88	87	78	47	47
ASV_6668	99	99	99	99	99	38	24
ASV_6669	100	100	100	100	100	88	88
ASV_6670	100	100	100	100	100	100	100
ASV_6671	95	94	93	89	73	38	38
ASV_6672	96	69	56	31	18	17	17
ASV_6673	100	100	42	42	42	42	42
ASV_6674	100	100	98	98	98	98	74
ASV_6675	91	90	51	35	31	31	31
ASV_6676	100	100	100	100	100	37	37
ASV_6677	100	100	100	96	96	96	19
ASV_6678	100	97	97	97	97	97	95
ASV_6679	43	40	3	3	3	3	3
ASV_6680	100	100	100	100	92	91	63
ASV_6681	100	100	100	100	100	100	100
ASV_6682	99	99	99	99	99	99	64
ASV_6683	100	100	57	57	57	57	57
ASV_6684	100	100	92	92	92	82	79
ASV_6685	98	96	95	95	95	88	45
ASV_6686	100	100	100	100	100	100	100
ASV_6687	100	100	100	100	100	100	100
ASV_6688	96	36	36	34	33	33	33
ASV_6689	100	100	93	93	93	87	26
ASV_6690	71	60	46	46	45	45	39
ASV_6691	0	0	0	0	0	0	0
ASV_6692	100	100	86	86	86	86	86
ASV_6693	100	100	100	100	100	100	100
ASV_6694	24	24	24	24	24	24	24
ASV_6695	89	89	87	52	26	20	20
ASV_6696	82	5	5	4	4	4	4
ASV_6697	85	83	83	83	83	48	35
ASV_6698	99	95	86	73	42	12	2
ASV_6699	100	100	100	99	99	81	80
ASV_6700	100	100	46	46	46	46	46
ASV_6701	100	100	40	40	40	40	40
ASV_6702	0	0	0	0	0	0	0
ASV_6703	98	48	48	48	48	48	48
ASV_6704	100	81	81	81	81	62	61
ASV_6705	83	79	50	40	40	40	34
ASV_6706	100	100	100	100	100	100	17
ASV_6707	100	100	98	95	95	95	95
ASV_6708	100	100	100	100	100	99	99
ASV_6709	75	74	68	38	29	29	19
ASV_6710	100	100	100	100	82	82	82
ASV_6711	100	100	100	100	90	88	81
ASV_6712	30	30	30	23	23	23	23
ASV_6713	99	49	49	49	49	49	45
ASV_6714	49	49	49	49	49	49	49
ASV_6715	100	100	88	88	44	44	44
ASV_6716	59	54	30	30	27	21	9
ASV_6717	76	73	35	30	18	18	6
ASV_6718	98	95	95	95	16	14	13
ASV_6719	100	100	100	100	100	100	71
ASV_6720	99	99	99	99	57	57	57
ASV_6721	98	98	94	76	28	24	23
ASV_6722	90	86	86	86	85	25	25
ASV_6723	97	67	67	67	30	17	17
ASV_6724	100	100	88	88	88	88	88
ASV_6725	100	100	100	100	100	100	87
ASV_6726	100	100	100	100	100	100	100
ASV_6727	99	93	16	16	15	15	15
ASV_6728	100	100	100	100	100	100	100
ASV_6729	100	100	100	100	100	100	100
ASV_6730	98	97	82	79	66	36	33
ASV_6731	44	44	44	44	44	44	44
ASV_6732	100	100	100	100	100	100	99
ASV_6733	100	100	67	67	65	38	29
ASV_6734	100	98	54	41	37	37	37
ASV_6735	100	100	100	100	100	100	97
ASV_6736	99	56	53	49	47	47	47
ASV_6737	100	49	49	43	43	43	43
ASV_6738	100	100	100	100	100	100	100
ASV_6739	100	100	100	100	97	94	88
ASV_6740	100	95	48	48	48	48	48
ASV_6741	100	100	100	55	55	55	54
ASV_6742	99	95	92	73	61	39	39
ASV_6743	100	100	99	99	99	99	74
ASV_6744	55	46	41	41	41	41	41
ASV_6745	100	99	96	96	54	41	41
ASV_6746	100	100	100	100	100	100	55
ASV_6747	100	73	73	52	52	52	52
ASV_6748	100	100	100	100	100	100	67
ASV_6749	100	100	100	100	100	100	100
ASV_6750	100	100	100	100	100	100	100
ASV_6751	100	100	100	100	100	100	100
ASV_6752	100	100	87	87	79	36	36
ASV_6753	100	100	70	70	34	34	34
ASV_6754	100	100	100	100	100	100	59
ASV_6755	100	100	94	94	94	65	44
ASV_6756	73	71	61	38	38	38	19
ASV_6757	100	40	40	40	40	39	39
ASV_6758	100	100	87	87	87	78	71
ASV_6759	89	85	79	78	26	8	5
ASV_6760	100	100	32	32	32	32	32
ASV_6761	29	29	29	29	29	29	29
ASV_6762	100	100	100	100	100	100	54
ASV_6763	100	96	96	96	96	91	91
ASV_6764	76	76	76	76	76	76	62
ASV_6765	100	28	28	28	28	28	28
ASV_6766	100	100	30	30	30	30	29
ASV_6767	100	100	100	100	100	98	33
ASV_6768	100	100	100	100	100	100	100
ASV_6769	82	77	63	48	4	4	0
ASV_6770	100	100	100	100	100	100	62
ASV_6771	81	72	46	28	27	27	27
ASV_6772	93	84	83	67	52	18	18
ASV_6773	100	98	77	58	38	30	12
ASV_6774	95	86	86	86	85	41	41
ASV_6775	100	100	100	100	100	100	100
ASV_6776	94	94	93	93	93	85	81
ASV_6777	100	100	100	100	100	100	100
ASV_6778	22	22	18	5	5	1	1
ASV_6779	100	99	99	99	97	97	97
ASV_6780	84	78	67	43	27	26	9
ASV_6781	99	99	98	98	98	98	39
ASV_6782	12	12	10	4	4	4	4
ASV_6783	100	100	100	100	100	100	100
ASV_6784	100	100	97	97	74	74	27
ASV_6785	100	100	100	100	100	63	63
ASV_6786	73	55	29	29	28	28	28
ASV_6787	100	100	100	100	100	100	40
ASV_6788	100	90	63	63	63	54	13
ASV_6789	4	4	3	2	2	2	2
ASV_6790	99	99	99	97	97	96	74
ASV_6791	100	100	100	100	100	100	100
ASV_6792	100	100	48	40	40	40	40
ASV_6793	100	100	100	100	100	100	42
ASV_6794	100	100	100	100	100	99	99
ASV_6795	100	100	96	96	94	74	73
ASV_6796	100	100	100	100	100	91	91
ASV_6797	99	99	99	99	95	69	69
ASV_6798	94	93	88	88	87	87	87
ASV_6799	100	56	56	56	56	56	56
ASV_6800	92	42	42	42	42	42	42
ASV_6801	90	86	75	53	40	38	22
ASV_6802	100	99	92	92	91	40	40
ASV_6803	100	100	100	100	100	100	91
ASV_6804	49	49	49	49	49	49	45
ASV_6805	100	100	100	100	100	100	91
ASV_6806	100	29	29	20	17	17	17
ASV_6807	100	98	94	80	73	57	57
ASV_6808	100	100	100	100	100	100	100
ASV_6809	25	25	25	21	21	21	21
ASV_6810	98	96	81	11	11	10	10
ASV_6811	100	64	64	64	64	28	28
ASV_6812	100	100	100	100	100	100	100
ASV_6813	100	100	100	100	100	98	98
ASV_6814	100	100	100	100	100	100	79
ASV_6815	62	38	24	24	24	24	24
ASV_6816	75	70	45	31	10	10	10
ASV_6817	100	100	100	100	100	99	87
ASV_6818	100	100	100	100	100	100	54
ASV_6819	99	98	77	77	69	34	34
ASV_6820	100	100	100	100	100	100	77
ASV_6821	100	100	100	100	100	100	100
ASV_6822	88	84	80	80	80	80	37
ASV_6823	92	90	90	90	90	86	86
ASV_6824	100	100	100	100	100	96	96
ASV_6825	100	89	89	87	85	41	7
ASV_6826	98	97	96	96	87	86	62
ASV_6827	100	100	100	100	100	100	99
ASV_6828	100	100	100	100	100	100	100
ASV_6829	100	100	100	100	50	50	50
ASV_6830	100	100	100	98	98	94	94
ASV_6831	91	90	27	24	24	24	24
ASV_6832	100	100	100	100	100	100	99
ASV_6833	100	100	100	100	100	100	70
ASV_6834	100	100	100	100	100	100	100
ASV_6835	99	52	52	52	52	52	52
ASV_6836	100	100	100	100	100	100	100
ASV_6837	100	100	100	39	39	39	39
ASV_6838	100	100	18	18	18	18	18
ASV_6839	100	100	100	100	99	98	89
ASV_6840	100	97	97	97	97	97	96
ASV_6841	82	79	33	10	8	3	3
ASV_6842	64	49	34	34	33	33	32
ASV_6843	85	46	45	43	31	31	31
ASV_6844	100	100	100	98	95	95	95
ASV_6845	100	100	100	100	100	100	100
ASV_6846	95	95	95	95	90	90	87
ASV_6847	14	14	13	11	11	11	11
ASV_6848	100	100	100	100	70	70	69
ASV_6849	92	92	42	42	42	42	42
ASV_6850	100	100	100	100	100	100	100
ASV_6851	100	100	100	100	100	100	67
ASV_6852	100	99	99	97	97	58	58
ASV_6853	21	16	15	2	2	1	1
ASV_6854	100	93	56	41	39	39	39
ASV_6855	100	100	100	96	94	78	44
ASV_6856	100	100	100	100	100	100	97
ASV_6857	100	100	100	100	100	100	100
ASV_6858	50	50	50	50	50	50	38
ASV_6859	100	100	100	100	100	100	50
ASV_6860	90	90	88	88	88	87	66
ASV_6861	96	96	94	83	83	78	75
ASV_6862	100	100	100	100	100	99	99
ASV_6863	100	100	100	100	100	100	100
ASV_6864	100	100	100	100	100	100	100
ASV_6865	100	100	100	100	100	100	87
ASV_6866	100	100	100	100	100	95	43
ASV_6867	17	13	11	10	10	9	9
ASV_6868	100	100	100	100	100	100	100
ASV_6869	95	94	68	64	37	36	36
ASV_6870	100	100	100	100	100	100	71
ASV_6871	85	85	85	85	85	85	55
ASV_6872	100	100	100	99	99	99	97
ASV_6873	0	0	0	0	0	0	0
ASV_6874	100	100	45	45	45	45	45
ASV_6875	48	48	48	41	41	41	41
ASV_6876	40	40	40	40	40	40	40
ASV_6877	100	96	96	96	95	95	81
ASV_6878	100	100	100	100	100	37	37
ASV_6879	100	100	100	100	99	99	99
ASV_6880	98	98	98	98	98	98	98
ASV_6881	100	100	100	100	100	87	86
ASV_6882	36	36	36	36	36	36	36
ASV_6883	96	94	21	21	20	20	20
ASV_6884	100	100	99	99	99	99	99
ASV_6885	33	33	33	33	33	33	33
ASV_6886	100	100	100	100	100	100	98
ASV_6887	68	55	38	38	37	37	28
ASV_6888	100	53	53	52	52	52	52
ASV_6889	100	100	100	100	100	100	99
ASV_6890	100	100	100	100	100	100	98
ASV_6891	100	100	100	100	100	100	100
ASV_6892	100	100	100	100	98	98	96
ASV_6893	100	98	98	98	98	98	95
ASV_6894	100	100	100	100	100	100	87
ASV_6895	100	100	100	45	45	38	38
ASV_6896	100	100	100	100	100	100	100
ASV_6897	100	36	23	23	23	23	23
ASV_6898	81	81	62	62	62	48	42
ASV_6899	100	100	95	95	95	61	30
ASV_6900	100	100	100	53	53	53	53
ASV_6901	100	100	100	100	100	100	100
ASV_6902	87	87	75	75	75	42	42
ASV_6903	50	44	32	32	10	10	3
ASV_6904	49	49	49	49	49	49	49
ASV_6905	99	99	99	75	75	71	71
ASV_6906	94	94	94	94	76	76	72
ASV_6907	100	100	100	100	98	93	45
ASV_6908	100	95	95	95	55	55	55
ASV_6909	100	100	100	100	100	100	85
ASV_6910	100	100	100	100	100	61	61
ASV_6911	100	100	100	100	100	100	100
