	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_13897	100	85	85	85	61	28	28
ASV_13898	100	61	61	61	58	50	49
ASV_13899	87	87	86	86	86	78	55
ASV_13900	100	100	100	95	94	94	37
ASV_13901	100	100	100	100	100	100	98
ASV_13902	100	100	100	100	100	100	100
ASV_13903	100	100	100	100	100	100	100
ASV_13904	100	100	100	100	100	100	100
ASV_13905	99	99	99	99	99	98	98
ASV_13906	88	87	28	11	11	9	5
ASV_13907	100	100	100	99	95	95	95
ASV_13908	81	76	61	61	9	9	7
ASV_13909	96	96	16	16	16	16	16
ASV_13910	100	100	100	100	96	96	88
ASV_13911	60	60	60	60	60	54	47
ASV_13912	81	75	46	40	17	12	4
ASV_13913	100	100	100	80	80	80	80
ASV_13914	100	100	100	100	100	100	100
ASV_13915	41	41	41	41	41	41	41
ASV_13916	20	20	20	15	15	15	15
ASV_13917	100	100	100	100	100	99	99
ASV_13918	54	49	5	2	2	2	2
ASV_13919	86	84	80	80	70	65	39
ASV_13920	53	53	53	53	53	53	53
ASV_13921	100	69	69	51	51	23	23
ASV_13922	100	61	56	24	24	24	24
ASV_13923	98	98	95	95	51	50	50
ASV_13924	100	100	100	100	53	38	37
ASV_13925	100	100	100	100	100	100	100
ASV_13926	94	91	89	88	68	43	43
ASV_13927	100	100	100	100	100	100	100
ASV_13928	100	100	100	100	100	100	100
ASV_13929	91	90	82	43	28	27	18
ASV_13930	50	50	50	50	50	50	50
ASV_13931	91	89	84	45	44	44	44
ASV_13932	19	19	19	19	19	19	19
ASV_13933	100	100	100	100	100	100	100
ASV_13934	100	100	57	57	57	57	57
ASV_13935	98	64	42	26	17	17	17
ASV_13936	98	94	87	86	85	85	85
ASV_13937	100	100	68	68	68	68	62
ASV_13938	50	50	50	50	50	50	50
ASV_13939	99	99	48	43	39	33	21
ASV_13940	99	94	91	90	86	84	84
ASV_13941	100	44	44	44	44	44	44
ASV_13942	90	89	79	79	57	13	13
ASV_13943	100	46	46	46	46	46	46
ASV_13944	100	100	100	100	90	90	90
ASV_13945	100	100	100	100	100	100	79
ASV_13946	100	100	100	100	62	62	52
ASV_13947	100	13	13	13	11	11	11
ASV_13948	100	100	100	100	100	100	68
ASV_13949	82	82	77	72	72	68	68
ASV_13950	97	97	97	97	97	97	97
ASV_13951	94	91	50	44	39	30	22
ASV_13952	99	97	13	11	11	11	11
ASV_13953	100	100	100	100	100	100	100
ASV_13954	100	100	79	79	70	27	27
ASV_13955	100	100	100	98	98	95	22
ASV_13956	100	100	100	100	82	82	10
ASV_13957	86	27	27	27	27	27	27
ASV_13958	99	99	99	99	94	94	91
ASV_13959	100	100	100	100	100	100	67
ASV_13960	64	57	14	11	11	11	11
ASV_13961	100	100	100	100	100	100	71
ASV_13962	100	100	100	100	100	100	99
ASV_13963	73	15	15	13	12	12	12
ASV_13964	100	100	100	100	100	99	99
ASV_13965	100	100	100	100	100	100	97
ASV_13966	80	74	68	68	68	68	30
ASV_13967	99	42	42	42	42	42	40
ASV_13968	100	100	100	100	100	100	100
ASV_13969	100	100	100	100	100	100	97
ASV_13970	75	70	54	54	52	51	12
ASV_13971	100	100	100	100	100	100	100
ASV_13972	100	100	100	100	100	100	97
ASV_13973	100	100	99	99	99	99	99
ASV_13974	100	100	100	100	100	100	82
ASV_13975	100	100	100	100	100	99	73
ASV_13976	100	57	57	57	57	57	57
ASV_13977	100	99	99	99	94	92	87
ASV_13978	100	100	100	100	78	78	28
ASV_13979	33	33	33	33	33	33	33
ASV_13980	30	30	30	29	29	29	29
ASV_13981	100	100	100	100	100	100	90
ASV_13982	68	66	21	6	6	6	6
ASV_13983	97	53	53	52	51	48	48
ASV_13984	100	100	93	93	78	78	57
ASV_13985	100	100	100	100	100	100	50
ASV_13986	100	97	97	94	94	94	43
ASV_13987	100	100	100	100	100	100	100
ASV_13988	72	63	51	51	50	50	44
ASV_13989	100	100	100	100	100	18	17
ASV_13990	100	100	100	100	100	100	100
ASV_13991	97	97	90	79	62	52	43
ASV_13992	100	100	100	100	100	100	96
ASV_13993	89	80	39	32	15	14	12
ASV_13994	100	100	100	100	100	100	99
ASV_13995	100	100	30	30	25	25	25
ASV_13996	20	20	20	20	20	20	20
ASV_13997	99	99	99	99	78	10	10
ASV_13998	100	100	100	100	100	100	100
ASV_13999	100	55	55	55	55	55	52
ASV_14000	99	98	96	93	86	37	33
ASV_14001	79	57	42	40	40	40	40
ASV_14002	100	100	100	83	83	82	64
ASV_14003	0	0	0	0	0	0	0
ASV_14004	100	100	50	50	50	50	50
ASV_14005	100	100	100	100	100	100	100
ASV_14006	98	98	20	20	20	20	20
ASV_14007	100	100	100	100	100	100	100
ASV_14008	100	100	100	100	100	100	100
ASV_14009	100	100	100	100	100	99	99
ASV_14010	99	96	96	95	13	12	10
ASV_14011	92	88	48	13	10	9	9
ASV_14012	100	98	98	98	97	97	42
ASV_14013	73	70	68	68	31	22	22
ASV_14014	100	96	94	94	81	21	21
ASV_14015	100	100	100	100	100	100	100
ASV_14016	100	100	100	100	100	100	100
ASV_14017	100	100	100	100	100	100	100
ASV_14018	100	99	99	99	99	99	99
ASV_14019	94	91	15	15	14	14	14
ASV_14020	100	100	100	100	100	100	100
ASV_14021	60	60	60	60	60	60	60
ASV_14022	100	100	100	100	100	100	100
ASV_14023	100	100	100	100	100	99	97
ASV_14024	100	99	99	99	97	90	50
ASV_14025	100	100	100	100	100	100	100
ASV_14026	82	82	71	59	38	38	36
ASV_14027	100	100	100	100	100	100	100
ASV_14028	100	100	100	100	100	99	96
ASV_14029	100	100	100	100	88	88	86
ASV_14030	99	99	98	98	98	98	98
ASV_14031	100	100	100	100	76	76	75
ASV_14032	100	100	100	100	100	100	100
ASV_14033	63	42	6	0	0	0	0
ASV_14034	53	0	0	0	0	0	0
ASV_14035	100	45	45	45	45	45	45
ASV_14036	100	100	100	100	100	100	69
ASV_14037	50	46	0	0	0	0	0
ASV_14038	100	96	94	94	73	72	72
ASV_14039	15	12	11	2	2	0	0
ASV_14040	89	87	57	48	48	48	48
ASV_14041	6	6	6	6	6	6	6
ASV_14042	100	100	50	50	50	50	49
ASV_14043	97	97	97	97	97	96	84
ASV_14044	51	46	39	6	6	1	1
ASV_14045	79	78	74	29	16	9	9
ASV_14046	100	100	100	100	100	100	100
ASV_14047	100	100	100	100	100	100	100
ASV_14048	100	100	100	100	100	100	100
ASV_14049	85	65	64	64	9	8	8
ASV_14050	100	100	100	100	100	100	100
ASV_14051	100	100	100	100	100	100	96
ASV_14052	100	100	92	92	92	92	56
ASV_14053	59	43	16	16	8	7	6
ASV_14054	100	100	100	100	100	100	100
ASV_14055	100	94	94	94	94	94	86
ASV_14056	57	55	50	50	50	49	32
ASV_14057	100	100	100	100	100	100	99
ASV_14058	21	21	21	21	21	21	21
ASV_14059	100	100	56	56	56	56	56
ASV_14060	100	100	100	100	100	100	100
ASV_14061	100	49	49	48	48	48	48
ASV_14062	99	99	99	99	99	99	99
ASV_14063	99	96	92	91	82	82	82
ASV_14064	98	51	45	45	44	42	42
ASV_14065	88	85	73	51	13	7	3
ASV_14066	100	100	100	100	100	100	92
ASV_14067	100	100	100	100	100	100	99
ASV_14068	93	86	85	84	84	39	24
ASV_14069	100	100	100	100	100	100	100
ASV_14070	100	100	100	100	100	59	42
ASV_14071	18	16	11	4	4	3	3
ASV_14072	52	52	52	52	52	52	52
ASV_14073	99	99	97	95	95	84	84
ASV_14074	100	100	100	100	100	100	99
ASV_14075	29	26	19	13	13	13	13
ASV_14076	100	100	100	100	97	97	97
ASV_14077	100	100	100	100	100	100	94
ASV_14078	100	100	100	100	100	100	71
ASV_14079	85	83	27	25	12	12	3
ASV_14080	100	100	100	100	100	97	51
ASV_14081	13	13	10	8	7	7	7
ASV_14082	70	57	39	39	37	37	29
ASV_14083	100	100	100	63	63	63	46
ASV_14084	100	100	100	100	100	100	100
ASV_14085	100	100	100	100	100	100	100
ASV_14086	100	90	90	90	90	77	77
ASV_14087	19	18	18	12	12	10	10
ASV_14088	36	35	23	4	4	0	0
ASV_14089	90	88	44	19	6	6	0
ASV_14090	99	93	74	74	57	27	15
ASV_14091	100	100	100	99	99	99	99
ASV_14092	100	100	100	100	100	100	76
ASV_14093	100	100	100	100	100	100	100
ASV_14094	100	100	100	100	100	82	82
ASV_14095	100	100	100	100	98	98	82
ASV_14096	100	100	100	78	78	77	30
ASV_14097	100	100	100	98	98	98	98
ASV_14098	100	100	100	96	96	96	95
ASV_14099	100	100	100	96	96	96	36
ASV_14100	100	100	100	100	100	100	100
ASV_14101	100	100	100	100	100	100	100
ASV_14102	100	100	100	73	73	73	73
ASV_14103	100	100	100	99	99	99	99
ASV_14104	58	58	58	58	58	58	58
ASV_14105	100	100	100	100	100	100	99
ASV_14106	100	100	100	100	100	100	44
ASV_14107	100	100	100	100	99	99	60
ASV_14108	99	78	77	76	74	29	26
ASV_14109	100	100	100	100	74	13	13
ASV_14110	95	51	51	50	49	49	49
ASV_14111	100	49	49	49	49	49	49
ASV_14112	63	58	39	22	10	8	8
ASV_14113	100	100	100	100	100	100	100
ASV_14114	83	83	83	83	83	77	55
ASV_14115	100	100	99	99	31	24	24
ASV_14116	100	99	99	99	99	89	41
ASV_14117	100	100	100	100	98	96	43
ASV_14118	35	35	35	35	35	35	35
ASV_14119	100	54	54	46	46	46	41
ASV_14120	62	52	38	38	38	38	30
ASV_14121	96	68	66	61	18	18	18
ASV_14122	100	91	91	89	67	43	39
ASV_14123	0	0	0	0	0	0	0
ASV_14124	4	4	4	4	4	4	4
ASV_14125	52	52	52	52	52	52	50
ASV_14126	100	100	100	100	100	100	100
ASV_14127	100	100	100	100	100	100	100
ASV_14128	54	48	1	1	1	1	1
ASV_14129	97	70	49	36	36	33	33
ASV_14130	94	91	17	14	14	14	14
ASV_14131	100	100	100	100	100	100	100
ASV_14132	99	92	90	87	81	81	80
ASV_14133	98	98	95	58	58	35	35
ASV_14134	100	100	91	91	91	91	80
ASV_14135	100	100	100	100	100	100	100
ASV_14136	95	95	94	88	59	59	59
ASV_14137	100	100	100	100	100	100	100
ASV_14138	60	60	60	60	60	60	60
ASV_14139	100	100	100	100	100	100	77
ASV_14140	88	85	67	51	44	30	30
ASV_14141	59	59	59	59	59	59	59
ASV_14142	52	52	52	52	52	52	45
ASV_14143	94	15	14	7	7	7	7
ASV_14144	68	68	68	67	67	65	24
ASV_14145	100	100	100	100	100	100	100
ASV_14146	63	62	39	30	29	29	29
ASV_14147	100	100	100	78	78	78	78
ASV_14148	79	78	71	53	12	12	6
ASV_14149	100	44	44	44	44	44	43
ASV_14150	92	91	89	89	88	79	29
ASV_14151	100	81	81	81	81	81	71
ASV_14152	100	100	99	98	98	98	75
ASV_14153	77	74	74	74	74	34	24
ASV_14154	100	96	96	96	65	64	64
ASV_14155	100	100	100	99	99	99	99
ASV_14156	93	93	93	93	88	79	75
ASV_14157	100	100	100	100	62	56	56
ASV_14158	88	75	66	65	60	33	28
ASV_14159	100	100	100	100	100	100	100
ASV_14160	96	41	41	41	41	41	41
ASV_14161	100	100	100	100	100	100	74
ASV_14162	100	100	100	100	100	100	100
ASV_14163	68	63	47	47	39	35	15
ASV_14164	100	100	100	100	100	97	97
ASV_14165	53	53	53	53	53	53	53
ASV_14166	100	100	100	100	100	100	93
ASV_14167	93	83	72	70	52	51	17
ASV_14168	99	99	98	98	91	81	75
ASV_14169	100	100	100	100	100	96	96
ASV_14170	100	100	100	100	100	100	100
ASV_14171	100	100	57	57	57	57	36
ASV_14172	100	100	100	100	100	100	99
ASV_14173	100	100	100	100	100	100	100
ASV_14174	95	95	70	70	70	65	21
ASV_14175	100	100	100	100	100	100	100
ASV_14176	14	14	14	8	8	8	8
ASV_14177	100	100	100	100	100	100	66
ASV_14178	36	36	36	36	36	36	36
ASV_14179	100	99	99	99	99	59	59
ASV_14180	44	44	44	44	44	44	43
ASV_14181	74	67	67	67	66	22	14
ASV_14182	94	93	90	64	52	10	6
ASV_14183	96	96	96	96	95	93	93
ASV_14184	19	19	19	19	19	19	19
ASV_14185	100	47	47	47	47	47	47
ASV_14186	100	100	100	100	100	97	93
ASV_14187	100	100	100	100	91	87	87
ASV_14188	85	82	75	40	40	36	36
ASV_14189	100	100	100	100	96	89	41
ASV_14190	100	100	100	100	100	98	24
ASV_14191	100	100	91	91	91	91	79
ASV_14192	50	50	50	50	50	50	50
ASV_14193	100	98	98	98	98	98	58
ASV_14194	100	100	100	100	100	100	54
ASV_14195	98	96	96	96	96	94	29
ASV_14196	100	100	100	100	100	100	99
ASV_14197	100	100	100	100	100	94	94
ASV_14198	98	97	95	92	90	90	90
ASV_14199	100	100	100	100	100	100	33
ASV_14200	100	45	45	45	45	45	29
ASV_14201	100	100	100	100	100	100	98
ASV_14202	38	38	38	38	38	38	38
ASV_14203	100	29	29	26	26	26	26
ASV_14204	100	19	19	19	19	19	19
ASV_14205	100	100	56	56	56	56	56
ASV_14206	100	99	79	79	71	63	52
ASV_14207	28	16	15	0	0	0	0
ASV_14208	100	100	100	100	100	100	98
ASV_14209	100	100	100	100	100	100	65
ASV_14210	54	54	54	54	54	54	35
ASV_14211	94	94	13	13	13	13	13
ASV_14212	89	55	52	50	35	34	34
ASV_14213	99	99	99	99	87	40	36
ASV_14214	79	70	21	0	0	0	0
ASV_14215	31	18	15	2	2	0	0
ASV_14216	100	96	96	96	96	87	39
ASV_14217	30	27	23	11	11	4	4
ASV_14218	100	100	100	100	100	100	100
ASV_14219	100	100	100	100	100	100	84
ASV_14220	9	8	8	6	6	6	6
ASV_14221	97	35	35	35	35	35	35
ASV_14222	100	100	100	100	100	100	95
ASV_14223	51	51	51	51	51	49	42
ASV_14224	45	45	45	45	45	45	45
ASV_14225	99	99	99	99	99	99	62
ASV_14226	83	77	72	68	68	60	59
ASV_14227	29	29	29	29	29	29	29
ASV_14228	89	88	79	77	65	36	13
ASV_14229	100	100	100	100	100	100	100
ASV_14230	77	77	74	74	17	15	15
ASV_14231	100	100	100	100	100	100	100
ASV_14232	23	23	18	11	11	11	11
ASV_14233	100	88	88	86	86	47	47
ASV_14234	45	45	45	45	45	33	24
ASV_14235	45	45	45	45	45	45	45
ASV_14236	100	100	100	100	100	100	100
ASV_14237	78	71	67	65	7	6	6
ASV_14238	100	100	100	100	100	61	61
ASV_14239	100	100	100	100	99	85	57
ASV_14240	100	83	83	83	83	83	41
ASV_14241	100	100	100	100	100	100	100
ASV_14242	100	100	29	29	29	29	29
ASV_14243	100	100	100	100	100	100	79
ASV_14244	98	98	39	39	39	39	39
ASV_14245	100	100	100	100	53	53	53
ASV_14246	100	57	57	57	57	57	57
ASV_14247	85	79	78	61	55	55	55
ASV_14248	93	57	57	56	56	43	43
ASV_14249	0	0	0	0	0	0	0
ASV_14250	100	100	54	54	54	54	54
ASV_14251	100	100	100	100	100	100	97
ASV_14252	100	100	100	100	100	100	98
ASV_14253	56	48	1	1	1	1	1
ASV_14254	98	91	66	54	36	28	27
ASV_14255	100	100	100	54	54	54	53
ASV_14256	100	100	100	100	100	100	100
ASV_14257	60	60	60	60	60	60	60
ASV_14258	43	35	0	0	0	0	0
ASV_14259	99	98	98	98	98	45	45
ASV_14260	100	100	100	100	100	100	96
ASV_14261	100	100	100	100	100	100	100
ASV_14262	100	100	100	100	100	74	41
ASV_14263	100	100	47	40	40	40	40
ASV_14264	100	100	100	100	100	100	100
ASV_14265	100	100	100	100	100	100	100
ASV_14266	100	25	24	24	24	24	24
ASV_14267	100	100	100	98	83	83	73
ASV_14268	46	46	46	46	46	46	46
ASV_14269	100	100	100	100	92	92	92
ASV_14270	93	36	36	36	36	36	34
ASV_14271	35	35	35	35	35	23	23
ASV_14272	100	11	11	7	7	7	7
ASV_14273	86	85	74	59	57	57	57
ASV_14274	100	99	89	89	88	87	52
ASV_14275	82	81	80	80	80	80	24
ASV_14276	61	60	49	48	12	7	7
ASV_14277	100	100	100	100	100	99	60
ASV_14278	100	17	17	13	13	13	13
ASV_14279	100	100	100	100	100	100	100
ASV_14280	100	100	100	100	100	100	100
ASV_14281	100	50	50	50	50	50	50
ASV_14282	100	100	100	100	100	96	84
ASV_14283	100	99	99	99	99	99	44
ASV_14284	77	74	60	57	57	57	57
ASV_14285	100	100	100	100	100	100	98
ASV_14286	80	78	52	36	21	13	9
ASV_14287	100	100	96	94	94	94	94
ASV_14288	50	50	50	50	50	50	50
ASV_14289	27	27	27	27	27	24	24
ASV_14290	92	92	91	90	19	19	19
ASV_14291	100	100	100	100	98	98	24
ASV_14292	87	87	70	24	24	24	24
ASV_14293	93	92	89	89	89	88	84
ASV_14294	54	45	18	2	0	0	0
ASV_14295	100	100	100	100	100	100	100
ASV_14296	100	100	100	100	100	100	90
ASV_14297	100	100	94	94	91	36	36
ASV_14298	100	100	100	100	100	100	100
ASV_14299	100	100	100	100	100	100	73
ASV_14300	100	100	100	100	100	100	82
ASV_14301	100	100	100	100	100	100	96
ASV_14302	44	44	44	44	44	44	41
ASV_14303	93	30	17	16	16	16	16
ASV_14304	100	100	100	100	100	90	79
ASV_14305	87	86	78	74	61	61	61
ASV_14306	56	43	28	28	28	28	24
ASV_14307	99	99	94	94	94	94	68
ASV_14308	100	100	100	99	99	99	99
ASV_14309	99	98	86	86	86	86	28
ASV_14310	100	100	100	100	100	100	100
ASV_14311	0	0	0	0	0	0	0
ASV_14312	100	100	100	100	100	99	89
ASV_14313	100	100	100	100	100	100	48
ASV_14314	93	85	77	77	43	32	4
ASV_14315	100	100	98	98	95	92	92
ASV_14316	100	99	99	99	99	99	99
ASV_14317	95	93	90	90	68	46	38
ASV_14318	82	77	67	63	22	3	3
ASV_14319	100	100	98	98	91	91	91
ASV_14320	96	96	94	30	30	22	3
ASV_14321	49	49	49	49	49	49	49
ASV_14322	100	100	22	22	22	22	22
ASV_14323	100	100	100	100	21	21	16
ASV_14324	100	99	45	45	45	45	42
ASV_14325	100	100	100	100	95	90	69
ASV_14326	2	2	2	2	2	2	2
ASV_14327	100	100	100	100	100	100	80
ASV_14328	100	100	86	86	86	6	6
ASV_14329	100	99	42	42	42	42	42
ASV_14330	41	21	21	21	21	21	21
ASV_14331	100	100	100	100	100	99	93
ASV_14332	100	100	100	100	100	99	99
ASV_14333	100	100	100	100	100	100	100
ASV_14334	62	49	25	25	24	24	22
ASV_14335	98	97	97	97	97	95	95
ASV_14336	4	4	4	3	3	3	3
ASV_14337	54	54	54	54	54	54	54
ASV_14338	100	100	100	92	92	92	92
ASV_14339	93	14	14	14	14	14	14
ASV_14340	100	54	54	54	54	54	54
ASV_14341	100	43	41	40	39	39	39
ASV_14342	100	100	100	100	100	100	99
ASV_14343	99	76	76	75	74	74	14
ASV_14344	44	44	44	44	44	44	44
ASV_14345	100	100	99	99	95	94	61
ASV_14346	92	91	85	84	22	12	12
ASV_14347	98	97	96	96	96	96	72
ASV_14348	99	99	74	73	41	38	14
ASV_14349	100	97	24	24	24	24	24
ASV_14350	93	90	88	88	88	88	88
ASV_14351	100	100	100	100	100	100	86
ASV_14352	100	100	100	100	100	100	100
ASV_14353	100	100	54	54	54	54	54
ASV_14354	99	99	83	83	75	37	36
ASV_14355	0	0	0	0	0	0	0
ASV_14356	98	92	92	92	91	53	53
ASV_14357	100	100	100	100	99	99	99
ASV_14358	100	95	95	95	80	64	39
ASV_14359	70	70	70	70	70	70	70
ASV_14360	100	100	100	100	100	75	53
ASV_14361	100	100	100	100	100	100	100
ASV_14362	99	99	99	99	97	97	58
ASV_14363	99	99	99	99	50	50	45
ASV_14364	100	100	100	100	94	94	63
ASV_14365	100	100	100	100	100	100	99
ASV_14366	100	100	100	100	100	100	100
ASV_14367	100	100	100	100	100	100	100
ASV_14368	100	89	89	89	89	82	54
ASV_14369	93	85	84	76	76	75	40
ASV_14370	100	100	100	100	95	61	61
ASV_14371	100	100	100	100	100	100	100
ASV_14372	97	95	95	95	95	93	92
ASV_14373	0	0	0	0	0	0	0
ASV_14374	98	98	98	97	97	94	89
ASV_14375	100	100	100	99	99	99	98
ASV_14376	100	37	37	37	28	28	28
ASV_14377	28	28	28	28	28	26	26
ASV_14378	100	100	100	100	95	95	80
ASV_14379	95	93	93	90	83	83	83
ASV_14380	100	100	100	100	100	99	47
ASV_14381	100	47	47	47	47	47	47
ASV_14382	100	100	100	100	100	100	100
ASV_14383	100	100	100	100	100	100	91
ASV_14384	100	100	100	100	100	100	73
ASV_14385	100	100	100	91	82	75	38
ASV_14386	100	100	33	33	33	33	33
ASV_14387	99	99	97	97	92	78	77
ASV_14388	100	100	54	54	54	54	54
ASV_14389	94	92	92	90	90	88	71
ASV_14390	100	100	100	100	100	100	100
ASV_14391	100	88	29	29	29	29	29
ASV_14392	100	100	100	50	50	50	50
ASV_14393	100	100	100	100	100	100	99
ASV_14394	99	99	71	70	68	68	20
ASV_14395	100	100	100	99	59	59	59
ASV_14396	100	100	100	100	100	100	100
ASV_14397	100	87	87	87	87	87	51
ASV_14398	100	100	100	100	100	100	85
ASV_14399	14	14	7	4	4	4	4
ASV_14400	99	99	96	96	96	96	96
ASV_14401	86	80	30	3	3	1	1
ASV_14402	97	95	95	70	57	55	55
ASV_14403	38	37	21	10	9	8	8
ASV_14404	87	87	84	84	84	79	38
ASV_14405	100	100	100	100	100	100	70
ASV_14406	100	100	100	95	95	55	52
ASV_14407	100	99	99	99	99	98	97
ASV_14408	17	17	17	8	8	8	8
ASV_14409	100	90	90	90	82	33	32
ASV_14410	100	100	100	100	84	82	55
ASV_14411	100	100	100	100	100	100	100
ASV_14412	40	32	3	1	0	0	0
ASV_14413	100	100	98	98	98	98	63
ASV_14414	99	57	57	57	57	57	57
ASV_14415	85	84	64	55	55	17	14
ASV_14416	88	85	76	72	72	51	37
ASV_14417	97	97	91	83	83	83	42
ASV_14418	100	88	18	18	18	18	18
ASV_14419	100	64	64	64	64	37	37
ASV_14420	100	100	100	100	100	100	100
ASV_14421	74	64	59	59	21	21	11
ASV_14422	52	52	52	52	52	52	50
ASV_14423	100	100	100	100	100	100	100
ASV_14424	100	100	100	100	45	45	38
ASV_14425	100	100	100	78	26	26	26
ASV_14426	100	100	100	100	100	100	95
ASV_14427	100	100	100	100	100	100	100
ASV_14428	100	100	67	67	29	29	29
ASV_14429	100	100	100	100	100	100	100
ASV_14430	72	69	58	57	36	31	31
ASV_14431	1	1	1	1	1	1	1
ASV_14432	100	100	100	100	99	90	90
ASV_14433	56	56	56	56	56	51	39
ASV_14434	100	100	100	100	100	100	100
ASV_14435	100	100	100	100	100	49	49
ASV_14436	100	100	100	100	100	100	89
ASV_14437	97	95	73	41	31	13	13
ASV_14438	100	100	100	100	100	100	92
ASV_14439	100	100	100	100	92	74	59
ASV_14440	100	100	100	100	100	100	100
ASV_14441	100	100	100	100	100	100	79
ASV_14442	100	100	100	100	100	100	67
ASV_14443	100	100	100	94	94	64	50
ASV_14444	100	100	100	100	100	100	100
ASV_14445	78	76	54	54	40	19	19
ASV_14446	84	82	78	27	16	12	12
ASV_14447	99	99	49	49	43	42	38
ASV_14448	100	81	81	81	80	52	38
ASV_14449	100	100	100	100	100	100	100
ASV_14450	69	41	18	18	18	18	18
ASV_14451	99	97	81	80	54	54	54
ASV_14452	100	46	46	23	23	23	23
ASV_14453	100	100	100	99	99	97	70
ASV_14454	93	93	93	62	61	57	29
ASV_14455	100	100	100	100	100	100	100
ASV_14456	100	100	100	100	100	100	100
ASV_14457	100	64	64	64	64	41	41
ASV_14458	100	100	100	46	46	46	46
ASV_14459	11	11	11	11	11	11	11
ASV_14460	100	100	95	95	95	66	66
ASV_14461	99	90	90	87	63	63	63
ASV_14462	99	98	86	86	72	55	14
ASV_14463	100	100	51	51	51	51	51
ASV_14464	100	100	100	53	53	53	53
ASV_14465	72	62	56	56	40	40	40
ASV_14466	100	100	100	100	99	97	92
ASV_14467	100	100	100	100	100	36	36
ASV_14468	96	96	89	89	31	31	31
ASV_14469	45	45	45	45	45	45	45
ASV_14470	100	100	100	100	97	97	97
ASV_14471	100	100	100	100	100	100	99
ASV_14472	100	100	100	100	100	88	87
ASV_14473	99	49	49	48	48	48	48
ASV_14474	100	100	100	100	83	81	75
ASV_14475	76	64	52	28	12	12	12
ASV_14476	79	72	63	63	63	61	7
ASV_14477	75	75	75	73	61	31	31
ASV_14478	17	16	15	0	0	0	0
ASV_14479	100	100	42	41	41	41	41
ASV_14480	98	98	95	92	92	92	79
ASV_14481	95	83	63	14	14	9	9
ASV_14482	100	100	100	100	93	93	93
ASV_14483	100	100	53	53	53	53	53
ASV_14484	97	86	57	57	57	57	56
ASV_14485	96	96	75	60	55	45	26
ASV_14486	92	90	70	67	47	47	27
ASV_14487	1	1	1	1	1	1	1
ASV_14488	100	87	87	83	66	26	26
ASV_14489	87	58	41	13	10	10	10
ASV_14490	99	99	48	48	48	48	48
ASV_14491	100	84	63	54	54	54	54
ASV_14492	57	57	57	57	48	38	38
ASV_14493	100	100	96	49	49	49	49
ASV_14494	100	100	100	100	100	74	61
ASV_14495	100	86	86	85	85	85	18
ASV_14496	69	57	40	40	35	35	27
ASV_14497	100	99	98	90	71	70	70
ASV_14498	100	53	53	53	53	53	53
ASV_14499	100	100	100	100	100	100	100
ASV_14500	96	23	23	23	23	13	13
ASV_14501	100	100	100	97	97	95	52
ASV_14502	47	47	47	47	47	47	47
ASV_14503	100	100	100	100	100	100	56
ASV_14504	100	100	99	99	99	99	61
ASV_14505	75	75	75	75	75	65	44
ASV_14506	64	64	42	42	42	42	42
ASV_14507	87	86	86	86	86	59	56
ASV_14508	99	95	95	95	95	66	66
ASV_14509	100	100	100	100	100	100	100
ASV_14510	48	48	48	48	48	48	48
ASV_14511	100	100	100	100	100	100	45
ASV_14512	100	100	100	100	100	100	73
ASV_14513	72	68	53	36	36	18	18
ASV_14514	88	18	18	18	18	18	18
ASV_14515	100	100	100	100	100	100	100
ASV_14516	84	84	84	68	68	68	68
ASV_14517	100	100	100	100	100	100	100
ASV_14518	100	100	100	100	100	99	99
ASV_14519	100	100	100	100	100	65	65
ASV_14520	100	100	100	100	89	89	89
ASV_14521	100	100	100	100	100	100	100
ASV_14522	100	100	100	100	100	100	100
ASV_14523	98	93	77	69	65	36	32
ASV_14524	90	90	90	89	89	89	36
ASV_14525	100	100	100	98	85	85	62
ASV_14526	24	24	22	15	15	14	14
ASV_14527	100	100	100	100	86	81	71
ASV_14528	100	100	100	100	100	100	83
ASV_14529	100	100	100	100	100	100	92
ASV_14530	76	66	58	58	58	56	33
ASV_14531	100	100	100	100	100	100	55
ASV_14532	98	98	98	97	82	82	71
ASV_14533	100	100	100	100	100	100	96
ASV_14534	100	100	100	100	100	100	99
ASV_14535	100	100	100	100	100	100	100
ASV_14536	100	100	100	100	100	100	99
ASV_14537	100	100	100	100	100	100	94
ASV_14538	100	100	100	100	100	100	90
ASV_14539	100	100	99	99	99	99	97
ASV_14540	100	99	99	98	98	92	48
ASV_14541	100	41	41	41	41	41	41
ASV_14542	94	93	88	67	31	25	21
ASV_14543	100	99	99	99	96	66	66
ASV_14544	100	100	100	38	38	38	38
ASV_14545	100	100	100	100	100	100	100
ASV_14546	100	100	100	100	100	100	72
ASV_14547	100	100	100	100	100	100	100
ASV_14548	100	100	100	100	100	100	100
ASV_14549	100	100	100	100	100	100	98
ASV_14550	100	100	100	100	100	100	99
ASV_14551	100	100	44	44	44	44	44
ASV_14552	94	94	83	61	57	15	15
ASV_14553	88	82	0	0	0	0	0
ASV_14554	32	29	24	5	5	4	4
ASV_14555	100	100	88	88	71	71	27
ASV_14556	74	67	25	18	15	13	6
ASV_14557	100	100	100	100	100	100	93
ASV_14558	100	100	100	100	89	82	82
ASV_14559	100	100	100	100	47	47	47
ASV_14560	98	98	96	95	64	34	34
ASV_14561	98	98	97	97	60	42	40
