	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_1	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Pichia	s__membranifaciens
ASV_2	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Pichia	NA
ASV_3	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Dothideales	f__Saccotheciaceae	g__Aureobasidium	s__pullulans
ASV_4	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Debaryomycetaceae	g__Kurtzmaniella	s__quercitrusa
ASV_5	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Saturnispora	s__silvae
ASV_6	NA	NA	NA	NA	NA	NA	NA
ASV_7	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Dothideales	f__Dothioraceae	g__Dothiora	NA
ASV_8	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Phaffomycetaceae	g__Wickerhamomyces	s__spegazzinii
ASV_9	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetales_fam_Incertae_sedis	g__Candida	s__argentea
ASV_10	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetales_fam_Incertae_sedis	g__Candida	s__oregonensis
ASV_11	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Kluyveromyces	s__lactis
ASV_12	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetales_fam_Incertae_sedis	g__Candida	s__boidinii
ASV_13	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Pichia	s__membranifaciens
ASV_14	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Pichia	s__mandshurica
ASV_15	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Phaffomycetaceae	g__Barnettozyma	NA
ASV_16	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Dipodascaceae	g__Geotrichum	s__silvicola
ASV_17	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Phaffomycetaceae	g__Cyberlindnera	s__maritima
ASV_18	NA	NA	NA	NA	NA	NA	NA
ASV_19	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Debaryomycetaceae	g__Kurtzmaniella	NA
ASV_20	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Dipodascaceae	g__Galactomyces	NA
ASV_21	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetales_fam_Incertae_sedis	g__Suhomyces	NA
ASV_22	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Phaffomycetaceae	g__Wickerhamomyces	s__anomalus
ASV_23	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_24	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Trichosporonales	f__Trichosporonaceae	g__Apiotrichum	s__laibachii
ASV_25	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Debaryomycetaceae	g__Kurtzmaniella	s__quercitrusa
ASV_26	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Cladosporiaceae	g__Cladosporium	s__cladosporioides
ASV_27	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetales_fam_Incertae_sedis	g__Candida	s__boidinii
ASV_28	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Pichia	s__scaptomyzae
ASV_29	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Dothideales	f__Saccotheciaceae	g__Aureobasidium	s__pullulans
ASV_30	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymosphaeriaceae	g__Paracamarosporium	NA
ASV_31	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae	NA	NA
ASV_32	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Diaporthales	f__Valsaceae	g__Cytospora	NA
ASV_33	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycopsidaceae	g__Ambrosiozyma	s__oregonensis
ASV_34	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_35	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Rhynchogastremataceae	g__Papiliotrema	s__wisconsinensis
ASV_36	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Trichosporonales	f__Trichosporonaceae	g__Apiotrichum	NA
ASV_37	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetales_fam_Incertae_sedis	g__Candida	s__boidinii
ASV_38	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Phaffomycetaceae	g__Wickerhamomyces	s__spegazzinii
ASV_39	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Pichia	s__kudriavzevii
ASV_40	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Kluyveromyces	s__dobzhanskii
ASV_41	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Debaryomycetaceae	g__Peterozyma	s__xylosa
ASV_42	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	f__Mycosphaerellaceae	g__Ramularia	NA
ASV_43	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Microbotryomycetes_ord_Incertae_sedis	f__Microbotryomycetes_fam_Incertae_sedis	g__Curvibasidium	NA
ASV_44	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Trichosporonales	f__Trichosporonaceae	g__Trichosporon	s__asahii
ASV_45	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetales_fam_Incertae_sedis	g__Candida	s__germanica
ASV_46	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycopsidaceae	g__Saccharomycopsis	s__schoenii
ASV_47	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetales_fam_Incertae_sedis	g__Candida	s__argentea
ASV_48	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Debaryomycetaceae	g__Kurtzmaniella	s__quercitrusa
ASV_49	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Phaffomycetaceae	g__Cyberlindnera	s__saturnus
ASV_50	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Neocucurbitaria	s__quercina
ASV_51	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Alternaria	NA
ASV_52	NA	NA	NA	NA	NA	NA	NA
ASV_53	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetales_fam_Incertae_sedis	NA	NA
ASV_54	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetales_fam_Incertae_sedis	g__Candida	s__nitratophila
ASV_55	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Phaffomycetaceae	g__Wickerhamomyces	s__anomalus
ASV_56	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Dothideales	f__Dothioraceae	g__Sydowia	s__polyspora
ASV_57	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Neocucurbitaria	s__populi
ASV_58	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Sporidiobolales	f__Sporidiobolaceae	g__Rhodosporidiobolus	s__colostri
ASV_59	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Pichia	s__bruneiensis
ASV_60	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Debaryomycetaceae	g__Peterozyma	s__xylosa
ASV_61	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Pichia	s__bruneiensis
ASV_62	k__Viridiplantae	p__Anthophyta	c__Eudicotyledonae	o__Fabales	f__Fabaceae	g__Ormosia	NA
ASV_63	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Debaryomycetaceae	g__Kurtzmaniella	NA
ASV_64	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Saturnispora	s__silvae
ASV_65	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_66	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Pichia	s__mandshurica
ASV_67	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Microbotryomycetes_ord_Incertae_sedis	f__Microbotryomycetes_fam_Incertae_sedis	g__Curvibasidium	NA
ASV_68	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Cryptocline	s__arctostaphyli
ASV_69	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Parafenestella	NA
ASV_70	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Pichia	s__fermentans
ASV_71	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae	NA	NA
ASV_72	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Thyronectria	NA
ASV_73	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Nakazawaea	s__wyomingensis
ASV_74	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Trichosporonales	f__Trichosporonaceae	g__Trichosporon	s__asahii
ASV_75	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae	NA	NA
ASV_76	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Phaffomycetaceae	g__Cyberlindnera	s__mycetangii
ASV_77	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Vishniacozyma	NA
ASV_78	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Pichia	s__membranifaciens
ASV_79	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Phaffomycetaceae	g__Cyberlindnera	s__veronae
ASV_80	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Phaffomycetaceae	g__Barnettozyma	NA
ASV_81	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Diaporthales	f__Valsaceae	g__Cytospora	s__beilinensis
ASV_82	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_83	NA	NA	NA	NA	NA	NA	NA
ASV_84	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Cladosporiaceae	g__Cladosporium	s__herbarum
ASV_85	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Diaporthales	f__Valsaceae	g__Cytospora	s__beilinensis
ASV_86	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Pichia	s__fermentans
ASV_87	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Dekkeromyces	s__wickerhamii
ASV_88	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Diaporthales	f__Valsaceae	g__Valsa	NA
ASV_89	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Debaryomycetaceae	g__Yamadazyma	s__mexicana
ASV_90	k__Fungi	p__Ascomycota	c__Taphrinomycetes	o__Taphrinales	f__Taphrinaceae	g__Taphrina	NA
ASV_91	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Pichia	s__fermentans
ASV_92	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_93	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Phaffomycetaceae	g__Cyberlindnera	s__culbertsonii
ASV_94	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Dothideales	f__Saccotheciaceae	g__Aureobasidium	s__pullulans
ASV_95	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
ASV_96	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Vishniacozyma	s__victoriae
ASV_97	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Lecanorales	f__Parmeliaceae	g__Parmelia	s__sulcata
ASV_98	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	f__Mycosphaerellaceae	g__Ramularia	NA
ASV_99	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetales_fam_Incertae_sedis	g__Candida	s__norvegica
ASV_100	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Debaryomycetaceae	g__Yamadazyma	s__mexicana
ASV_101	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetales_fam_Incertae_sedis	g__Limtongozyma	s__cylindracea
ASV_102	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	f__Mycosphaerellaceae	g__Ramularia	NA
ASV_103	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Sporidiobolales	f__Sporidiobolaceae	g__Rhodotorula	s__glutinis
ASV_104	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Dothideales	f__Dothioraceae	g__Dothiora	NA
ASV_105	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Cryptococcaceae	g__Teunia	NA
ASV_106	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Pichia	s__fermentans
ASV_107	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Phaffomycetaceae	g__Wickerhamomyces	s__anomalus
ASV_108	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Irpicaceae	g__Irpex	s__lacteus
ASV_109	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Diaporthales	f__Valsaceae	g__Cytospora	NA
ASV_110	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_111	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Phaffomycetaceae	g__Cyberlindnera	s__culbertsonii
ASV_112	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_113	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Coniochaetales	f__Coniochaetaceae	g__Coniochaeta	NA
ASV_114	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycodaceae	g__Saccharomycodes	s__ludwigii
ASV_115	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Zygosaccharomyces	s__microellipsoides
ASV_116	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Phaffomycetaceae	g__Barnettozyma	s__californica
ASV_117	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Pichia	s__kluyveri
ASV_118	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Cystofilobasidiales	f__Mrakiaceae	g__Mrakia	s__montana
ASV_119	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_120	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Phaffomycetaceae	g__Wickerhamomyces	s__anomalus
ASV_121	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	f__Mycosphaerellaceae	g__Ramularia	NA
ASV_122	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_123	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_124	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetales_fam_Incertae_sedis	g__Limtongozyma	s__cylindracea
ASV_125	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Dothideales	f__Dothioraceae	g__Dothiora	NA
ASV_126	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Pichia	s__membranifaciens
ASV_127	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Thelebolales	f__Pseudeurotiaceae	g__Hyphozyma	s__roseonigra
ASV_128	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Phaffomycetaceae	g__Wickerhamomyces	s__anomalus
ASV_129	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Kluyveromyces	s__dobzhanskii
ASV_130	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Phanerochaetaceae	g__Hyphodermella	s__rosae
ASV_131	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Massarinaceae	g__Phragmocamarosporium	s__qujingensis
ASV_132	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Pichia	s__bruneiensis
ASV_133	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	f__Mycosphaerellaceae	g__Ramularia	NA
ASV_134	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_135	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Cystofilobasidiales	f__Mrakiaceae	g__Tausonia	s__pullulans
ASV_136	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Cystofilobasidiales	f__Cystofilobasidiaceae	g__Cystofilobasidium	s__macerans
ASV_137	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Pichia	s__mandshurica
ASV_138	NA	NA	NA	NA	NA	NA	NA
ASV_139	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Cryptococcaceae	g__Kwoniella	s__pini
ASV_140	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Phaffomycetaceae	g__Wickerhamomyces	s__arborarius
ASV_141	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	NA	NA
ASV_142	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Ganodermataceae	g__Cryptoporus	s__volvatus
ASV_143	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae	g__Neoascochyta	s__rosicola
ASV_144	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Phaffomycetaceae	g__Cyberlindnera	NA
ASV_145	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Coniothyriaceae	NA	NA
ASV_146	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_147	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Rhynchogastremataceae	g__Papiliotrema	s__flavescens
ASV_148	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	f__Mycosphaerellaceae	g__Ramularia	NA
ASV_149	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Cryptococcaceae	g__Kwoniella	s__pini
ASV_150	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Nigrogranaceae	g__Nigrograna	NA
ASV_151	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Neonectria	s__major
ASV_152	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Debaryomycetaceae	g__Kurtzmaniella	s__quercitrusa
ASV_153	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Mytilinidiales	f__Mytilinidiaceae	g__Mytilinidion	s__insulare
ASV_154	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Martiniozyma	s__abietophila
ASV_155	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetales_fam_Incertae_sedis	g__Limtongozyma	s__cylindracea
ASV_156	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Neoantennariellaceae	g__Cippumomyces	s__mortalis
ASV_157	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Debaryomycetaceae	g__Yamadazyma	s__mexicana
ASV_158	k__Fungi	p__Ascomycota	c__Sareomycetes	o__Sareales	f__Sareaceae	g__Sarea	s__coeloplata
ASV_159	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Diaporthales	f__Valsaceae	g__Cytospora	s__rhizophorae
ASV_160	k__Fungi	p__Ascomycota	c__Taphrinomycetes	o__Taphrinales	f__Taphrinaceae	g__Taphrina	s__sacchari
ASV_161	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Tympanidaceae	g__Tympanis	NA
ASV_162	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Vishniacozyma	s__victoriae
ASV_163	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_164	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Parafenestella	s__ontariensis
ASV_165	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Pichia	s__fermentans
ASV_166	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Fistulinaceae	g__Porodisculus	s__pendulus
ASV_167	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetales_fam_Incertae_sedis	g__Candida	s__sake
ASV_168	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Pichia	s__membranifaciens
ASV_169	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Diaporthales	f__Valsaceae	g__Cytospora	NA
ASV_170	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	NA	NA	NA
ASV_171	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Dothideales	f__Saccotheciaceae	g__Aureobasidium	s__pullulans
ASV_172	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Irpicaceae	g__Irpex	s__lacteus
ASV_173	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Filobasidiales	f__Filobasidiaceae	g__Naganishia	s__globosa
ASV_174	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Coniothyriaceae	NA	NA
ASV_175	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
ASV_176	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Coryneliales	f__Coryneliaceae	g__Coryneliaceae_gen_Incertae_sedis	NA
ASV_177	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetales_fam_Incertae_sedis	g__Starmerella	s__apicola
ASV_178	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium	NA
ASV_179	NA	NA	NA	NA	NA	NA	NA
ASV_180	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Debaryomycetaceae	g__Kurtzmaniella	NA
ASV_181	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Lecanorales	f__Parmeliaceae	g__Flavoparmelia	s__caperata
ASV_182	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Caliciales	f__Physciaceae	g__Phaeophyscia	s__rubropulchra
ASV_183	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Dothideales	f__Dothioraceae	g__Dothiora	NA
ASV_184	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporales_fam_Incertae_sedis	g__Ochrocladosporium	NA
ASV_185	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_186	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
ASV_187	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Phaffomycetaceae	g__Cyberlindnera	s__mycetangii
ASV_188	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleomassariaceae	g__Tumularia	s__aquatica
ASV_189	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Dothideales	f__Dothideaceae	g__Rhizosphaera	NA
ASV_190	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetales_fam_Incertae_sedis	g__Candida	s__sake
ASV_191	k__Fungi	p__Olpidiomycota	c__GS18	o__GS18_ord_Incertae_sedis	f__GS18_ord_Incertae_sedis_fam_Incertae_sedis	g__GS18_ord_Incertae_sedis_gen_Incertae_sedis	NA
ASV_192	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Diaporthales	f__Valsaceae	g__Cytospora	NA
ASV_193	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	f__Mycosphaerellaceae	g__Mycocentrospora	NA
ASV_194	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Amphisphaeriaceae	g__Monochaetia	s__monochaeta
ASV_195	NA	NA	NA	NA	NA	NA	NA
ASV_196	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Phaffomycetaceae	g__Wickerhamomyces	s__alni
ASV_197	NA	NA	NA	NA	NA	NA	NA
ASV_198	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
ASV_199	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Phaffomycetaceae	g__Cyberlindnera	s__misumaiensis
ASV_200	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Chalara	NA
ASV_201	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Dothideales	f__Saccotheciaceae	g__Aureobasidium	s__pullulans
ASV_202	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Phaffomycetaceae	g__Wickerhamomyces	s__alni
ASV_203	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetales_fam_Incertae_sedis	g__Candida	s__oregonensis
ASV_204	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Cystofilobasidiales	f__Mrakiaceae	g__Tausonia	s__pullulans
ASV_205	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_206	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycodaceae	g__Saccharomycodes	s__ludwigii
ASV_207	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae	NA	NA
ASV_208	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Pyrenochaetopsis	s__leptospora
