"grid","beetle","fungal_unit","n_samples","beetle_n","fungus_n","shared_n","beetle_only","fungus_only","both_absent","jaccard","exp_jaccard_null","sd_jaccard_null","z_score","p_pos","p_neg","p_perm","q_perm","p_fisher","q_fisher","direction","beetle_is_target"
"species","Cyclorhipidion pelliculosum","Leptographium gracile",69,13,13,3,10,10,46,0.130434782608696,0.0761141440285367,0.0426229156117778,1.27444680403677,0.2315,0.967,0.463,1,0.699504605302463,1,"co-occurring",FALSE
"species","Cyclorhipidion pelliculosum","Grosmannia olivacea",69,13,5,2,11,3,53,0.125,0.0502648383015048,0.0457179146771589,1.63470189369406,0.1575,0.982,0.315,1,0.235255945337252,0.762538020796492,"co-occurring",FALSE
"species","Cyclorhipidion pelliculosum","Ophiostoma denticulatum",69,13,6,2,11,4,52,0.117647058823529,0.0572917177543034,0.0421866874654126,1.43067267650984,0.2575,1,0.515,1,0.314916784364622,0.838570315157714,"co-occurring",FALSE
"species","Cyclorhipidion pelliculosum","Ophiostoma undulatum",69,13,6,2,11,4,52,0.117647058823529,0.0977571301990873,0.0572962581622991,0.347141842458566,0.563,0.8355,1,1,0.314916784364622,0.838570315157714,"co-occurring",FALSE
"species","Cyclorhipidion pelliculosum","Leptographium lundbergii",69,13,7,2,11,5,51,0.111111111111111,0.0554604787774016,0.0401519601450578,1.38600038784307,0.2725,1,0.545,1,0.608776768332252,1,"co-occurring",FALSE
"species","Cyclorhipidion pelliculosum","Ceratocystiopsis rollhanseniana",69,13,3,1,12,2,54,0.0666666666666667,0.0445603754258081,0.0427777916572541,0.516770276922648,0.58,0.9225,1,1,0.470931786082376,1,"co-occurring",FALSE
"species","Cyclorhipidion pelliculosum","Ophiostoma karelicum",69,13,3,1,12,2,54,0.0666666666666667,0.081736839115527,0.0593938242759338,-0.253732987100593,0.7895,0.666,1,1,0.470931786082376,1,"avoiding",FALSE
"species","Cyclorhipidion pelliculosum","Raffaelea subfusca",69,13,3,1,12,2,54,0.0666666666666667,0.0334167083541778,0.0333415696676842,0.997252338263963,0.5015,1,1,1,0.470931786082376,1,"co-occurring",FALSE
"species","Cyclorhipidion pelliculosum","Ceratocystiopsis synnemata",69,13,5,1,12,4,52,0.0588235294117647,0.0193331960097697,0.0276379535322228,1.42884433740558,0.329,1,0.658,1,1,1,"co-occurring",FALSE
"species","Cyclorhipidion pelliculosum","Ceratocystiopsis manitobensis",69,13,14,1,12,13,43,0.0384615384615385,0.0670784890773137,0.0380341947534918,-0.752400591132483,0.9085,0.4265,0.853,1,0.278157801867872,0.815290108923073,"avoiding",FALSE
"species","Cyclorhipidion pelliculosum","Ophiostoma adjuncti",69,13,7,0,13,7,49,0,0.0175760394817294,0.028430981492349,-0.618200236472991,1,0.699,1,1,0.332619193037371,0.845400795757707,"avoiding",FALSE
"species","Dendroctonus valens","Leptographium gracile",69,14,13,8,6,5,50,0.421052631578947,0.248948365491667,0.0725455718259446,2.37236073485233,0.0355,0.995,0.071,0.979661016949153,0.000288644276971136,0.0218086787044858,"co-occurring",TRUE
"species","Dendroctonus valens","Ophiostoma pallidulum",69,14,7,6,8,1,54,0.4,0.182288060955146,0.0749808267972487,2.90356812993748,0.014,1,0.028,0.634666666666667,0.000156267893270222,0.0132827709279689,"co-occurring",TRUE
"species","Dendroctonus valens","Ophiostoma denticulatum",69,14,6,5,9,1,54,0.333333333333333,0.169106347856714,0.0704843002273152,2.32997965429151,0.0485,0.999,0.097,1,0.000943571783028591,0.0493560624968801,"co-occurring",TRUE
"species","Dendroctonus valens","Sporothrix rossii",69,14,16,7,7,9,46,0.304347826086957,0.195240145059616,0.0538542852199758,2.0259795591321,0.07,0.9935,0.14,1,0.0135452645127125,0.186124284296263,"co-occurring",TRUE
"species","Dendroctonus valens","Raffaelea arxii",69,14,9,5,9,4,51,0.277777777777778,0.0886188233480316,0.0498789442363385,3.79236083132524,0.0015,1,0.003,0.226666666666667,0.0135311703959223,0.186124284296263,"co-occurring",TRUE
"species","Dendroctonus valens","Grosmannia olivacea",69,14,5,4,10,1,54,0.266666666666667,0.119444199223796,0.0642125639486743,2.29273616235831,0.052,1,0.104,1,0.00507691720426003,0.111364635448284,"co-occurring",TRUE
"species","Dendroctonus valens","Sporothrix eucastaneae",69,14,10,5,9,5,50,0.263157894736842,0.117288047572182,0.053413359705052,2.73096184119763,0.019,1,0.038,0.738285714285714,0.0237720746622119,0.241522789974561,"co-occurring",TRUE
"species","Dendroctonus valens","Leptographium lundbergii",69,14,7,4,10,3,52,0.235294117647059,0.160454091855012,0.0658842725292813,1.13593158001077,0.2555,0.952,0.511,1,0.0272526434324541,0.258520411018789,"co-occurring",TRUE
"species","Dendroctonus valens","Grosmannia francke-grosmanniae",69,14,13,5,9,8,47,0.227272727272727,0.103360805734059,0.0491595725627378,2.52060616232029,0.0315,0.9975,0.063,0.952,0.119241968133597,0.550667156767092,"co-occurring",TRUE
"species","Dendroctonus valens","Ceratocystiopsis rollhanseniana",69,14,3,3,11,0,55,0.214285714285714,0.0980514066557088,0.0599223059757265,1.93975024387563,0.108,1,0.216,1,0.00694736038477689,0.127681217882386,"co-occurring",TRUE
"species","Dendroctonus valens","Ophiostoma denticiliatum",69,14,5,3,11,2,53,0.1875,0.0778710433648205,0.0529119432868873,2.071913254835,0.0875,1,0.175,1,0.0531740275604077,0.358179230806386,"co-occurring",TRUE
"species","Dendroctonus valens","Ceratocystiopsis manitobensis",69,14,14,4,10,10,45,0.166666666666667,0.187066126894735,0.0633338905174016,-0.322093906775923,0.7445,0.5355,1,1,0.460047337652862,1,"avoiding",TRUE
"species","Dendroctonus valens","Ophiostoma adjuncti",69,14,7,3,11,4,51,0.166666666666667,0.148333403027625,0.0600458296078841,0.305321181483586,0.5715,0.814,1,1,0.142318299805321,0.604852774172615,"co-occurring",TRUE
"species","Dendroctonus valens","Raffaelea crossotarsi",69,14,3,2,12,1,54,0.133333333333333,0.0403201600800401,0.0371064833492419,2.50665557223152,0.0515,1,0.103,1,0.102473565675459,0.497728747566515,"co-occurring",TRUE
"species","Dendroctonus valens","Raffaelea subfusca",69,14,3,2,12,1,54,0.133333333333333,0.0430277638819411,0.0432835764373533,2.08637032529177,0.11,1,0.22,1,0.102473565675459,0.497728747566515,"co-occurring",TRUE
"species","Dendroctonus valens","Ophiostoma undulatum",69,14,6,2,12,4,51,0.111111111111111,0.0636011160034793,0.0471597364205861,1.00742707049764,0.3245,0.947,0.649,1,0.593729720960415,1,"co-occurring",TRUE
"species","Dendroctonus valens","Ophiostoma karelicum",69,14,3,1,13,2,53,0.0625,0.0403951975987994,0.0298893755659131,0.739553837531811,0.6465,1,1,1,0.499274726113677,1,"co-occurring",TRUE
"species","Dendroctonus valens","Ophiostoma sparsiannulatum",69,14,3,1,13,2,53,0.0625,0.0202288644322161,0.0292493597760432,1.44519866046457,0.324,1,0.648,1,0.499274726113677,1,"co-occurring",TRUE
"species","Dendroctonus valens","Grosmannia cucullata",69,14,4,1,13,3,52,0.0588235294117647,0.0296913162463592,0.0294177951901097,0.99029220161271,0.505,1,1,1,1,1,"co-occurring",TRUE
"species","Dendroctonus valens","Ceratocystiopsis synnemata",69,14,5,0,14,5,50,0,0,0,NA,1,1,1,1,0.575142191854029,1,"co-occurring",TRUE
"species","Dryocoetes affaber","Ophiostoma denticulatum",69,5,6,4,1,2,62,0.571428571428571,0.236488085312502,0.126237037267671,2.65326637384452,0.042,1,0.084,0.979661016949153,8.4619735724824e-05,0.0115082840585761,"co-occurring",FALSE
"species","Dryocoetes affaber","Ophiostoma pallidulum",69,5,7,3,2,4,60,0.333333333333333,0.133591037943213,0.086620875127375,2.30593716695198,0.0705,1,0.141,1,0.00608407891684604,0.125368898892585,"co-occurring",FALSE
"species","Dryocoetes affaber","Grosmannia olivacea",69,5,5,2,3,3,61,0.25,0.09721527430382,0.0823022020497486,1.85638685103258,0.1565,1,0.313,1,0.0388949143004951,0.304129890298456,"co-occurring",FALSE
"species","Dryocoetes affaber","Ophiostoma denticiliatum",69,5,5,2,3,3,61,0.25,0.0990356289255752,0.08501080763237,1.7758256306336,0.174,1,0.348,1,0.0388949143004951,0.304129890298456,"co-occurring",FALSE
"species","Dryocoetes affaber","Sporothrix eucastaneae",69,5,10,3,2,7,57,0.25,0.0886638374132144,0.062376625090041,2.58648431770548,0.037,1,0.074,0.979661016949153,0.0193942027739791,0.206063404473528,"co-occurring",FALSE
"species","Dryocoetes affaber","Sporothrix rossii",69,5,16,4,1,12,52,0.235294117647059,0.179856504619703,0.0515559533127867,1.07529023255606,0.3295,0.967,0.659,1,0.0089716495411804,0.143609508956686,"co-occurring",FALSE
"species","Dryocoetes affaber","Leptographium gracile",69,5,13,3,2,10,54,0.2,0.151764432636485,0.0648192346784468,0.744155150902365,0.412,0.9135,0.824,1,0.0428675039126618,0.321650855036558,"co-occurring",FALSE
"species","Dryocoetes affaber","Leptographium lundbergii",69,5,7,2,3,5,59,0.2,0.210030772962232,0.109813184296446,-0.0913439768320868,0.718,0.718,1,1,0.0767535705123979,0.445857440965458,"avoiding",FALSE
"species","Dryocoetes affaber","Ophiostoma adjuncti",69,5,7,2,3,5,59,0.2,0.186884351266537,0.0983327661436509,0.133380247986751,0.6445,0.802,1,1,0.0767535705123979,0.445857440965458,"co-occurring",FALSE
"species","Dryocoetes affaber","Ceratocystiopsis rollhanseniana",69,5,3,1,4,2,62,0.142857142857143,0.0717501607946822,0.0714457200875359,0.995258805920631,0.5025,1,1,1,0.204794442111692,0.696301103179753,"co-occurring",FALSE
"species","Dryocoetes affaber","Grosmannia cucullata",69,5,4,1,4,3,61,0.125,0.0432091045522761,0.0594632674625768,1.37548605951059,0.346,1,0.692,1,0.265037287406261,0.804433240708387,"co-occurring",FALSE
"species","Dryocoetes affaber","Grosmannia francke-grosmanniae",69,5,13,2,3,11,53,0.125,0.0717020274843316,0.0496353237279826,1.07379117355531,0.336,0.9695,0.672,1,0.235255945337252,0.762538020796492,"co-occurring",FALSE
"species","Dryocoetes affaber","Ceratocystiopsis manitobensis",69,5,14,2,3,12,52,0.117647058823529,0.153206779626976,0.065035226130559,-0.546776307536171,0.862,0.511,1,1,0.265602931633393,0.804433240708387,"avoiding",FALSE
"species","Dryocoetes affaber","Raffaelea arxii",69,5,9,1,4,8,56,0.0769230769230769,0.0386347019663687,0.0384707723548274,0.995258805920585,0.5025,1,1,1,0.51403606509153,1,"co-occurring",FALSE
"species","Dryocoetes affaber","Ceratocystiopsis synnemata",69,5,5,0,5,5,59,0,0,0,NA,1,1,1,1,1,1,"co-occurring",FALSE
"species","Dryocoetes affaber","Ophiostoma karelicum",69,5,3,0,5,3,61,0,0,0,NA,1,1,1,1,1,1,"co-occurring",FALSE
"species","Dryocoetes affaber","Ophiostoma sparsiannulatum",69,5,3,0,5,3,61,0,0,0,NA,1,1,1,1,1,1,"co-occurring",FALSE
"species","Dryocoetes affaber","Ophiostoma undulatum",69,5,6,0,5,6,58,0,0.0320660330165086,0.0466847202511252,-0.686863557155743,1,0.6795,1,1,1,1,"avoiding",FALSE
"species","Dryocoetes affaber","Raffaelea crossotarsi",69,5,3,0,5,3,61,0,0,0,NA,1,1,1,1,1,1,"co-occurring",FALSE
"species","Dryocoetes affaber","Raffaelea subfusca",69,5,3,0,5,3,61,0,0,0,NA,1,1,1,1,1,1,"co-occurring",FALSE
"species","Dryocoetes autographus","Ophiostoma denticulatum",69,14,6,3,11,3,52,0.176470588235294,0.169470915368246,0.0619141727547133,0.113054451922975,0.6535,0.763,1,1,0.0930044470740925,0.486484800079868,"co-occurring",FALSE
"species","Dryocoetes autographus","Leptographium gracile",69,14,13,4,10,9,46,0.173913043478261,0.280337923846699,0.0747005014071942,-1.42468763078729,0.9835,0.1295,0.259,1,0.442831455664983,0.984069901477739,"avoiding",FALSE
"species","Dryocoetes autographus","Ophiostoma adjuncti",69,14,7,3,11,4,51,0.166666666666667,0.163055327973588,0.0630674089688278,0.0572615674581462,0.6485,0.7435,1,1,0.142318299805321,0.604852774172615,"co-occurring",FALSE
"species","Dryocoetes autographus","Ceratocystiopsis manitobensis",69,14,14,3,11,11,44,0.12,0.172766956882493,0.0551748263201909,-0.956359274722044,0.935,0.3065,0.613,1,1,1,"avoiding",FALSE
"species","Dryocoetes autographus","Grosmannia olivacea",69,14,5,2,12,3,52,0.117647058823529,0.0782016825406175,0.0478111121654496,0.825025281704632,0.417,0.942,0.834,1,0.265602931633393,0.804433240708387,"co-occurring",FALSE
"species","Dryocoetes autographus","Sporothrix rossii",69,14,16,3,11,13,42,0.111111111111111,0.238501236144619,0.0605604669376248,-2.10351953139191,1,0.0165,0.033,0.68,1,1,"avoiding",FALSE
"species","Dryocoetes autographus","Leptographium lundbergii",69,14,7,1,13,6,49,0.05,0.173228732529323,0.0657510068702037,-1.87417255484139,0.997,0.0505,0.101,1,1,1,"avoiding",FALSE
"species","Dryocoetes autographus","Ophiostoma pallidulum",69,14,7,1,13,6,49,0.05,0.119333041133571,0.0554092570079453,-1.25128985439436,0.9755,0.227,0.454,1,1,1,"avoiding",FALSE
"species","Dryocoetes autographus","Sporothrix eucastaneae",69,14,10,1,13,9,46,0.0434782608695652,0.0871541925677688,0.0431060627441173,-1.01322015785735,0.95,0.3185,0.637,1,0.674153046072605,1,"avoiding",FALSE
"species","Dryocoetes autographus","Ceratocystiopsis rollhanseniana",69,14,3,0,14,3,52,0,0.0560217608804406,0.0408379967311232,-1.37180482307413,1,0.2605,0.521,1,1,1,"avoiding",FALSE
"species","Dryocoetes autographus","Ceratocystiopsis synnemata",69,14,5,0,14,5,50,0,0.0118114612861987,0.0227363206214141,-0.51949748083136,1,0.7875,1,1,0.575142191854029,1,"avoiding",FALSE
"species","Dryocoetes autographus","Grosmannia cucullata",69,14,4,0,14,4,51,0,0.0404283023864883,0.0387519167287084,-1.04325942557928,1,0.416,0.832,1,0.575142191854029,1,"avoiding",FALSE
"species","Dryocoetes autographus","Grosmannia francke-grosmanniae",69,14,13,0,14,13,42,0,0.120738486452105,0.049689417993272,-2.4298631645968,1,0.01,0.02,0.523076923076923,0.0561754624240655,0.362061241451369,"avoiding",FALSE
"species","Dryocoetes autographus","Ophiostoma denticiliatum",69,14,5,0,14,5,50,0,0.0687010171752556,0.0413145858146564,-1.66287561210123,1,0.163,0.326,1,0.575142191854029,1,"avoiding",FALSE
"species","Dryocoetes autographus","Ophiostoma karelicum",69,14,3,0,14,3,52,0,0.0226738369184592,0.0340399638656591,-0.666094623600159,1,0.668,1,1,1,1,"avoiding",FALSE
"species","Dryocoetes autographus","Ophiostoma sparsiannulatum",69,14,3,0,14,3,52,0,0,0,NA,1,1,1,1,1,1,"co-occurring",FALSE
"species","Dryocoetes autographus","Ophiostoma undulatum",69,14,6,0,14,6,49,0,0.083319609581194,0.0502366872383398,-1.65854108145901,1,0.117,0.234,1,0.334831994121464,0.845400795757707,"avoiding",FALSE
"species","Dryocoetes autographus","Raffaelea arxii",69,14,9,0,14,9,46,0,0.11507185011964,0.048381601441426,-2.37842168699094,1,0.017,0.034,0.68,0.187172983060235,0.656070249901855,"avoiding",FALSE
"species","Dryocoetes autographus","Raffaelea crossotarsi",69,14,3,0,14,3,52,0,0.010724112056028,0.0235696484323943,-0.454996691477533,1,0.8285,1,1,1,1,"avoiding",FALSE
"species","Dryocoetes autographus","Raffaelea subfusca",69,14,3,0,14,3,52,0,0.0550525262631319,0.0414106921111641,-1.32942782302086,1,0.276,0.552,1,1,1,"avoiding",FALSE
"species","Euwallacea validus","Sporothrix eucastaneae",69,8,10,5,3,5,56,0.384615384615385,0.12044936495397,0.0683928456020334,3.8624803126127,0.0035,1,0.007,0.34,0.00102359031524154,0.0497172438831605,"co-occurring",FALSE
"species","Euwallacea validus","Grosmannia olivacea",69,8,5,3,5,2,59,0.3,0.077069595403763,0.0734216416743494,3.03630373160289,0.024,1,0.048,0.836923076923077,0.00950357044566305,0.143609508956686,"co-occurring",FALSE
"species","Euwallacea validus","Ophiostoma denticiliatum",69,8,5,3,5,2,59,0.3,0.0891248654630358,0.0757695258265194,2.78311276514756,0.034,1,0.068,0.963333333333333,0.00950357044566305,0.143609508956686,"co-occurring",FALSE
"species","Euwallacea validus","Ophiostoma denticulatum",69,8,6,3,5,3,58,0.272727272727273,0.110612998807094,0.0701579781013349,2.31070333420989,0.072,1,0.144,1,0.0179098204540049,0.206063404473528,"co-occurring",FALSE
"species","Euwallacea validus","Ophiostoma sparsiannulatum",69,8,3,2,6,1,60,0.222222222222222,0.0685009171252284,0.0702277688480876,2.18889632432314,0.1025,1,0.205,1,0.0336679772493034,0.293515699096491,"co-occurring",FALSE
"species","Euwallacea validus","Leptographium lundbergii",69,8,7,2,6,5,56,0.153846153846154,0.102288781753517,0.0648543679547252,0.794971467899108,0.403,0.9295,0.806,1,0.183913243237784,0.65404234762585,"co-occurring",FALSE
"species","Euwallacea validus","Ophiostoma pallidulum",69,8,7,2,6,5,56,0.153846153846154,0.0501954273840214,0.0500057234753426,2.07277725945194,0.1135,1,0.227,1,0.183913243237784,0.65404234762585,"co-occurring",FALSE
"species","Euwallacea validus","Grosmannia francke-grosmanniae",69,8,13,2,6,11,50,0.105263157894737,0.0690409446209176,0.0460684570727306,0.786269295206337,0.4135,0.9305,0.827,1,0.639425592932951,1,"co-occurring",FALSE
"species","Euwallacea validus","Leptographium gracile",69,8,13,2,6,11,50,0.105263157894737,0.06835128090361,0.0325527289295564,1.13391037264506,0.398,1,0.796,1,0.639425592932951,1,"co-occurring",FALSE
"species","Euwallacea validus","Ceratocystiopsis manitobensis",69,8,14,2,6,12,49,0.1,0.118059535935346,0.0628662200666611,-0.287269314366227,0.756,0.589,1,1,0.660227962571435,1,"avoiding",FALSE
"species","Euwallacea validus","Ceratocystiopsis rollhanseniana",69,8,3,1,7,2,59,0.1,0.0339669834917461,0.0473715629405515,1.39393789035674,0.34,1,0.68,1,0.313089285032637,0.838570315157714,"co-occurring",FALSE
"species","Euwallacea validus","Raffaelea crossotarsi",69,8,3,1,7,2,59,0.1,0.0667166916791718,0.0620719300273539,0.536205468496966,0.594,0.94,1,1,0.313089285032637,0.838570315157714,"co-occurring",FALSE
"species","Euwallacea validus","Raffaelea subfusca",69,8,3,1,7,2,59,0.1,0.0339669834917461,0.0473715629405515,1.39393789035674,0.34,1,0.68,1,0.313089285032637,0.838570315157714,"co-occurring",FALSE
"species","Euwallacea validus","Grosmannia cucullata",69,8,4,1,7,3,58,0.0909090909090909,0.0314248033107467,0.043246012700055,1.37548605951061,0.346,1,0.692,1,0.396351189877166,0.932591035005097,"co-occurring",FALSE
"species","Euwallacea validus","Sporothrix rossii",69,8,16,2,6,14,47,0.0909090909090909,0.0707884180730441,0.0491591658245297,0.40929646584863,0.4925,0.827,0.985,1,1,1,"co-occurring",FALSE
"species","Euwallacea validus","Ceratocystiopsis synnemata",69,8,5,1,7,4,57,0.0833333333333333,0.0493163248290806,0.0409686889913073,0.830317233521201,0.592,1,1,1,0.47064642804613,1,"co-occurring",FALSE
"species","Euwallacea validus","Ophiostoma undulatum",69,8,6,1,7,5,56,0.0769230769230769,0.052333859237312,0.0555352247573967,0.442767951209019,0.5405,0.88,1,1,0.536815624540364,1,"co-occurring",FALSE
"species","Euwallacea validus","Ophiostoma adjuncti",69,8,7,1,7,6,55,0.0714285714285714,0.0382663859402225,0.0461812722681068,0.718087308115394,0.4575,0.932,0.915,1,1,1,"co-occurring",FALSE
"species","Euwallacea validus","Raffaelea arxii",69,8,9,1,7,8,53,0.0625,0.0413644322161081,0.0379727827458226,0.556597811789735,0.594,0.94,1,1,1,1,"co-occurring",FALSE
"species","Euwallacea validus","Ophiostoma karelicum",69,8,3,0,8,3,58,0,0.0341170585292648,0.0474221167949442,-0.71943348030601,1,0.659,1,1,1,1,"avoiding",FALSE
"species","Gnathotrichus materiarius","Sporothrix eucastaneae",69,17,10,7,10,3,49,0.35,0.171316623850962,0.0624887828526036,2.85944721583888,0.0135,0.9985,0.027,0.634666666666667,0.00136257415701252,0.057909401673032,"co-occurring",FALSE
"species","Gnathotrichus materiarius","Ceratocystiopsis manitobensis",69,17,14,8,9,6,46,0.347826086956522,0.23885635916575,0.0699015419802154,1.55890306141765,0.1225,0.9685,0.245,1,0.00364574566972676,0.102870264064294,"co-occurring",FALSE
"species","Gnathotrichus materiarius","Sporothrix rossii",69,17,16,8,9,8,44,0.32,0.221887246002948,0.0594829515616243,1.64942645617386,0.113,0.9755,0.226,1,0.0169032612654017,0.206063404473528,"co-occurring",FALSE
"species","Gnathotrichus materiarius","Grosmannia francke-grosmanniae",69,17,13,6,11,7,45,0.25,0.127227006852542,0.0504045756735244,2.43575095131583,0.031,0.998,0.062,0.952,0.0713277814903718,0.433061530477257,"co-occurring",FALSE
"species","Gnathotrichus materiarius","Leptographium gracile",69,17,13,6,11,7,45,0.25,0.170675916420225,0.0530504609702589,1.49525719718526,0.144,0.9705,0.288,1,0.0713277814903718,0.433061530477257,"co-occurring",FALSE
"species","Gnathotrichus materiarius","Ophiostoma denticulatum",69,17,6,4,13,2,50,0.210526315789474,0.173391461544594,0.0617513358757639,0.601361148195901,0.4445,0.8715,0.889,1,0.0291133266473954,0.270094883981971,"co-occurring",FALSE
"species","Gnathotrichus materiarius","Leptographium lundbergii",69,17,7,4,13,3,49,0.2,0.189185396084091,0.0669517261358506,0.161528380821206,0.6,0.75,1,1,0.0569714012283772,0.362061241451369,"co-occurring",FALSE
"species","Gnathotrichus materiarius","Ophiostoma adjuncti",69,17,7,4,13,3,49,0.2,0.162265864640688,0.0615883499314769,0.612683005816768,0.412,0.8715,0.824,1,0.0569714012283772,0.362061241451369,"co-occurring",FALSE
"species","Gnathotrichus materiarius","Grosmannia olivacea",69,17,5,3,14,2,50,0.157894736842105,0.0935313939342259,0.0499751817131976,1.28790613063208,0.2335,0.9735,0.467,1,0.0917939944546045,0.485942381117667,"co-occurring",FALSE
"species","Gnathotrichus materiarius","Ophiostoma denticiliatum",69,17,5,3,14,2,50,0.157894736842105,0.105368911297261,0.0566693763779457,0.92688201109772,0.317,0.9265,0.634,1,0.0917939944546045,0.485942381117667,"co-occurring",FALSE
"species","Gnathotrichus materiarius","Ophiostoma undulatum",69,17,6,3,14,3,49,0.15,0.0558840026073657,0.0398125096371319,2.36398052397218,0.0455,1,0.091,1,0.154474662261813,0.623834578271296,"co-occurring",FALSE
"species","Gnathotrichus materiarius","Ophiostoma pallidulum",69,17,7,3,14,4,48,0.142857142857143,0.137847752370344,0.0600980116040164,0.0833536809804216,0.6145,0.724,1,1,0.351603314127649,0.874665949753501,"co-occurring",FALSE
"species","Gnathotrichus materiarius","Raffaelea arxii",69,17,9,3,14,6,46,0.130434782608696,0.0921993228874939,0.0459785929394042,0.831592645116234,0.3485,0.9155,0.697,1,0.678947696974959,1,"co-occurring",FALSE
"species","Gnathotrichus materiarius","Ceratocystiopsis rollhanseniana",69,17,3,2,15,1,51,0.111111111111111,0.0732018916234877,0.0446090581827654,0.849809904802462,0.414,0.9475,0.828,1,0.147955872809864,0.609757536428529,"co-occurring",FALSE
"species","Gnathotrichus materiarius","Raffaelea subfusca",69,17,3,2,15,1,51,0.111111111111111,0.0601909141705367,0.0446027236654588,1.14163873315225,0.296,0.966,0.592,1,0.147955872809864,0.609757536428529,"co-occurring",FALSE
"species","Gnathotrichus materiarius","Ophiostoma sparsiannulatum",69,17,3,1,16,2,50,0.0526315789473684,0.0470386552065171,0.0409507334505703,0.136576888118554,0.6765,0.824,1,1,1,1,"co-occurring",FALSE
"species","Gnathotrichus materiarius","Raffaelea crossotarsi",69,17,3,1,16,2,50,0.0526315789473684,0.0529036448048597,0.0345743590758486,-0.0078690065344221,0.7985,0.814,1,1,1,1,"avoiding",FALSE
"species","Gnathotrichus materiarius","Grosmannia cucullata",69,17,4,1,16,3,49,0.05,0.0344514362444375,0.0318800211888075,0.487721249100718,0.598,0.9175,1,1,1,1,"co-occurring",FALSE
"species","Gnathotrichus materiarius","Ceratocystiopsis synnemata",69,17,5,1,16,4,48,0.0476190476190476,0.0276233354772631,0.0301524748303663,0.663153265338175,0.5055,0.932,1,1,1,1,"co-occurring",FALSE
"species","Gnathotrichus materiarius","Ophiostoma karelicum",69,17,3,0,17,3,49,0,0.0165404339596701,0.0268485074272733,-0.616065306590114,1,0.707,1,1,0.569759896171317,1,"avoiding",FALSE
"species","Heteroborips seriatus","Grosmannia francke-grosmanniae",69,21,13,13,8,0,48,0.619047619047619,0.278429395196374,0.0687954486924943,4.951173810549,5e-04,1,0.001,0.17,5.26483943325486e-09,3.5800908146133e-06,"co-occurring",FALSE
"species","Heteroborips seriatus","Raffaelea arxii",69,21,9,9,12,0,48,0.428571428571429,0.203417332597586,0.0619427013762036,3.63487692611901,0.0035,1,0.007,0.34,5.18650500411162e-06,0.00117560780093197,"co-occurring",FALSE
"species","Heteroborips seriatus","Sporothrix eucastaneae",69,21,10,7,14,3,45,0.291666666666667,0.14379659620098,0.0499967222243974,2.95759529598781,0.009,0.999,0.018,0.523076923076923,0.0066322404242797,0.127681217882386,"co-occurring",FALSE
"species","Heteroborips seriatus","Sporothrix rossii",69,21,16,8,13,8,40,0.275862068965517,0.183093555738749,0.0467337083708047,1.98504498061023,0.063,0.9935,0.126,1,0.0672350996095225,0.415635161222503,"co-occurring",FALSE
"species","Heteroborips seriatus","Leptographium gracile",69,21,13,7,14,6,42,0.259259259259259,0.174608047299139,0.049854709874488,1.69795817031598,0.102,0.9865,0.204,1,0.0525734166628686,0.358179230806386,"co-occurring",FALSE
"species","Heteroborips seriatus","Ophiostoma undulatum",69,21,6,5,16,1,47,0.227272727272727,0.142540505799961,0.0513086193847377,1.65142275291802,0.127,0.9835,0.254,1,0.00860058176735659,0.143609508956686,"co-occurring",FALSE
"species","Heteroborips seriatus","Ophiostoma pallidulum",69,21,7,5,16,2,46,0.217391304347826,0.0873521921371938,0.0431564139537095,3.01320476604278,0.0095,1,0.019,0.523076923076923,0.0237970984239641,0.241522789974561,"co-occurring",FALSE
"species","Heteroborips seriatus","Grosmannia cucullata",69,21,4,4,17,0,48,0.19047619047619,0.0967858882386777,0.042976409005093,2.18004026875326,0.054,1,0.108,1,0.00692306891490004,0.127681217882386,"co-occurring",FALSE
"species","Heteroborips seriatus","Ophiostoma denticiliatum",69,21,5,4,17,1,47,0.181818181818182,0.0787003778569132,0.0429677748257891,2.39988699390078,0.041,1,0.082,0.979661016949153,0.0273727494019894,0.258520411018789,"co-occurring",FALSE
"species","Heteroborips seriatus","Ophiostoma denticulatum",69,21,6,4,17,2,46,0.173913043478261,0.0901246625136837,0.045155281627086,1.85556103174246,0.096,0.99,0.192,1,0.064917084671255,0.404987317215169,"co-occurring",FALSE
"species","Heteroborips seriatus","Raffaelea crossotarsi",69,21,3,3,18,0,48,0.142857142857143,0.0825565238858845,0.0354040093709642,1.70321441109753,0.15,1,0.3,1,0.0253845860213002,0.250166934702668,"co-occurring",FALSE
"species","Heteroborips seriatus","Leptographium lundbergii",69,21,7,3,18,4,44,0.12,0.0855117029591228,0.0432077974454058,0.798196137733105,0.372,0.9095,0.744,1,0.666711690416695,1,"co-occurring",FALSE
"species","Heteroborips seriatus","Ceratocystiopsis manitobensis",69,21,14,3,18,11,37,0.09375,0.0949878784697787,0.0368647649738398,-0.0335789057832641,0.69,0.6815,1,1,0.526053019441669,1,"avoiding",FALSE
"species","Heteroborips seriatus","Ceratocystiopsis rollhanseniana",69,21,3,2,19,1,47,0.0909090909090909,0.0372953275056497,0.0313669978834309,1.7092411458274,0.175,1,0.35,1,0.217773027445891,0.729486003267023,"co-occurring",FALSE
