"grid","beetle","fungal_unit","n_samples","beetle_n","fungus_n","shared_n","beetle_only","fungus_only","both_absent","jaccard","exp_jaccard_null","sd_jaccard_null","z_score","p_pos","p_neg","p_perm","q_perm","p_fisher","q_fisher","direction","beetle_is_target"
"genus","Dryocoetes autographus","Graphilbum",69,14,20,4,10,16,39,0.133333333333333,0.192342312851421,0.0478847603312956,-1.23231230792068,0.9695,0.2115,0.423,1,1,1,"avoiding",FALSE
"genus","Dryocoetes autographus","Ceratocystiopsis",69,14,21,4,10,17,38,0.129032258064516,0.191883743597917,0.044424002926168,-1.41480914355825,0.9855,0.1535,0.307,1,1,1,"avoiding",FALSE
"genus","Dryocoetes autographus","Grosmannia",69,14,18,3,11,15,40,0.103448275862069,0.174382361738487,0.0505289876518052,-1.40382954760985,0.974,0.152,0.304,1,0.747095483759605,0.98454443596227,"avoiding",FALSE
"genus","Dryocoetes autographus","Hawksworthiomyces",69,14,10,1,13,9,46,0.0434782608695652,0.104757948233232,0.0486492936560522,-1.25962131735994,0.981,0.2205,0.441,1,0.674153046072605,0.953726981305219,"avoiding",FALSE
"genus","Dryocoetes autographus","Raffaelea",69,14,10,0,14,10,45,0,0.121095808982085,0.0516293422456571,-2.34548424819941,1,0.0125,0.025,0.303571428571429,0.195130173632333,0.581967184517483,"avoiding",FALSE
"genus","Dryocoetes autographus","Ophiostomatales (unclassified genus)",69,14,7,0,14,7,48,0,0.141040018203118,0.0660809051406328,-2.13435360643076,1,0.0235,0.047,0.445238095238095,0.330406391953277,0.767136606192592,"avoiding",FALSE
"genus","Euwallacea validus","Grosmannia",69,8,18,4,4,14,47,0.181818181818182,0.0935884665464681,0.0436292992019588,2.02225836503357,0.0805,0.9955,0.161,0.822089552238806,0.191978762900452,0.581967184517483,"co-occurring",FALSE
"genus","Euwallacea validus","Graphilbum",69,8,20,4,4,16,45,0.166666666666667,0.143585996347159,0.0568367016720062,0.406087433656897,0.4775,0.813,0.955,1,0.216788762230434,0.614234826319564,"co-occurring",FALSE
"genus","Euwallacea validus","Sporothrix",69,8,34,6,2,28,33,0.166666666666667,0.110193184045905,0.036049034005404,1.56657408939991,0.127,0.974,0.254,1,0.150551589876704,0.522096752586545,"co-occurring",FALSE
"genus","Euwallacea validus","Ophiostoma",69,8,23,4,4,19,42,0.148148148148148,0.102498858442175,0.0429102104113024,1.06383280968367,0.267,0.94,0.534,1,0.426246831090497,0.822638409336459,"co-occurring",FALSE
"genus","Euwallacea validus","Any Ophiostomatales",69,8,44,6,2,38,23,0.130434782608696,0.116272119760895,0.0283811872944366,0.499015869240136,0.474,0.823,0.948,1,0.701269839195014,0.953726981305219,"co-occurring",FALSE
"genus","Euwallacea validus","Leptographium",69,8,20,3,5,17,44,0.12,0.0908654327163586,0.03242034963513,0.898650619488442,0.414,0.96,0.828,1,0.68224125322882,0.953726981305219,"co-occurring",FALSE
"genus","Euwallacea validus","Ceratocystiopsis",69,8,21,3,5,18,43,0.115384615384615,0.111106464028142,0.0470006733994669,0.0910231927979653,0.6165,0.7125,1,1,0.691797907267051,0.953726981305219,"co-occurring",FALSE
"genus","Euwallacea validus","Ophiostomatales (unclassified genus)",69,8,7,1,7,6,55,0.0714285714285714,0.0246909168870148,0.0339790099786145,1.37548605951062,0.346,1,0.692,1,1,1,"co-occurring",FALSE
"genus","Euwallacea validus","Raffaelea",69,8,10,1,7,9,52,0.0588235294117647,0.038901803843099,0.0356679028464439,0.558533694970292,0.594,0.94,1,1,1,1,"co-occurring",FALSE
"genus","Euwallacea validus","Hawksworthiomyces",69,8,10,0,8,10,51,0,0.0442279963511177,0.041300577289593,-1.07088082670124,1,0.3925,0.785,1,0.591997445202134,0.935391966058339,"avoiding",FALSE
"genus","Gnathotrichus materiarius","Ceratocystiopsis",69,17,21,10,7,11,41,0.357142857142857,0.250478483892026,0.0594814521954532,1.79323754403872,0.0845,0.9785,0.169,0.832753623188406,0.00588257213719889,0.0913551019925604,"co-occurring",FALSE
"genus","Gnathotrichus materiarius","Leptographium",69,17,20,9,8,11,41,0.321428571428571,0.266498144884799,0.0592337642479276,0.927349920120836,0.273,0.906,0.546,1,0.0281127116295058,0.199131707375666,"co-occurring",FALSE
"genus","Gnathotrichus materiarius","Sporothrix",69,17,34,12,5,22,30,0.307692307692308,0.246929167951274,0.0469229492607814,1.29495568156498,0.1725,0.949,0.345,1,0.0538517620624723,0.286087485956884,"co-occurring",FALSE
"genus","Gnathotrichus materiarius","Any Ophiostomatales",69,17,44,14,3,30,22,0.297872340425532,0.251955409814834,0.0379041121116133,1.21139707679975,0.203,0.9435,0.406,1,0.0851033285688297,0.380725417281606,"co-occurring",FALSE
"genus","Gnathotrichus materiarius","Grosmannia",69,17,18,8,9,10,42,0.296296296296296,0.174477608802563,0.0506712250435966,2.40409990855605,0.033,0.996,0.066,0.498666666666667,0.0525896192399621,0.286087485956884,"co-occurring",FALSE
"genus","Gnathotrichus materiarius","Ophiostoma",69,17,23,8,9,15,37,0.25,0.231564515604347,0.0580177035794521,0.317756189201915,0.4795,0.756,0.959,1,0.236091392771683,0.642168588338979,"co-occurring",FALSE
"genus","Gnathotrichus materiarius","Graphilbum",69,17,20,7,10,13,39,0.233333333333333,0.242558468581878,0.0595835365405325,-0.154826916698193,0.677,0.6025,1,1,0.228491880982814,0.640891617324474,"avoiding",FALSE
"genus","Gnathotrichus materiarius","Ophiostomatales (unclassified genus)",69,17,7,3,14,4,48,0.142857142857143,0.0685575989575815,0.0418111460838399,1.77702720108594,0.118,0.991,0.236,1,0.351603314127649,0.776267057164939,"co-occurring",FALSE
"genus","Gnathotrichus materiarius","Hawksworthiomyces",69,17,10,3,14,7,45,0.125,0.118340855699101,0.0527249456747413,0.126299690131102,0.6045,0.742,1,1,0.699013465914024,0.953726981305219,"co-occurring",FALSE
"genus","Gnathotrichus materiarius","Raffaelea",69,17,10,3,14,7,45,0.125,0.107248019940128,0.0498817384571833,0.355881342730459,0.521,0.818,1,1,0.699013465914024,0.953726981305219,"co-occurring",FALSE
"genus","Heteroborips seriatus","Grosmannia",69,21,18,13,8,5,43,0.5,0.274140479188286,0.0615593897990577,3.66896945452132,0.002,1,0.004,0.136,2.15898873561946e-05,0.00244685390036873,"co-occurring",FALSE
