"grid","beetle","fungal_unit","n_samples","beetle_n","fungus_n","shared_n","beetle_only","fungus_only","both_absent","jaccard","exp_jaccard_null","sd_jaccard_null","z_score","p_pos","p_neg","p_perm","q_perm","p_fisher","q_fisher","direction","scheme","in_block","asv_genus","asv_species","asv_lab"
"species","Dendroctonus valens","Ophiostoma karelicum",69,14,3,1,13,2,53,0.0625,0.0420314323828582,0.0435968189857995,0.469496814063632,0.548,0.89,1,1,0.499274726113677,0.742165133412223,"co-occurring","within_site_x_date",TRUE,NA,NA,"Ophiostoma karelicum"
"species","Dendroctonus valens","Ophiostoma sparsiannulatum",69,14,3,1,13,2,53,0.0625,0.0640674503918633,0.0442772743850454,-0.0354007877321534,0.778,0.782,1,1,0.499274726113677,0.742165133412223,"avoiding","within_site_x_date",TRUE,NA,NA,"Ophiostoma sparsiannulatum"
"species","Dendroctonus valens","Grosmannia cucullata",69,14,4,1,13,3,52,0.0588235294117647,0.105730176012376,0.0662416326062655,-0.708114289383848,0.895,0.449,0.898,1,1,1,"avoiding","within_site_x_date",TRUE,NA,NA,"Grosmannia cucullata"
"species","Dendroctonus valens","Ceratocystiopsis synnemata",69,14,5,0,14,5,50,0,0.0989558913443657,0.061115077671876,-1.61917312574902,1,0.1025,0.205,1,0.575142191854029,0.805931733808194,"avoiding","within_site_x_date",TRUE,NA,NA,"Ceratocystiopsis synnemata"
"species","Dryocoetes autographus","Ophiostoma denticulatum",69,14,6,3,11,3,52,0.176470588235294,0.0732402665040825,0.0466267624086941,2.21397147042668,0.076,1,0.152,1,0.0930044470740925,0.269223399425005,"co-occurring","within_site_x_date",FALSE,NA,NA,"Ophiostoma denticulatum"
"species","Dryocoetes autographus","Leptographium gracile",69,14,13,4,10,9,46,0.173913043478261,0.111233627498718,0.0495384933343383,1.26526690177103,0.2145,0.954,0.429,1,0.442831455664983,0.700884318318677,"co-occurring","within_site_x_date",FALSE,NA,NA,"Leptographium gracile"
"species","Dryocoetes autographus","Ophiostoma adjuncti",69,14,7,3,11,4,51,0.166666666666667,0.0691301791246504,0.0448738078789015,2.17357278449007,0.0765,1,0.153,1,0.142318299805321,0.336666945776029,"co-occurring","within_site_x_date",FALSE,NA,NA,"Ophiostoma adjuncti"
"species","Dryocoetes autographus","Ceratocystiopsis manitobensis",69,14,14,3,11,11,44,0.12,0.0506096923105439,0.0324013838328871,2.14158469426313,0.0765,1,0.153,1,1,1,"co-occurring","within_site_x_date",FALSE,NA,NA,"Ceratocystiopsis manitobensis"
"species","Dryocoetes autographus","Grosmannia olivacea",69,14,5,2,12,3,52,0.117647058823529,0.0667196343269689,0.0412394610441373,1.23491973966523,0.335,1,0.67,1,0.265602931633393,0.50810995616823,"co-occurring","within_site_x_date",FALSE,NA,NA,"Grosmannia olivacea"
"species","Dryocoetes autographus","Sporothrix rossii",69,14,16,3,11,13,42,0.111111111111111,0.105943660643428,0.0398133569909706,0.129791880369583,0.626,0.7515,1,1,1,1,"co-occurring","within_site_x_date",FALSE,NA,NA,"Sporothrix rossii"
"species","Dryocoetes autographus","Leptographium lundbergii",69,14,7,1,13,6,49,0.05,0.0342408046128323,0.0350699701911337,0.449364379304545,0.554,0.8815,1,1,1,1,"co-occurring","within_site_x_date",FALSE,NA,NA,"Leptographium lundbergii"
"species","Dryocoetes autographus","Ophiostoma pallidulum",69,14,7,1,13,6,49,0.05,0.0337418709354669,0.0234276387405628,0.693972160172661,0.675,1,1,1,1,1,"co-occurring","within_site_x_date",FALSE,NA,NA,"Ophiostoma pallidulum"
"species","Dryocoetes autographus","Sporothrix eucastaneae",69,14,10,1,13,9,46,0.0434782608695652,0.0743474504050451,0.0226163723400951,-1.36490455106073,1,0.3495,0.699,1,0.674153046072605,0.882819465095078,"avoiding","within_site_x_date",FALSE,NA,NA,"Sporothrix eucastaneae"
"species","Dryocoetes autographus","Ceratocystiopsis rollhanseniana",69,14,3,0,14,3,52,0,0,0,NA,1,1,1,1,1,1,"co-occurring","within_site_x_date",FALSE,NA,NA,"Ceratocystiopsis rollhanseniana"
"species","Dryocoetes autographus","Ceratocystiopsis synnemata",69,14,5,0,14,5,50,0,0.0770689674902818,0.0505016988433586,-1.52606683053034,1,0.156,0.312,1,0.575142191854029,0.805931733808194,"avoiding","within_site_x_date",FALSE,NA,NA,"Ceratocystiopsis synnemata"
"species","Dryocoetes autographus","Grosmannia cucullata",69,14,4,0,14,4,51,0,0,0,NA,1,1,1,1,0.575142191854029,0.805931733808194,"co-occurring","within_site_x_date",FALSE,NA,NA,"Grosmannia cucullata"
"species","Dryocoetes autographus","Grosmannia francke-grosmanniae",69,14,13,0,14,13,42,0,0.0386454765844457,0.026671917522656,-1.44892006926832,1,0.229,0.458,1,0.0561754624240655,0.190132334358375,"avoiding","within_site_x_date",FALSE,NA,NA,"Grosmannia francke-grosmanniae"
"species","Dryocoetes autographus","Ophiostoma denticiliatum",69,14,5,0,14,5,50,0,0,0,NA,1,1,1,1,0.575142191854029,0.805931733808194,"co-occurring","within_site_x_date",FALSE,NA,NA,"Ophiostoma denticiliatum"
"species","Dryocoetes autographus","Ophiostoma karelicum",69,14,3,0,14,3,52,0,0,0,NA,1,1,1,1,1,1,"co-occurring","within_site_x_date",FALSE,NA,NA,"Ophiostoma karelicum"
"species","Dryocoetes autographus","Ophiostoma sparsiannulatum",69,14,3,0,14,3,52,0,0.0211668334167084,0.0295859787004491,-0.715434619588468,1,0.6615,1,1,1,1,"avoiding","within_site_x_date",FALSE,NA,NA,"Ophiostoma sparsiannulatum"
"species","Dryocoetes autographus","Ophiostoma undulatum",69,14,6,0,14,6,49,0,0.0180879913641034,0.0250027366236776,-0.723440463192099,1,0.6565,1,1,0.334831994121464,0.559456408957306,"avoiding","within_site_x_date",FALSE,NA,NA,"Ophiostoma undulatum"
"species","Dryocoetes autographus","Raffaelea arxii",69,14,9,0,14,9,46,0,0.015303106098504,0.0214858467778702,-0.712241237532502,1,0.6635,1,1,0.187172983060235,0.395942848781267,"avoiding","within_site_x_date",FALSE,NA,NA,"Raffaelea arxii"
"species","Dryocoetes autographus","Raffaelea crossotarsi",69,14,3,0,14,3,52,0,0,0,NA,1,1,1,1,1,1,"co-occurring","within_site_x_date",FALSE,NA,NA,"Raffaelea crossotarsi"
"species","Dryocoetes autographus","Raffaelea subfusca",69,14,3,0,14,3,52,0,0.0216045522761381,0.0297316337312884,-0.726652039083957,1,0.6545,1,1,1,1,"avoiding","within_site_x_date",FALSE,NA,NA,"Raffaelea subfusca"
"species","Heteroborips seriatus","Grosmannia francke-grosmanniae",69,21,13,13,8,0,48,0.619047619047619,0.363720076242206,0.0686162593477986,3.72109388113423,0.0025,1,0.005,0.513333333333333,5.26483943325486e-09,1.15826467531607e-06,"co-occurring","within_site_x_date",TRUE,NA,NA,"Grosmannia francke-grosmanniae"
"species","Heteroborips seriatus","Raffaelea arxii",69,21,9,9,12,0,48,0.428571428571429,0.270267247162215,0.0573779915075153,2.75897042141112,0.019,1,0.038,1,5.18650500411162e-06,0.000380343700301518,"co-occurring","within_site_x_date",TRUE,NA,NA,"Raffaelea arxii"
"species","Heteroborips seriatus","Sporothrix eucastaneae",69,21,10,7,14,3,45,0.291666666666667,0.226126082984513,0.0383605986448763,1.70853912601565,0.1485,1,0.297,1,0.0066322404242797,0.0566081216537376,"co-occurring","within_site_x_date",TRUE,NA,NA,"Sporothrix eucastaneae"
"species","Heteroborips seriatus","Sporothrix rossii",69,21,16,8,13,8,40,0.275862068965517,0.264741460691414,0.0456458811871991,0.243627858305465,0.5815,0.7655,1,1,0.0672350996095225,0.217525322266102,"co-occurring","within_site_x_date",TRUE,NA,NA,"Sporothrix rossii"
"species","Heteroborips seriatus","Leptographium gracile",69,21,13,7,14,6,42,0.259259259259259,0.203488347141165,0.0574526074174509,0.970728999518907,0.2725,0.916,0.545,1,0.0525734166628686,0.182785719738902,"co-occurring","within_site_x_date",TRUE,NA,NA,"Leptographium gracile"
"species","Heteroborips seriatus","Ophiostoma undulatum",69,21,6,5,16,1,47,0.227272727272727,0.17480397313281,0.0410824527411376,1.27715729317637,0.287,1,0.574,1,0.00860058176735659,0.0652457927178775,"co-occurring","within_site_x_date",TRUE,NA,NA,"Ophiostoma undulatum"
"species","Heteroborips seriatus","Ophiostoma pallidulum",69,21,7,5,16,2,46,0.217391304347826,0.136461820653916,0.0387699008250129,2.0874307638594,0.081,1,0.162,1,0.0237970984239641,0.111390673473874,"co-occurring","within_site_x_date",TRUE,NA,NA,"Ophiostoma pallidulum"
"species","Heteroborips seriatus","Grosmannia cucullata",69,21,4,4,17,0,48,0.19047619047619,0.136970058999007,0.0415780399488645,1.28688441165069,0.2855,1,0.571,1,0.00692306891490004,0.0566081216537376,"co-occurring","within_site_x_date",TRUE,NA,NA,"Grosmannia cucullata"
"species","Heteroborips seriatus","Ophiostoma denticiliatum",69,21,5,4,17,1,47,0.181818181818182,0.115007767388307,0.0324606773144317,2.05819532915821,0.112,1,0.224,1,0.0273727494019894,0.115807785931494,"co-occurring","within_site_x_date",TRUE,NA,NA,"Ophiostoma denticiliatum"
"species","Heteroborips seriatus","Ophiostoma denticulatum",69,21,6,4,17,2,46,0.173913043478261,0.127206137273562,0.043989665408567,1.06176998099199,0.303,0.9565,0.606,1,0.064917084671255,0.213160576532479,"co-occurring","within_site_x_date",TRUE,NA,NA,"Ophiostoma denticulatum"
"species","Heteroborips seriatus","Raffaelea crossotarsi",69,21,3,3,18,0,48,0.142857142857143,0.0924310263545097,0.0401988298937895,1.25441752000905,0.297,1,0.594,1,0.0253845860213002,0.113971610707878,"co-occurring","within_site_x_date",TRUE,NA,NA,"Raffaelea crossotarsi"
"species","Heteroborips seriatus","Leptographium lundbergii",69,21,7,3,18,4,44,0.12,0.107762792581723,0.0416812355359971,0.293590323341262,0.5645,0.8025,1,1,0.666711690416695,0.882819465095078,"co-occurring","within_site_x_date",TRUE,NA,NA,"Leptographium lundbergii"
"species","Heteroborips seriatus","Ceratocystiopsis manitobensis",69,21,14,3,18,11,37,0.09375,0.118602893839634,0.0377804559554173,-0.657824084202743,0.8695,0.43,0.86,1,0.526053019441669,0.771544428514448,"avoiding","within_site_x_date",TRUE,NA,NA,"Ceratocystiopsis manitobensis"
"species","Heteroborips seriatus","Ceratocystiopsis rollhanseniana",69,21,3,2,19,1,47,0.0909090909090909,0.0600201286413959,0.0306998072725029,1.00616143917495,0.449,1,0.898,1,0.217773027445891,0.443611722574963,"co-occurring","within_site_x_date",TRUE,NA,NA,"Ceratocystiopsis rollhanseniana"
"species","Heteroborips seriatus","Ophiostoma sparsiannulatum",69,21,3,2,19,1,47,0.0909090909090909,0.0442909201636386,0.0299741220028273,1.55528060975581,0.217,1,0.434,1,0.217773027445891,0.443611722574963,"co-occurring","within_site_x_date",TRUE,NA,NA,"Ophiostoma sparsiannulatum"
"species","Heteroborips seriatus","Raffaelea subfusca",69,21,3,2,19,1,47,0.0909090909090909,0.0919621301333899,0.0331471544037974,-0.0317686161373291,0.7785,0.7775,1,1,0.217773027445891,0.443611722574963,"avoiding","within_site_x_date",TRUE,NA,NA,"Raffaelea subfusca"
"species","Heteroborips seriatus","Ophiostoma karelicum",69,21,3,1,20,2,46,0.0434782608695652,0.0286665071666262,0.0206110105722785,0.71863306512785,0.6595,1,1,1,1,1,"co-occurring","within_site_x_date",TRUE,NA,NA,"Ophiostoma karelicum"
"species","Heteroborips seriatus","Ceratocystiopsis synnemata",69,21,5,1,20,4,44,0.04,0.11726805714169,0.0489786106777076,-1.57758776887599,0.9865,0.116,0.232,1,1,1,"avoiding","within_site_x_date",TRUE,NA,NA,"Ceratocystiopsis synnemata"
"species","Heteroborips seriatus","Grosmannia olivacea",69,21,5,1,20,4,44,0.04,0.0549858262464568,0.0282913203849765,-0.529696954491198,0.8875,0.5505,1,1,1,1,"avoiding","within_site_x_date",TRUE,NA,NA,"Grosmannia olivacea"
"species","Heteroborips seriatus","Ophiostoma adjuncti",69,21,7,1,20,6,42,0.037037037037037,0.0646034128175214,0.0333217033850521,-0.827279910091583,0.928,0.413,0.826,1,0.426845103974165,0.680477701987799,"avoiding","within_site_x_date",TRUE,NA,NA,"Ophiostoma adjuncti"
"species","Hylastes opacus","Grosmannia francke-grosmanniae",69,8,13,5,3,8,53,0.3125,0.37233113162916,0.0846191992242498,-0.707063316335584,0.8955,0.452,0.904,1,0.00459437611053716,0.0485618167364003,"avoiding","within_site_x_date",TRUE,NA,NA,"Grosmannia francke-grosmanniae"
"species","Hylastes opacus","Raffaelea arxii",69,8,9,4,4,5,56,0.307692307692308,0.346822203975775,0.0989843640663182,-0.395313912985803,0.8185,0.5765,1,1,0.00788195229983687,0.061929625213004,"avoiding","within_site_x_date",TRUE,NA,NA,"Raffaelea arxii"
"species","Hylastes opacus","Sporothrix rossii",69,8,16,5,3,11,50,0.263157894736842,0.220536584081507,0.0295928068301845,1.44025914472775,0.3255,1,0.651,1,0.0136314792225282,0.0818329243927008,"co-occurring","within_site_x_date",TRUE,NA,NA,"Sporothrix rossii"
"species","Hylastes opacus","Grosmannia cucullata",69,8,4,2,6,2,59,0.2,0.247666257371102,0.107632278714202,-0.442862103641523,0.8415,0.5955,1,1,0.0633035704990508,0.211011901663503,"avoiding","within_site_x_date",TRUE,NA,NA,"Grosmannia cucullata"
"species","Hylastes opacus","Ophiostoma denticiliatum",69,8,5,2,6,3,58,0.181818181818182,0.183394727666867,0.0731640862285226,-0.0215480836289075,0.758,0.785,1,1,0.0991702372013094,0.278323264797543,"avoiding","within_site_x_date",TRUE,NA,NA,"Ophiostoma denticiliatum"
"species","Hylastes opacus","Leptographium gracile",69,8,13,3,5,10,51,0.166666666666667,0.126595470077661,0.0498505252960962,0.803826967739964,0.4025,0.927,0.805,1,0.166657072282347,0.390048467043791,"co-occurring","within_site_x_date",TRUE,NA,NA,"Leptographium gracile"
"species","Hylastes opacus","Ophiostoma denticulatum",69,8,6,2,6,4,57,0.166666666666667,0.137073198603962,0.063696284230303,0.464602738139408,0.541,0.8905,1,1,0.139800445574962,0.336666945776029,"co-occurring","within_site_x_date",TRUE,NA,NA,"Ophiostoma denticulatum"
"species","Hylastes opacus","Ophiostoma undulatum",69,8,6,2,6,4,57,0.166666666666667,0.277056710173262,0.0776658259437664,-1.42134641800529,1,0.2225,0.445,1,0.139800445574962,0.336666945776029,"avoiding","within_site_x_date",TRUE,NA,NA,"Ophiostoma undulatum"
"species","Hylastes opacus","Leptographium lundbergii",69,8,7,2,6,5,56,0.153846153846154,0.126531672429626,0.0582056618375169,0.469275334292685,0.541,0.8905,1,1,0.183913243237784,0.395942848781267,"co-occurring","within_site_x_date",TRUE,NA,NA,"Leptographium lundbergii"
"species","Hylastes opacus","Ophiostoma pallidulum",69,8,7,2,6,5,56,0.153846153846154,0.154574540017262,0.0602886681733345,-0.0120816430877817,0.758,0.785,1,1,0.183913243237784,0.395942848781267,"avoiding","within_site_x_date",TRUE,NA,NA,"Ophiostoma pallidulum"
"species","Hylastes opacus","Sporothrix eucastaneae",69,8,10,2,6,8,53,0.125,0.149387193596797,0.0351414581108432,-0.693972160172596,1,0.675,1,1,0.326795784583521,0.557326144250966,"avoiding","within_site_x_date",TRUE,NA,NA,"Sporothrix eucastaneae"
"species","Hylastes opacus","Ceratocystiopsis rollhanseniana",69,8,3,1,7,2,59,0.1,0.103974209326885,0.074069594304735,-0.0536550708045452,0.7745,0.783,1,1,0.313089285032637,0.549854702858864,"avoiding","within_site_x_date",TRUE,NA,NA,"Ceratocystiopsis rollhanseniana"
"species","Hylastes opacus","Raffaelea subfusca",69,8,3,1,7,2,59,0.1,0.181440720360185,0.057644923356346,-1.41279952541076,1,0.334,0.668,1,0.313089285032637,0.549854702858864,"avoiding","within_site_x_date",TRUE,NA,NA,"Raffaelea subfusca"
"species","Hylastes opacus","Ceratocystiopsis synnemata",69,8,5,1,7,4,57,0.0833333333333333,0.0562364515591119,0.0390460645676042,0.69397216017266,0.675,1,1,1,0.47064642804613,0.719479117625852,"co-occurring","within_site_x_date",TRUE,NA,NA,"Ceratocystiopsis synnemata"
"species","Hylastes opacus","Ophiostoma adjuncti",69,8,7,1,7,6,55,0.0714285714285714,0.0232258986636175,0.0334680553436608,1.44025914472751,0.3255,1,0.651,1,1,1,"co-occurring","within_site_x_date",TRUE,NA,NA,"Ophiostoma adjuncti"
"species","Hylastes opacus","Ceratocystiopsis manitobensis",69,8,14,1,7,13,48,0.0476190476190476,0.0661259201029085,0.0336524028042782,-0.549942082635124,0.894,0.5505,1,1,1,1,"avoiding","within_site_x_date",TRUE,NA,NA,"Ceratocystiopsis manitobensis"
"species","Hylastes opacus","Grosmannia olivacea",69,8,5,0,8,5,56,0,0.05552776388194,0.0393033568338725,-1.41279952541064,1,0.334,0.668,1,1,1,"avoiding","within_site_x_date",TRUE,NA,NA,"Grosmannia olivacea"
"species","Hylastes opacus","Ophiostoma karelicum",69,8,3,0,8,3,58,0,0.0330665332666336,0.0470570445414791,-0.702690396067832,1,0.6695,1,1,1,1,"avoiding","within_site_x_date",TRUE,NA,NA,"Ophiostoma karelicum"
"species","Hylastes opacus","Ophiostoma sparsiannulatum",69,8,3,0,8,3,58,0,0.0666333166583275,0.0471640282006467,-1.41279952541064,1,0.334,0.668,1,1,1,"avoiding","within_site_x_date",TRUE,NA,NA,"Ophiostoma sparsiannulatum"
"species","Hylastes opacus","Raffaelea crossotarsi",69,8,3,0,8,3,58,0,0.104568951142237,0.0740006263304294,-1.4130819741351,1,0.2225,0.445,1,1,1,"avoiding","within_site_x_date",TRUE,NA,NA,"Raffaelea crossotarsi"
"species","Hylesinus aculeatus","Sporothrix eucastaneae",69,6,10,5,1,5,58,0.454545454545455,0.33878127875127,0.0774306835189976,1.49506849911485,0.243,1,0.486,1,0.00012577842816038,0.00572982275324147,"co-occurring","within_site_x_date",TRUE,NA,NA,"Sporothrix eucastaneae"
"species","Hylesinus aculeatus","Ophiostoma denticiliatum",69,6,5,3,3,2,61,0.375,0.323029570340724,0.0723990560522068,0.717832973150929,0.66,1,1,1,0.00356016850271918,0.0462243833622236,"co-occurring","within_site_x_date",TRUE,NA,NA,"Ophiostoma denticiliatum"
"species","Hylesinus aculeatus","Grosmannia francke-grosmanniae",69,6,13,5,1,8,55,0.357142857142857,0.21649248994245,0.0653825900625439,2.15118989727791,0.0755,1,0.151,1,0.000615528495629272,0.0150462521153822,"co-occurring","within_site_x_date",TRUE,NA,NA,"Grosmannia francke-grosmanniae"
"species","Hylesinus aculeatus","Ophiostoma pallidulum",69,6,7,3,3,4,59,0.3,0.303836261565127,0.0874006967436641,-0.0438928030102345,0.7715,0.7865,1,1,0.0116051329477485,0.0797852890157711,"avoiding","within_site_x_date",TRUE,NA,NA,"Ophiostoma pallidulum"
"species","Hylesinus aculeatus","Grosmannia cucullata",69,6,4,2,4,2,61,0.25,0.156342059918846,0.065102670699705,1.43861901630985,0.326,1,0.652,1,0.0353614397207175,0.13648274979926,"co-occurring","within_site_x_date",TRUE,NA,NA,"Grosmannia cucullata"
"species","Hylesinus aculeatus","Ophiostoma denticulatum",69,6,6,2,4,4,59,0.2,0.203541164521648,0.0806775662249202,-0.0438928030101395,0.7715,0.7865,1,1,0.0814070303384443,0.252247136259968,"avoiding","within_site_x_date",TRUE,NA,NA,"Ophiostoma denticulatum"
"species","Hylesinus aculeatus","Leptographium lundbergii",69,6,7,2,4,5,58,0.181818181818182,0.187158730880595,0.072815379837058,-0.0733436957187305,0.78,0.7715,1,1,0.109327789294723,0.293318459083402,"avoiding","within_site_x_date",TRUE,NA,NA,"Leptographium lundbergii"
"species","Hylesinus aculeatus","Sporothrix rossii",69,6,16,3,3,13,50,0.157894736842105,0.160755523960811,0.041173504734018,-0.0694812631857883,0.7855,0.7625,1,1,0.132352073623975,0.32716242918286,"avoiding","within_site_x_date",TRUE,NA,NA,"Sporothrix rossii"
"species","Hylesinus aculeatus","Raffaelea arxii",69,6,9,2,4,7,56,0.153846153846154,0.185977604186706,0.0453669706677651,-0.708256466491005,1,0.666,1,1,0.172342673359011,0.395942848781267,"avoiding","within_site_x_date",TRUE,NA,NA,"Raffaelea arxii"
"species","Hylesinus aculeatus","Ceratocystiopsis rollhanseniana",69,6,3,1,5,2,61,0.125,0.17870542414064,0.0758276509732625,-0.70825646649106,1,0.666,1,1,0.242069702637706,0.471286146728278,"avoiding","within_site_x_date",TRUE,NA,NA,"Ceratocystiopsis rollhanseniana"
"species","Hylesinus aculeatus","Leptographium gracile",69,6,13,2,4,11,52,0.117647058823529,0.056974565714231,0.0388053907154084,1.56350682188099,0.2175,1,0.435,1,0.314916784364622,0.549854702858864,"co-occurring","within_site_x_date",TRUE,NA,NA,"Leptographium gracile"
"species","Hylesinus aculeatus","Ceratocystiopsis manitobensis",69,6,14,2,4,12,51,0.111111111111111,0.132952096963517,0.0308376794081538,-0.70825646649115,1,0.666,1,1,0.593729720960415,0.816378366320571,"avoiding","within_site_x_date",TRUE,NA,NA,"Ceratocystiopsis manitobensis"
"species","Hylesinus aculeatus","Ceratocystiopsis synnemata",69,6,5,1,5,4,59,0.1,0.0713023178255785,0.0703045053014995,0.408191225460616,0.583,0.8935,1,1,0.374574999379366,0.61959774333429,"co-occurring","within_site_x_date",TRUE,NA,NA,"Ceratocystiopsis synnemata"
"species","Hylesinus aculeatus","Ophiostoma adjuncti",69,6,7,1,5,6,57,0.0833333333333333,0.0833333333333341,0,NA,1,1,1,1,0.487188727169689,0.734119999844736,"avoiding","within_site_x_date",TRUE,NA,NA,"Ophiostoma adjuncti"
"species","Hylesinus aculeatus","Grosmannia olivacea",69,6,5,0,6,5,58,0,0.0334167083541773,0.0471816494944752,-0.708256466491073,1,0.666,1,1,1,1,"avoiding","within_site_x_date",TRUE,NA,NA,"Grosmannia olivacea"
"species","Hylesinus aculeatus","Ophiostoma karelicum",69,6,3,0,6,3,60,0,0,0,NA,1,1,1,1,1,1,"co-occurring","within_site_x_date",TRUE,NA,NA,"Ophiostoma karelicum"
"species","Hylesinus aculeatus","Ophiostoma sparsiannulatum",69,6,3,0,6,3,60,0,0.0417708854427214,0.0589770618680946,-0.70825646649106,1,0.666,1,1,1,1,"avoiding","within_site_x_date",TRUE,NA,NA,"Ophiostoma sparsiannulatum"
"species","Hylesinus aculeatus","Ophiostoma undulatum",69,6,6,0,6,6,57,0,0.030378825776525,0.042892408631341,-0.708256466491078,1,0.666,1,1,1,1,"avoiding","within_site_x_date",TRUE,NA,NA,"Ophiostoma undulatum"
"species","Hylesinus aculeatus","Raffaelea crossotarsi",69,6,3,0,6,3,60,0,0.0417708854427214,0.0589770618680946,-0.70825646649106,1,0.666,1,1,1,1,"avoiding","within_site_x_date",TRUE,NA,NA,"Raffaelea crossotarsi"
"species","Hylesinus aculeatus","Raffaelea subfusca",69,6,3,0,6,3,60,0,0.0417708854427214,0.0589770618680946,-0.70825646649106,1,0.666,1,1,1,1,"avoiding","within_site_x_date",TRUE,NA,NA,"Raffaelea subfusca"
"species","Ips grandicollis","Leptographium gracile",69,19,13,8,11,5,45,0.333333333333333,0.119474764196942,0.057187008386566,3.73963554258295,0.0025,0.9995,0.005,0.513333333333333,0.00474300003099477,0.0485618167364003,"co-occurring","within_site_x_date",FALSE,NA,NA,"Leptographium gracile"
"species","Ips grandicollis","Ophiostoma denticulatum",69,19,6,5,14,1,49,0.25,0.0887129170645912,0.0514473092199388,3.13499550085121,0.008,1,0.016,0.691428571428571,0.00507628322359018,0.0485618167364003,"co-occurring","within_site_x_date",FALSE,NA,NA,"Ophiostoma denticulatum"
"species","Ips grandicollis","Sporothrix rossii",69,19,16,7,12,9,41,0.25,0.150047408563747,0.0479009585388994,2.08665117536391,0.049,0.995,0.098,1,0.117801345135136,0.304897599173293,"co-occurring","within_site_x_date",FALSE,NA,NA,"Sporothrix rossii"
"species","Ips grandicollis","Ophiostoma adjuncti",69,19,7,5,14,2,48,0.238095238095238,0.101533814149688,0.0550763355880299,2.47949364255144,0.035,0.9965,0.07,1,0.014506745687797,0.0818329243927008,"co-occurring","within_site_x_date",FALSE,NA,NA,"Ophiostoma adjuncti"
"species","Ips grandicollis","Ophiostoma pallidulum",69,19,7,5,14,2,48,0.238095238095238,0.101088857057929,0.0510740132989174,2.68250666411235,0.0225,1,0.045,1,0.014506745687797,0.0818329243927008,"co-occurring","within_site_x_date",FALSE,NA,NA,"Ophiostoma pallidulum"
"species","Ips grandicollis","Ceratocystiopsis manitobensis",69,19,14,6,13,8,42,0.222222222222222,0.153298481452205,0.0497010614453822,1.38676597170384,0.167,0.96,0.334,1,0.185632607487925,0.395942848781267,"co-occurring","within_site_x_date",FALSE,NA,NA,"Ceratocystiopsis manitobensis"
"species","Ips grandicollis","Leptographium lundbergii",69,19,7,4,15,3,47,0.181818181818182,0.0856286810824959,0.0498203839294695,1.93072580235152,0.0855,0.99,0.171,1,0.084920865420541,0.255925895787932,"co-occurring","within_site_x_date",FALSE,NA,NA,"Leptographium lundbergii"
"species","Ips grandicollis","Grosmannia olivacea",69,19,5,3,16,2,48,0.142857142857143,0.0930573700175889,0.0491475969072393,1.01326974202921,0.313,0.944,0.626,1,0.123900110272596,0.309750275681489,"co-occurring","within_site_x_date",FALSE,NA,NA,"Grosmannia olivacea"
"species","Ips grandicollis","Sporothrix eucastaneae",69,19,10,3,16,7,43,0.115384615384615,0.115849178150327,0.0275605992995353,-0.0168560473109844,0.792,0.797,1,1,1,1,"avoiding","within_site_x_date",FALSE,NA,NA,"Sporothrix eucastaneae"
"species","Ips grandicollis","Grosmannia francke-grosmanniae",69,19,13,3,16,10,40,0.103448275862069,0.103759747522116,0.0347499717590045,-0.00896322052308323,0.7125,0.722,1,1,1,1,"avoiding","within_site_x_date",FALSE,NA,NA,"Grosmannia francke-grosmanniae"
"species","Ips grandicollis","Ceratocystiopsis rollhanseniana",69,19,3,2,17,1,49,0.1,0.0485127275417165,0.0410068975433885,1.25557590412213,0.24,0.9615,0.48,1,0.181681108523877,0.395942848781267,"co-occurring","within_site_x_date",FALSE,NA,NA,"Ceratocystiopsis rollhanseniana"
"species","Ips grandicollis","Ophiostoma denticiliatum",69,19,5,2,17,3,47,0.0909090909090909,0.0746287881377165,0.039929797333066,0.407723150597929,0.5775,0.8555,1,1,0.610651337948357,0.824191989868948,"co-occurring","within_site_x_date",FALSE,NA,NA,"Ophiostoma denticiliatum"
"species","Ips grandicollis","Raffaelea arxii",69,19,9,2,17,7,43,0.0769230769230769,0.077950086154189,0.0394957253373845,-0.0260030477308375,0.7065,0.71,1,1,1,1,"avoiding","within_site_x_date",FALSE,NA,NA,"Raffaelea arxii"
"species","Ips grandicollis","Ophiostoma karelicum",69,19,3,1,18,2,48,0.0476190476190476,0.0315419614569198,0.0317505192297524,0.50635663769122,0.5575,0.9045,1,1,1,1,"co-occurring","within_site_x_date",FALSE,NA,NA,"Ophiostoma karelicum"
"species","Ips grandicollis","Raffaelea subfusca",69,19,3,1,18,2,48,0.0476190476190476,0.0496654342208706,0.0423791969230612,-0.0482875266734798,0.7045,0.7415,1,1,1,1,"avoiding","within_site_x_date",FALSE,NA,NA,"Raffaelea subfusca"
"species","Ips grandicollis","Grosmannia cucullata",69,19,4,1,18,3,47,0.0454545454545455,0.0465340895556012,0.039465408173775,-0.0273541856276341,0.699,0.742,1,1,1,1,"avoiding","within_site_x_date",FALSE,NA,NA,"Grosmannia cucullata"
"species","Ips grandicollis","Ophiostoma undulatum",69,19,6,1,18,5,45,0.0416666666666667,0.0427170106792528,0.0291207164406351,-0.0360686185289197,0.779,0.7735,1,1,1,1,"avoiding","within_site_x_date",FALSE,NA,NA,"Ophiostoma undulatum"
