"grid","beetle","fungal_unit","genus","species","n_samples","beetle_n","fungus_n","shared_n","beetle_only","fungus_only","both_absent","jaccard","exp_jaccard_null","sd_jaccard_null","z_score","p_pos","p_neg","p_perm","q_perm","p_fisher","q_fisher","direction","beetle_is_target"
"asv","Dryocoetes affaber","ASV_11554","Raffaelea","crossotarsi",69,5,3,0,5,3,61,0,0,0,NA,1,1,1,1,1,1,"co-occurring",FALSE
"asv","Dryocoetes affaber","ASV_11600","Ophiostoma","undulatum",69,5,4,0,5,4,60,0,0.0400825412706353,0.0583559003139074,-0.686863557155725,1,0.6795,1,1,1,1,"avoiding",FALSE
"asv","Dryocoetes affaber","ASV_27488","Ceratocystiopsis","synnemata",69,5,4,0,5,4,60,0,0,0,NA,1,1,1,1,1,1,"co-occurring",FALSE
"asv","Dryocoetes affaber","ASV_28495","Raffaelea","subfusca",69,5,3,0,5,3,61,0,0,0,NA,1,1,1,1,1,1,"co-occurring",FALSE
"asv","Dryocoetes autographus","ASV_13249","Ophiostoma","denticulatum",69,14,6,3,11,3,52,0.176470588235294,0.169470915368246,0.0619141727547133,0.113054451922975,0.6535,0.763,1,1,0.0930044470740925,0.531568520776925,"co-occurring",FALSE
"asv","Dryocoetes autographus","ASV_6117","Leptographium","gracile",69,14,13,4,10,9,46,0.173913043478261,0.280337923846699,0.0747005014071942,-1.42468763078729,0.9835,0.1295,0.259,1,0.442831455664983,0.981930619083222,"avoiding",FALSE
"asv","Dryocoetes autographus","ASV_6959","Ophiostoma","adjuncti",69,14,7,3,11,4,51,0.166666666666667,0.163055327973588,0.0630674089688278,0.0572615674581462,0.6485,0.7435,1,1,0.142318299805321,0.66448614627414,"co-occurring",FALSE
"asv","Dryocoetes autographus","ASV_8274","Sporothrix","rossii",69,14,12,3,11,9,46,0.130434782608696,0.264831877566582,0.0668895297779169,-2.00923964339567,1,0.0245,0.049,1,0.698059915904878,1,"avoiding",FALSE
"asv","Dryocoetes autographus","ASV_7886","Grosmannia",NA,69,14,4,2,12,2,53,0.125,0.139250087228487,0.0590687493662339,-0.241245792087703,0.7955,0.65,1,1,0.180631370004199,0.719377464700006,"avoiding",FALSE
"asv","Dryocoetes autographus","ASV_8895","Ceratocystiopsis","manitobensis",69,14,13,3,11,10,45,0.125,0.170633374710566,0.055218505444043,-0.826414520704657,0.9185,0.3685,0.737,1,0.718285567471059,1,"avoiding",FALSE
"asv","Dryocoetes autographus","ASV_23023","Sporothrix",NA,69,14,4,2,12,2,53,0.125,0.105754347762117,0.0545273861279224,0.352953875190944,0.6045,0.853,1,1,0.180631370004199,0.719377464700006,"co-occurring",FALSE
"asv","Dryocoetes autographus","ASV_9363","Sporothrix",NA,69,14,5,2,12,3,52,0.117647058823529,0.167100502865813,0.0559323225932367,-0.884165751562478,0.936,0.3885,0.777,1,0.265602931633393,0.865061481276482,"avoiding",FALSE
"asv","Dryocoetes autographus","ASV_15268","Grosmannia","olivacea",69,14,5,2,12,3,52,0.117647058823529,0.0782016825406175,0.0478111121654496,0.825025281704632,0.417,0.942,0.834,1,0.265602931633393,0.865061481276482,"co-occurring",FALSE
"asv","Dryocoetes autographus","ASV_8131","Graphilbum",NA,69,14,6,2,12,4,51,0.111111111111111,0.161357037307784,0.061924394407908,-0.811407631469002,0.921,0.4075,0.815,1,0.593729720960415,1,"avoiding",FALSE
"asv","Dryocoetes autographus","ASV_6045","Sporothrix",NA,69,14,7,2,12,5,50,0.105263157894737,0.116474581459978,0.0604366516306575,-0.185507026990129,0.7375,0.655,1,1,0.623823815704088,1,"avoiding",FALSE
"asv","Dryocoetes autographus","ASV_15738","Graphilbum",NA,69,14,7,2,12,5,50,0.105263157894737,0.153450506212862,0.0641058803696103,-0.751683746331767,0.8945,0.409,0.818,1,0.623823815704088,1,"avoiding",FALSE
"asv","Dryocoetes autographus","ASV_21569","Sporothrix",NA,69,14,7,2,12,5,50,0.105263157894737,0.137099019065778,0.0555544920389906,-0.573056471269638,0.8645,0.4945,0.989,1,0.623823815704088,1,"avoiding",FALSE
"asv","Dryocoetes autographus","ASV_4044","Graphilbum",NA,69,14,6,1,13,5,50,0.0526315789473684,0.0950646461861842,0.0470968440814991,-0.900974748231265,0.9575,0.4015,0.803,1,1,1,"avoiding",FALSE
"asv","Dryocoetes autographus","ASV_7618","Leptographium","lundbergii",69,14,7,1,13,6,49,0.05,0.173228732529323,0.0657510068702037,-1.87417255484139,0.997,0.0505,0.101,1,1,1,"avoiding",FALSE
"asv","Dryocoetes autographus","ASV_13560","Hawksworthiomyces",NA,69,14,7,1,13,6,49,0.05,0.0720544482767706,0.0436436899646492,-0.505329597351517,0.8735,0.565,1,1,1,1,"avoiding",FALSE
"asv","Dryocoetes autographus","ASV_15258","Ophiostoma","pallidulum",69,14,7,1,13,6,49,0.05,0.119333041133571,0.0554092570079453,-1.25128985439436,0.9755,0.227,0.454,1,1,1,"avoiding",FALSE
"asv","Dryocoetes autographus","ASV_3556","Sporothrix","rossii",69,14,9,1,13,8,47,0.0454545454545455,0.136572951547546,0.0566056240674147,-1.6097058833674,0.9885,0.101,0.202,1,0.674153046072605,1,"avoiding",FALSE
"asv","Dryocoetes autographus","ASV_3603","Sporothrix","eucastaneae",69,14,10,1,13,9,46,0.0434782608695652,0.0871541925677688,0.0431060627441173,-1.01322015785735,0.95,0.3185,0.637,1,0.674153046072605,1,"avoiding",FALSE
"asv","Dryocoetes autographus","ASV_660","Grosmannia","francke-grosmanniae",69,14,13,0,14,13,42,0,0.120738486452105,0.049689417993272,-2.4298631645968,1,0.01,0.02,0.767684210526316,0.0561754624240655,0.424404932746226,"avoiding",FALSE
"asv","Dryocoetes autographus","ASV_1122","Raffaelea","arxii",69,14,8,0,14,8,47,0,0.121047909084032,0.0511245438471613,-2.36770638865569,1,0.017,0.034,1,0.193284105419606,0.753808011136463,"avoiding",FALSE
"asv","Dryocoetes autographus","ASV_1646","Raffaelea","arxii",69,14,5,0,14,5,50,0,0.0773703845386756,0.0396556739590399,-1.95105458599925,1,0.1065,0.213,1,0.575142191854029,1,"avoiding",FALSE
"asv","Dryocoetes autographus","ASV_4337","Ophiostoma","undulatum",69,14,4,0,14,4,51,0,0.0595150516434701,0.0423917293135804,-1.40393073382841,1,0.2385,0.477,1,0.575142191854029,1,"avoiding",FALSE
"asv","Dryocoetes autographus","ASV_5162","Sporothrix",NA,69,14,7,0,14,7,48,0,0.0522449821401925,0.042609750969043,-1.22612737582413,1,0.281,0.562,1,0.330406391953277,0.902846894455239,"avoiding",FALSE
"asv","Dryocoetes autographus","ASV_5724","Graphilbum",NA,69,14,4,0,14,4,51,0,0.0100932819350852,0.0221831985246067,-0.454996691477524,1,0.8285,1,1,0.575142191854029,1,"avoiding",FALSE
"asv","Dryocoetes autographus","ASV_6746","Graphilbum",NA,69,14,4,0,14,4,51,0,0.0862916752493904,0.0515602655414227,-1.67360804571623,1,0.125,0.25,1,0.575142191854029,1,"avoiding",FALSE
"asv","Dryocoetes autographus","ASV_7106","Ophiostoma","denticiliatum",69,14,5,0,14,5,50,0,0.0687010171752556,0.0413145858146564,-1.66287561210123,1,0.163,0.326,1,0.575142191854029,1,"avoiding",FALSE
"asv","Dryocoetes autographus","ASV_7819","Hawksworthiomyces",NA,69,14,5,0,14,5,50,0,0.0680289082449734,0.0456696418712555,-1.48958707486145,1,0.176,0.352,1,0.575142191854029,1,"avoiding",FALSE
"asv","Dryocoetes autographus","ASV_8974","Ophiostoma","karelicum",69,14,3,0,14,3,52,0,0.0226738369184592,0.0340399638656591,-0.666094623600159,1,0.668,1,1,1,1,"avoiding",FALSE
"asv","Dryocoetes autographus","ASV_9224","Ophiostoma","sparsiannulatum",69,14,3,0,14,3,52,0,0,0,NA,1,1,1,1,1,1,"co-occurring",FALSE
"asv","Dryocoetes autographus","ASV_11554","Raffaelea","crossotarsi",69,14,3,0,14,3,52,0,0.010724112056028,0.0235696484323943,-0.454996691477533,1,0.8285,1,1,1,1,"avoiding",FALSE
"asv","Dryocoetes autographus","ASV_11600","Ophiostoma","undulatum",69,14,4,0,14,4,51,0,0.0709509166347893,0.0435009525925741,-1.63101983764147,1,0.1685,0.337,1,0.575142191854029,1,"avoiding",FALSE
"asv","Dryocoetes autographus","ASV_16537","Graphilbum",NA,69,14,3,0,14,3,52,0,0.112165904380761,0.0573515768055104,-1.95575973021869,1,0.0645,0.129,1,1,1,"avoiding",FALSE
"asv","Dryocoetes autographus","ASV_17726",NA,NA,69,14,3,0,14,3,52,0,0.0913942090092666,0.056420321948057,-1.61988102608504,1,0.1365,0.273,1,1,1,"avoiding",FALSE
"asv","Dryocoetes autographus","ASV_22166","Grosmannia","cucullata",69,14,4,0,14,4,51,0,0.0404283023864883,0.0387519167287084,-1.04325942557928,1,0.416,0.832,1,0.575142191854029,1,"avoiding",FALSE
"asv","Dryocoetes autographus","ASV_22950","Sporothrix",NA,69,14,6,0,14,6,49,0,0.0444988576159434,0.0376698197144028,-1.1812867158196,1,0.3355,0.671,1,0.334831994121464,0.902846894455239,"avoiding",FALSE
"asv","Dryocoetes autographus","ASV_25723","Ceratocystiopsis","manitobensis",69,14,4,0,14,4,51,0,0.0862997675308253,0.0516908857545521,-1.66953547556931,1,0.1225,0.245,1,0.575142191854029,1,"avoiding",FALSE
"asv","Dryocoetes autographus","ASV_27488","Ceratocystiopsis","synnemata",69,14,4,0,14,4,51,0,0,0,NA,1,1,1,1,0.575142191854029,1,"co-occurring",FALSE
"asv","Dryocoetes autographus","ASV_28495","Raffaelea","subfusca",69,14,3,0,14,3,52,0,0.0550525262631319,0.0414106921111641,-1.32942782302086,1,0.276,0.552,1,1,1,"avoiding",FALSE
"asv","Euwallacea validus","ASV_3603","Sporothrix","eucastaneae",69,8,10,5,3,5,56,0.384615384615385,0.12044936495397,0.0683928456020334,3.8624803126127,0.0035,1,0.007,0.546,0.00102359031524154,0.078504916648296,"co-occurring",FALSE
"asv","Euwallacea validus","ASV_7106","Ophiostoma","denticiliatum",69,8,5,3,5,2,59,0.3,0.0891248654630358,0.0757695258265194,2.78311276514756,0.034,1,0.068,1,0.00950357044566305,0.190935369862867,"co-occurring",FALSE
"asv","Euwallacea validus","ASV_15268","Grosmannia","olivacea",69,8,5,3,5,2,59,0.3,0.077069595403763,0.0734216416743494,3.03630373160289,0.024,1,0.048,1,0.00950357044566305,0.190935369862867,"co-occurring",FALSE
"asv","Euwallacea validus","ASV_13249","Ophiostoma","denticulatum",69,8,6,3,5,3,58,0.272727272727273,0.110612998807094,0.0701579781013349,2.31070333420989,0.072,1,0.144,1,0.0179098204540049,0.257167128782963,"co-occurring",FALSE
"asv","Euwallacea validus","ASV_5162","Sporothrix",NA,69,8,7,3,5,4,57,0.25,0.0756985635674993,0.0637270867470094,2.73512324711251,0.034,1,0.068,1,0.0295184514179056,0.323483194877213,"co-occurring",FALSE
"asv","Euwallacea validus","ASV_9224","Ophiostoma","sparsiannulatum",69,8,3,2,6,1,60,0.222222222222222,0.0685009171252284,0.0702277688480876,2.18889632432314,0.1025,1,0.205,1,0.0336679772493034,0.348779201817002,"co-occurring",FALSE
"asv","Euwallacea validus","ASV_5724","Graphilbum",NA,69,8,4,2,6,2,59,0.2,0.0960025467279099,0.0774732880244426,1.34236529678822,0.245,0.9805,0.49,1,0.0633035704990508,0.439479238124301,"co-occurring",FALSE
"asv","Euwallacea validus","ASV_7886","Grosmannia",NA,69,8,4,2,6,2,59,0.2,0.0950384283050624,0.0629638166071804,1.66701412574421,0.2,1,0.4,1,0.0633035704990508,0.439479238124301,"co-occurring",FALSE
"asv","Euwallacea validus","ASV_7618","Leptographium","lundbergii",69,8,7,2,6,5,56,0.153846153846154,0.102288781753517,0.0648543679547252,0.794971467899108,0.403,0.9295,0.806,1,0.183913243237784,0.719377464700006,"co-occurring",FALSE
"asv","Euwallacea validus","ASV_15258","Ophiostoma","pallidulum",69,8,7,2,6,5,56,0.153846153846154,0.0501954273840214,0.0500057234753426,2.07277725945194,0.1135,1,0.227,1,0.183913243237784,0.719377464700006,"co-occurring",FALSE
"asv","Euwallacea validus","ASV_3556","Sporothrix","rossii",69,8,9,2,6,7,54,0.133333333333333,0.0792677474268271,0.0613131549006194,0.881794224977324,0.3445,0.927,0.689,1,0.278297367692454,0.882828491770797,"co-occurring",FALSE
"asv","Euwallacea validus","ASV_8274","Sporothrix","rossii",69,8,12,2,6,10,51,0.111111111111111,0.0748607878070455,0.0538223816810803,0.673517636563608,0.4175,0.894,0.835,1,0.620564777794059,1,"co-occurring",FALSE
"asv","Euwallacea validus","ASV_660","Grosmannia","francke-grosmanniae",69,8,13,2,6,11,50,0.105263157894737,0.0690409446209176,0.0460684570727306,0.786269295206337,0.4135,0.9305,0.827,1,0.639425592932951,1,"co-occurring",FALSE
"asv","Euwallacea validus","ASV_6117","Leptographium","gracile",69,8,13,2,6,11,50,0.105263157894737,0.06835128090361,0.0325527289295564,1.13391037264506,0.398,1,0.796,1,0.639425592932951,1,"co-occurring",FALSE
"asv","Euwallacea validus","ASV_8895","Ceratocystiopsis","manitobensis",69,8,13,2,6,11,50,0.105263157894737,0.124581330913136,0.0666857238630736,-0.289689785148997,0.756,0.589,1,1,0.639425592932951,1,"avoiding",FALSE
"asv","Euwallacea validus","ASV_11554","Raffaelea","crossotarsi",69,8,3,1,7,2,59,0.1,0.0667166916791718,0.0620719300273539,0.536205468496966,0.594,0.94,1,1,0.313089285032637,0.893932158878959,"co-occurring",FALSE
"asv","Euwallacea validus","ASV_16537","Graphilbum",NA,69,8,3,1,7,2,59,0.1,0.069112333944749,0.0637660764519292,0.484390255350524,0.6045,0.929,1,1,0.313089285032637,0.893932158878959,"co-occurring",FALSE
"asv","Euwallacea validus","ASV_17726",NA,NA,69,8,3,1,7,2,59,0.1,0.0345672836418211,0.0475706139700615,1.37548605951058,0.346,1,0.692,1,0.313089285032637,0.893932158878959,"co-occurring",FALSE
"asv","Euwallacea validus","ASV_28495","Raffaelea","subfusca",69,8,3,1,7,2,59,0.1,0.0339669834917461,0.0473715629405515,1.39393789035674,0.34,1,0.68,1,0.313089285032637,0.893932158878959,"co-occurring",FALSE
"asv","Euwallacea validus","ASV_4337","Ophiostoma","undulatum",69,8,4,1,7,3,58,0.0909090909090909,0.0308790759015875,0.0430650572186832,1.39393789035674,0.34,1,0.68,1,0.396351189877166,0.95506581609781,"co-occurring",FALSE
"asv","Euwallacea validus","ASV_6746","Graphilbum",NA,69,8,4,1,7,3,58,0.0909090909090909,0.0491882304788766,0.0587449045547264,0.710203901877948,0.4645,0.936,0.929,1,0.396351189877166,0.95506581609781,"co-occurring",FALSE
"asv","Euwallacea validus","ASV_11600","Ophiostoma","undulatum",69,8,4,1,7,3,58,0.0909090909090909,0.0622129246441413,0.0663850026735263,0.432268812371283,0.5405,0.88,1,1,0.396351189877166,0.95506581609781,"co-occurring",FALSE
"asv","Euwallacea validus","ASV_22166","Grosmannia","cucullata",69,8,4,1,7,3,58,0.0909090909090909,0.0314248033107467,0.043246012700055,1.37548605951061,0.346,1,0.692,1,0.396351189877166,0.95506581609781,"co-occurring",FALSE
"asv","Euwallacea validus","ASV_27488","Ceratocystiopsis","synnemata",69,8,4,1,7,3,58,0.0909090909090909,0.0537996270862714,0.0446931152632445,0.83031723352116,0.592,1,1,1,0.396351189877166,0.95506581609781,"co-occurring",FALSE
"asv","Euwallacea validus","ASV_1646","Raffaelea","arxii",69,8,5,1,7,4,57,0.0833333333333333,0.0553951218033253,0.0512237332346266,0.545415372246281,0.594,0.94,1,1,0.47064642804613,1,"co-occurring",FALSE
"asv","Euwallacea validus","ASV_8131","Graphilbum",NA,69,8,6,1,7,5,56,0.0769230769230769,0.0532830517823025,0.0547450695044479,0.431820168551503,0.5575,0.884,1,1,0.536815624540364,1,"co-occurring",FALSE
"asv","Euwallacea validus","ASV_22950","Sporothrix",NA,69,8,6,1,7,5,56,0.0769230769230769,0.0601396269230198,0.0620144765881506,0.270637614367352,0.582,0.844,1,1,0.536815624540364,1,"co-occurring",FALSE
"asv","Euwallacea validus","ASV_6959","Ophiostoma","adjuncti",69,8,7,1,7,6,55,0.0714285714285714,0.0382663859402225,0.0461812722681068,0.718087308115394,0.4575,0.932,0.915,1,1,1,"co-occurring",FALSE
"asv","Euwallacea validus","ASV_21569","Sporothrix",NA,69,8,7,1,7,6,55,0.0714285714285714,0.0727094316388973,0.0596776153254002,-0.021462992502998,0.7185,0.765,1,1,1,1,"avoiding",FALSE
"asv","Euwallacea validus","ASV_1122","Raffaelea","arxii",69,8,8,1,7,7,54,0.0666666666666667,0.0226446556611642,0.0315810419603679,1.39393789035672,0.34,1,0.68,1,1,1,"co-occurring",FALSE
"asv","Euwallacea validus","ASV_4044","Graphilbum",NA,69,8,6,0,8,6,55,0,0.114905004950025,0.0777486608272487,-1.47790333270607,1,0.138,0.276,1,1,1,"avoiding",FALSE
"asv","Euwallacea validus","ASV_6045","Sporothrix",NA,69,8,7,0,8,7,54,0,0.0646449598425586,0.0563729294449452,-1.14673763593733,1,0.321,0.642,1,0.58828055514699,1,"avoiding",FALSE
"asv","Euwallacea validus","ASV_7819","Hawksworthiomyces",NA,69,8,5,0,8,5,56,0,0.0273053193263301,0.039123247702425,-0.697930793834315,1,0.6725,1,1,1,1,"avoiding",FALSE
"asv","Euwallacea validus","ASV_8974","Ophiostoma","karelicum",69,8,3,0,8,3,58,0,0.0341170585292648,0.0474221167949442,-0.71943348030601,1,0.659,1,1,1,1,"avoiding",FALSE
"asv","Euwallacea validus","ASV_9363","Sporothrix",NA,69,8,5,0,8,5,56,0,0.0168834417208604,0.0335031996284804,-0.503935203445706,1,0.7975,1,1,1,1,"avoiding",FALSE
"asv","Euwallacea validus","ASV_13560","Hawksworthiomyces",NA,69,8,7,0,8,7,54,0,0.0291574358607873,0.0351160191354057,-0.830317233521191,1,0.592,1,1,0.58828055514699,1,"avoiding",FALSE
"asv","Euwallacea validus","ASV_15738","Graphilbum",NA,69,8,7,0,8,7,54,0,0.0630260185037572,0.0542540392110217,-1.16168343261258,1,0.325,0.65,1,0.58828055514699,1,"avoiding",FALSE
"asv","Euwallacea validus","ASV_23023","Sporothrix",NA,69,8,4,0,8,4,57,0,0,0,NA,1,1,1,1,1,1,"co-occurring",FALSE
"asv","Euwallacea validus","ASV_25723","Ceratocystiopsis","manitobensis",69,8,4,0,8,4,57,0,0.0608395106644241,0.0641296846643679,-0.948694991762967,1,0.4565,0.913,1,1,1,"avoiding",FALSE
"asv","Gnathotrichus materiarius","ASV_3603","Sporothrix","eucastaneae",69,17,10,7,10,3,49,0.35,0.171316623850962,0.0624887828526036,2.85944721583888,0.0135,0.9985,0.027,0.884,0.00136257415701252,0.0860368253427904,"co-occurring",FALSE
"asv","Gnathotrichus materiarius","ASV_8274","Sporothrix","rossii",69,17,12,7,10,5,47,0.318181818181818,0.251972866301946,0.0678737950203614,0.975471488812588,0.2655,0.919,0.531,1,0.00654441749147726,0.156138980851087,"co-occurring",FALSE
"asv","Gnathotrichus materiarius","ASV_8895","Ceratocystiopsis","manitobensis",69,17,13,7,10,6,46,0.304347826086957,0.228653349171325,0.0683125212739748,1.10806153109252,0.229,0.93,0.458,1,0.0120603366862646,0.222302120420226,"co-occurring",FALSE
"asv","Gnathotrichus materiarius","ASV_660","Grosmannia","francke-grosmanniae",69,17,13,6,11,7,45,0.25,0.127227006852542,0.0504045756735244,2.43575095131583,0.031,0.998,0.062,1,0.0713277814903718,0.485028914134528,"co-occurring",FALSE
"asv","Gnathotrichus materiarius","ASV_6117","Leptographium","gracile",69,17,13,6,11,7,45,0.25,0.170675916420225,0.0530504609702589,1.49525719718526,0.144,0.9705,0.288,1,0.0713277814903718,0.485028914134528,"co-occurring",FALSE
"asv","Gnathotrichus materiarius","ASV_3556","Sporothrix","rossii",69,17,9,5,12,4,48,0.238095238095238,0.132573527494032,0.0525053547290137,2.00973236245743,0.075,0.9945,0.15,1,0.0348643027788342,0.349919918430383,"co-occurring",FALSE
"asv","Gnathotrichus materiarius","ASV_25723","Ceratocystiopsis","manitobensis",69,17,4,4,13,0,52,0.235294117647059,0.111246928934025,0.0586234395700932,2.11599983935976,0.071,1,0.142,1,0.00275303325270879,0.114078815409121,"co-occurring",FALSE
"asv","Gnathotrichus materiarius","ASV_8131","Graphilbum",NA,69,17,6,4,13,2,50,0.210526315789474,0.178657455930999,0.0656561623678539,0.485390231611804,0.4695,0.838,0.939,1,0.0291133266473954,0.323483194877213,"co-occurring",FALSE
"asv","Gnathotrichus materiarius","ASV_13249","Ophiostoma","denticulatum",69,17,6,4,13,2,50,0.210526315789474,0.173391461544594,0.0617513358757639,0.601361148195901,0.4445,0.8715,0.889,1,0.0291133266473954,0.323483194877213,"co-occurring",FALSE
"asv","Gnathotrichus materiarius","ASV_6959","Ophiostoma","adjuncti",69,17,7,4,13,3,49,0.2,0.162265864640688,0.0615883499314769,0.612683005816768,0.412,0.8715,0.824,1,0.0569714012283772,0.424404932746226,"co-occurring",FALSE
"asv","Gnathotrichus materiarius","ASV_7618","Leptographium","lundbergii",69,17,7,4,13,3,49,0.2,0.189185396084091,0.0669517261358506,0.161528380821206,0.6,0.75,1,1,0.0569714012283772,0.424404932746226,"co-occurring",FALSE
"asv","Gnathotrichus materiarius","ASV_21569","Sporothrix",NA,69,17,7,4,13,3,49,0.2,0.145648693862616,0.0593435601187969,0.915875387802497,0.321,0.924,0.642,1,0.0569714012283772,0.424404932746226,"co-occurring",FALSE
"asv","Gnathotrichus materiarius","ASV_7886","Grosmannia",NA,69,17,4,3,14,1,51,0.166666666666667,0.0887615634442623,0.0451413210474327,1.72580468215684,0.136,0.989,0.272,1,0.043655241578668,0.379527521627531,"co-occurring",FALSE
"asv","Gnathotrichus materiarius","ASV_11600","Ophiostoma","undulatum",69,17,4,3,14,1,51,0.166666666666667,0.0617019035833705,0.0441244604150544,2.37883391878225,0.0455,1,0.091,1,0.043655241578668,0.379527521627531,"co-occurring",FALSE
"asv","Gnathotrichus materiarius","ASV_1646","Raffaelea","arxii",69,17,5,3,14,2,50,0.157894736842105,0.101959346177584,0.0524395327231394,1.06666455171976,0.28,0.9505,0.56,1,0.0917939944546045,0.531473069435431,"co-occurring",FALSE
"asv","Gnathotrichus materiarius","ASV_7106","Ophiostoma","denticiliatum",69,17,5,3,14,2,50,0.157894736842105,0.105368911297261,0.0566693763779457,0.92688201109772,0.317,0.9265,0.634,1,0.0917939944546045,0.531473069435431,"co-occurring",FALSE
"asv","Gnathotrichus materiarius","ASV_7819","Hawksworthiomyces",NA,69,17,5,3,14,2,50,0.157894736842105,0.0660988388931309,0.0413151251772787,2.22184726671136,0.0595,1,0.119,1,0.0917939944546045,0.531473069435431,"co-occurring",FALSE
"asv","Gnathotrichus materiarius","ASV_9363","Sporothrix",NA,69,17,5,3,14,2,50,0.157894736842105,0.122517148298459,0.0499860458262331,0.707749292005009,0.4,0.906,0.8,1,0.0917939944546045,0.531473069435431,"co-occurring",FALSE
"asv","Gnathotrichus materiarius","ASV_15268","Grosmannia","olivacea",69,17,5,3,14,2,50,0.157894736842105,0.0935313939342259,0.0499751817131976,1.28790613063208,0.2335,0.9735,0.467,1,0.0917939944546045,0.531473069435431,"co-occurring",FALSE
"asv","Gnathotrichus materiarius","ASV_5162","Sporothrix",NA,69,17,7,3,14,4,48,0.142857142857143,0.0711467832344058,0.0461530310556067,1.55375189846877,0.1475,0.9745,0.295,1,0.351603314127649,0.928491546661409,"co-occurring",FALSE
"asv","Gnathotrichus materiarius","ASV_15258","Ophiostoma","pallidulum",69,17,7,3,14,4,48,0.142857142857143,0.137847752370344,0.0600980116040164,0.0833536809804216,0.6145,0.724,1,1,0.351603314127649,0.928491546661409,"co-occurring",FALSE
"asv","Gnathotrichus materiarius","ASV_1122","Raffaelea","arxii",69,17,8,3,14,5,47,0.136363636363636,0.0738550034475164,0.0430423740339808,1.45225802059085,0.182,0.9775,0.364,1,0.396863698846073,0.95506581609781,"co-occurring",FALSE
"asv","Gnathotrichus materiarius","ASV_16537","Graphilbum",NA,69,17,3,2,15,1,51,0.111111111111111,0.0925504031685624,0.0458982285389696,0.404388328991604,0.602,0.877,1,1,0.147955872809864,0.67651547360648,"co-occurring",FALSE
"asv","Gnathotrichus materiarius","ASV_17726",NA,NA,69,17,3,2,15,1,51,0.111111111111111,0.073111030919658,0.0448431442855471,0.847399993842547,0.423,0.9505,0.846,1,0.147955872809864,0.67651547360648,"co-occurring",FALSE
"asv","Gnathotrichus materiarius","ASV_28495","Raffaelea","subfusca",69,17,3,2,15,1,51,0.111111111111111,0.0601909141705367,0.0446027236654588,1.14163873315225,0.296,0.966,0.592,1,0.147955872809864,0.67651547360648,"co-occurring",FALSE
"asv","Gnathotrichus materiarius","ASV_4337","Ophiostoma","undulatum",69,17,4,2,15,2,50,0.105263157894737,0.0349622179510803,0.03276246510781,2.14577687339217,0.0945,1,0.189,1,0.25225650404106,0.865061481276482,"co-occurring",FALSE
"asv","Gnathotrichus materiarius","ASV_6746","Graphilbum",NA,69,17,4,2,15,2,50,0.105263157894737,0.0685680559578038,0.0431734551139668,0.849945917927286,0.407,0.9435,0.814,1,0.25225650404106,0.865061481276482,"co-occurring",FALSE
"asv","Gnathotrichus materiarius","ASV_15738","Graphilbum",NA,69,17,7,2,15,5,47,0.0909090909090909,0.150581256134718,0.0584215972055857,-1.02140591972589,0.941,0.2815,0.563,1,1,1,"avoiding",FALSE
"asv","Gnathotrichus materiarius","ASV_9224","Ophiostoma","sparsiannulatum",69,17,3,1,16,2,50,0.0526315789473684,0.0470386552065171,0.0409507334505703,0.136576888118554,0.6765,0.824,1,1,1,1,"co-occurring",FALSE
"asv","Gnathotrichus materiarius","ASV_11554","Raffaelea","crossotarsi",69,17,3,1,16,2,50,0.0526315789473684,0.0529036448048597,0.0345743590758486,-0.0078690065344221,0.7985,0.814,1,1,1,1,"avoiding",FALSE
"asv","Gnathotrichus materiarius","ASV_5724","Graphilbum",NA,69,17,4,1,16,3,49,0.05,0.044293199231194,0.0356640370808019,0.160015557293091,0.6925,0.825,1,1,1,1,"co-occurring",FALSE
"asv","Gnathotrichus materiarius","ASV_22166","Grosmannia","cucullata",69,17,4,1,16,3,49,0.05,0.0344514362444375,0.0318800211888075,0.487721249100718,0.598,0.9175,1,1,1,1,"co-occurring",FALSE
"asv","Gnathotrichus materiarius","ASV_27488","Ceratocystiopsis","synnemata",69,17,4,1,16,3,49,0.05,0.00800400200100055,0.0183386010447983,2.29003280546918,0.1605,1,0.321,1,1,1,"co-occurring",FALSE
"asv","Gnathotrichus materiarius","ASV_4044","Graphilbum",NA,69,17,6,1,16,5,47,0.0454545454545455,0.101558202964171,0.0491092727883875,-1.14242492963349,0.98,0.283,0.566,1,1,1,"avoiding",FALSE
"asv","Gnathotrichus materiarius","ASV_22950","Sporothrix",NA,69,17,6,1,16,5,47,0.0454545454545455,0.033357587884852,0.0300343323808742,0.402770982763604,0.619,0.895,1,1,1,1,"co-occurring",FALSE
"asv","Gnathotrichus materiarius","ASV_6045","Sporothrix",NA,69,17,7,0,17,7,45,0,0.0934579328655083,0.0496743550352328,-1.8814121048823,1,0.058,0.116,1,0.180972607319136,0.719377464700006,"avoiding",FALSE
"asv","Gnathotrichus materiarius","ASV_8974","Ophiostoma","karelicum",69,17,3,0,17,3,49,0,0.0165404339596701,0.0268485074272733,-0.616065306590114,1,0.707,1,1,0.569759896171317,1,"avoiding",FALSE
"asv","Gnathotrichus materiarius","ASV_13560","Hawksworthiomyces",NA,69,17,7,0,17,7,45,0,0.066839179047457,0.0408730440380714,-1.63528752556818,1,0.131,0.262,1,0.180972607319136,0.719377464700006,"avoiding",FALSE
