"Order","Family","direction","n"
"Diaporthales","Valsaceae","PCoA2-",4
"Helotiales","Helotiales_fam_Incertae_sedis","PCoA2-",1
"Helotiales","Sclerotiniaceae","PCoA2-",1
"Helotiales","Tympanidaceae","PCoA2-",1
"Microbotryomycetes_ord_Incertae_sedis","Colacogloeaceae","PCoA2+",1
"Pleosporales","Melanommataceae","PCoA2-",1
