"taxon","t_stat","p_perm","q_value","lure_F_stat","lure_r2","lure_q_value"
"ASV_275",-2.31122174270867,0.051,0.490909090909091,2.34107131117961,0.071263927079161,0.984846328049175
"ASV_317",-1.88632071578485,0.05,0.490909090909091,2.53428962977758,0.0762025307368756,0.984846328049175
"ASV_397",-1.67506920308034,0.054,0.490909090909091,2.49063028439544,0.0722443380458971,0.984846328049175
"ASV_8",1.88144728740362,0.071,0.507142857142857,0.880241717148477,0.0275492746759314,0.984846328049175
"ASV_109",-1.49442706005434,0.066,0.507142857142857,2.52193758814783,0.0777944932135098,0.984846328049175
"ASV_302",-2.06327330653774,0.071,0.507142857142857,0.64636292068802,0.0220944579311696,0.984846328049175
"ASV_343",1.89912894147327,0.065,0.507142857142857,0.858673772483997,0.0262962768428831,0.984846328049175
"ASV_368",1.93223723917228,0.07,0.507142857142857,0.462473056082268,0.0153251158072956,0.984846328049175
"ASV_459",-1.6899210718244,0.07,0.507142857142857,1.17324682640174,0.0370947423845627,0.984846328049175
"ASV_50",-1.68678513192173,0.087,0.511764705882353,7.42422339802663,0.194202802130211,0.984846328049175
"ASV_57",-1.60553315974563,0.087,0.511764705882353,6.61439453543205,0.176453364868013,0.984846328049175
"ASV_100",1.88253710718563,0.086,0.511764705882353,0.70732788683806,0.0230005357671939,0.984846328049175
"ASV_383",-1.74342229124398,0.083,0.511764705882353,1.8683159076809,0.0584277325736763,0.984846328049175
"ASV_417",1.99621069099406,0.086,0.511764705882353,2.27806426608333,0.0684343268706733,0.984846328049175
"ASV_419",-1.83407284088099,0.087,0.511764705882353,0.778198826427006,0.0251536800684271,0.984846328049175
"ASV_381",1.58456268924572,0.093,0.513513513513513,0.922963498529937,0.0283310569494329,0.984846328049175
"ASV_388",1.75139261924031,0.094,0.513513513513513,1.20716139198643,0.0382868654759327,0.984846328049175
"ASV_395",-1.69362882354993,0.095,0.513513513513513,2.14937080132623,0.0647472378528425,0.984846328049175
"ASV_54",1.47379107339129,0.106,0.553846153846154,12.7291170095334,0.291263282607321,0.984846328049175
"ASV_377",1.64938526439717,0.108,0.553846153846154,3.44632738857115,0.100252841210225,0.984846328049175
"ASV_505",1.57052002193651,0.113,0.565,1.41157702645802,0.0444482816523587,0.984846328049175
"ASV_516",-1.29815917088578,0.124,0.595238095238095,3.97772457883569,0.11244075963154,0.984846328049175
"ASV_523",1.65467625700426,0.125,0.595238095238095,1.26577564664964,0.0401443493669029,0.984846328049175
"ASV_235",1.74964610435576,0.128,0.595348837209302,0.573229328333075,0.0184897247623038,0.984846328049175
"ASV_31",1.24970028241132,0.151,0.619672131147541,2.46221187263244,0.0717036637190246,0.984846328049175
"ASV_94",1.78152116878339,0.172,0.619672131147541,5.56187036021513,0.151709301934829,0.984846328049175
"ASV_96",1.69439446053227,0.166,0.619672131147541,0.482336438715941,0.0152643460461128,0.984846328049175
"ASV_98",1.37079318243961,0.178,0.619672131147541,1.0300108984685,0.0314695318545616,0.984846328049175
"ASV_143",1.56175992505023,0.187,0.619672131147541,1.00012577203884,0.0309180772836685,0.984846328049175
"ASV_148",1.23229330477624,0.189,0.619672131147541,0.466164466900984,0.0159230279453025,0.984846328049175
"ASV_182",-1.84477486089206,0.159,0.619672131147541,3.03330418561567,0.0893854508246642,0.984846328049175
"ASV_215",-1.42622760033557,0.16,0.619672131147541,0.465889999496075,0.01456776385695,0.984846328049175
"ASV_286",-1.3176501789794,0.184,0.619672131147541,1.8249434303276,0.0572939163018491,0.984846328049175
"ASV_312",1.28594485426292,0.159,0.619672131147541,5.1254356065427,0.140502870587591,0.984846328049175
"ASV_316",1.521259774809,0.153,0.619672131147541,1.07253004061182,0.0338396465679241,0.984846328049175
"ASV_321",-1.20486499148205,0.182,0.619672131147541,1.44379540516063,0.0437044239113687,0.984846328049175
"ASV_362",1.52388609260496,0.146,0.619672131147541,1.33280959590538,0.0403894468542369,0.984846328049175
"ASV_366",1.41828685852983,0.139,0.619672131147541,1.25140981841458,0.0382752890663865,0.984846328049175
"ASV_386",1.17748773604883,0.187,0.619672131147541,1.71478239133367,0.0524862699714757,0.984846328049175
"ASV_392",-1.14228273854493,0.161,0.619672131147541,5.38524825724836,0.145277858051669,0.984846328049175
"ASV_446",-1.35062087463188,0.172,0.619672131147541,1.86777199752293,0.057722780001782,0.984846328049175
"ASV_517",-1.17575945758871,0.184,0.619672131147541,0.558586021164458,0.0171081019610119,0.984846328049175
"ASV_10",1.11577361941082,0.195,0.629032258064516,20.7572269129054,0.401705980745975,0.984846328049175
"ASV_34",1.20890575744294,0.21,0.65,1.04730666532219,0.0327865879998307,0.984846328049175
"ASV_80",-1.44230075072151,0.214,0.65,2.00829469752046,0.0615555136972811,0.984846328049175
"ASV_103",1.05672737653731,0.233,0.65,1.53501924062106,0.0462553602926672,0.984846328049175
"ASV_251",1.52365139990322,0.229,0.65,1.38212431480873,0.0426070257565688,0.984846328049175
"ASV_256",0.983668723324648,0.228,0.65,1.51921800658066,0.0478741924800205,0.984846328049175
"ASV_270",1.28390958433108,0.229,0.65,0.640163279121311,0.0192050851093911,0.984846328049175
"ASV_292",-1.12800826822341,0.206,0.65,8.11564636774488,0.204894736815717,0.984846328049175
"ASV_394",-1.32389628194373,0.234,0.65,0.62931451724611,0.0207315717645467,0.984846328049175
"ASV_497",-1.62392707505262,0.223,0.65,4.21147266104524,0.119602006897588,0.984846328049175
