"taxon","p_lure","q_lure"
"ASV_8",0.415220242048685,0.624391341426594
"ASV_10",4.97541290486112e-07,9.95082580972223e-05
"ASV_11",0.571300263498774,0.705308967282437
"ASV_15",0.140093190747113,0.477698806585774
"ASV_16",0.187818817048801,0.485600548805605
"ASV_19",0.00645088340234107,0.112030569198164
"ASV_21",0.200239322512737,0.485600548805605
"ASV_30",0.351084081931025,0.592578780885679
"ASV_31",0.340464486691092,0.587007735674296
"ASV_32",0.0975949014437083,0.425857424169031
"ASV_34",0.353273147827679,0.592578780885679
"ASV_35",0.307665803563759,0.580501516158035
"ASV_41",0.0365861869162107,0.261329906544362
"ASV_42",0.613174705377664,0.706279933498798
"ASV_50",0.00154191505617117,0.0766962942961151
"ASV_51",0.553928813547734,0.700435521049742
"ASV_54",2.13000725557446e-05,0.00142000483704964
"ASV_57",0.00249207349360673,0.0766962942961151
"ASV_65",0.59347724213454,0.706279933498798
"ASV_68",0.628589140813931,0.706279933498798
"ASV_71",0.768881795147116,0.800871267166075
"ASV_73",0.0662836364562856,0.358289926790733
"ASV_74",0.511040123235072,0.675103619369201
"ASV_76",0.569462234967711,0.705308967282437
"ASV_77",0.536848867609946,0.68826777898711
"ASV_79",0.439935184973696,0.64696350731426
"ASV_80",0.176206617856928,0.485600548805605
"ASV_81",0.759763466193777,0.795563838946364
"ASV_82",0.59956215344122,0.706279933498798
"ASV_85",0.336898257306858,0.585910012707579
"ASV_89",0.0540882581334185,0.309075760762391
"ASV_90",0.678175268503107,0.745247547805612
"ASV_92",0.21655167545447,0.497819943573494
"ASV_94",0.0106561401820798,0.159949252961643
"ASV_95",0.0358983148392847,0.261329906544362
"ASV_96",0.692721105507557,0.748887681629791
"ASV_98",0.632818412026544,0.707059678241948
"ASV_100",0.54961914644007,0.700151778904548
"ASV_102",0.325638258967433,0.585910012707579
"ASV_103",0.45837817258566,0.650181805086043
"ASV_104",0.447647609528927,0.649725479471482
"ASV_108",0.720726387745539,0.774974610479074
"ASV_109",0.523289291556059,0.679596482540337
"ASV_113",0.144794848572292,0.477698806585774
"ASV_118",0.171237473799908,0.485600548805605
"ASV_125",0.556846239234545,0.700435521049742
"ASV_131",0.124582326709115,0.461416024848576
"ASV_133",0.859186948477623,0.869159344793439
"ASV_135",0.224569933079382,0.508668282266315
"ASV_136",0.469548990887213,0.656711875366731
"ASV_139",0.201127104586315,0.485600548805605
"ASV_143",0.386423205125276,0.603786258008244
"ASV_144",0.145698136008661,0.477698806585774
"ASV_146",0.748653390386954,0.791864251423402
"ASV_148",0.860467751345505,0.869159344793439
"ASV_149",0.228715427142506,0.508668282266315
"ASV_157",0.0171928216251791,0.226111602349248
"ASV_158",0.173218074765742,0.485600548805605
"ASV_159",0.00672183415188983,0.112030569198164
"ASV_161",0.011196447707315,0.159949252961643
"ASV_164",0.139270233545495,0.477698806585774
"ASV_171",0.38502186413253,0.603786258008244
"ASV_172",0.405629477141483,0.619281644490813
"ASV_173",0.422261922306044,0.630241675083647
"ASV_174",0.145132121760233,0.477698806585774
"ASV_176",0.231918928069915,0.509039077043764
"ASV_178",0.105960229986756,0.439130257303835
"ASV_180",0.626831433992797,0.706279933498798
"ASV_181",0.371879180775807,0.603786258008244
"ASV_182",0.0532198972011422,0.309075760762391
"ASV_184",0.0394353117554074,0.264877075997866
"ASV_189",0.742725690857335,0.790133713678016
"ASV_193",0.288219625829047,0.565136521233426
"ASV_194",0.621640732609657,0.706279933498798
"ASV_203",1.98469982490168e-06,0.000198469982490168
"ASV_204",0.193053604439266,0.485600548805605
"ASV_205",0.392254043663701,0.605886395194139
"ASV_209",0.193669675340117,0.485600548805605
"ASV_210",0.0296375192898878,0.261329906544362
"ASV_211",0.489461764188366,0.661434816470764
"ASV_213",0.0531710773689916,0.309075760762391
"ASV_214",0.844031412211789,0.861256543073254
"ASV_215",0.637664011642849,0.708515568492054
"ASV_218",0.03083864907904,0.261329906544362
"ASV_229",0.202592892410892,0.485600548805605
"ASV_231",0.481497446025872,0.661434816470764
"ASV_235",0.597840802606194,0.706279933498798
"ASV_236",0.365870691570484,0.602463556502241
"ASV_238",0.511998248028521,0.675103619369201
"ASV_245",0.496536819262566,0.666492374849082
"ASV_247",0.141722534826451,0.477698806585774
"ASV_248",0.0964327226696978,0.425857424169031
"ASV_250",0.300251194250866,0.573615147285822
"ASV_251",0.313304958237591,0.585616744369329
"ASV_255",0.214488045324552,0.497819943573494
"ASV_256",0.274934216513012,0.555384557337975
"ASV_260",0.0746070779550498,0.382600399769486
"ASV_262",0.301147952325056,0.573615147285822
"ASV_264",0.10758691303944,0.439130257303835
"ASV_270",0.825908269375562,0.847085404487755
"ASV_272",0.513078750720593,0.675103619369201
"ASV_275",0.123449574641473,0.461416024848576
"ASV_276",0.0798063342370334,0.399031671185167
"ASV_280",0.190921125896361,0.485600548805605
"ASV_281",0.160117770643291,0.485600548805605
"ASV_282",0.6089573932001,0.706279933498798
"ASV_286",0.257388669812886,0.536226395443513
"ASV_292",0.00468008006580777,0.0980144206799974
"ASV_294",0.203720431280565,0.485600548805605
"ASV_297",0.291900253565314,0.566796608864688
"ASV_298",0.448369443195136,0.649725479471482
"ASV_302",0.683001723161028,0.74644997066779
"ASV_305",0.484797746563663,0.661434816470764
"ASV_306",0.00490072103399987,0.0980144206799974
"ASV_307",0.335747091054712,0.585910012707579
"ASV_309",0.238538022053482,0.509039077043764
"ASV_311",0.752271038852232,0.791864251423402
"ASV_312",0.116476294563198,0.447985748319992
"ASV_316",0.732926122616411,0.783878206006857
"ASV_317",0.0900878201474186,0.425857424169031
"ASV_320",0.334711814086868,0.585910012707579
"ASV_321",0.277692278668988,0.555384557337975
"ASV_323",0.0484403968336371,0.309075760762391
"ASV_328",0.271828247417991,0.55475152534284
"ASV_329",0.367502769466367,0.602463556502241
"ASV_330",0.166278872979427,0.485600548805605
"ASV_331",0.199975233240893,0.485600548805605
