"taxon","p_lure","q_lure"
"ASV_332",0.690332143622341,0.748887681629791
"ASV_333",0.3745939144165,0.603786258008244
"ASV_335",0.097947207558877,0.425857424169031
"ASV_341",0.0254515312857449,0.261329906544362
"ASV_343",0.667477315269303,0.73754399477271
"ASV_348",0.0962901423459206,0.425857424169031
"ASV_349",0.246107393409723,0.518120828230995
"ASV_352",0.212828749115035,0.497819943573494
"ASV_355",0.0397315613996799,0.264877075997866
"ASV_358",0.267614468500524,0.551782409279431
"ASV_362",0.355547268531407,0.592578780885679
"ASV_366",0.386055011214426,0.603786258008244
"ASV_368",0.870337234065192,0.874710788005218
"ASV_374",0.615764783327647,0.706279933498798
"ASV_377",0.0364920826657327,0.261329906544362
"ASV_381",0.621936780624401,0.706279933498798
"ASV_383",0.234476480215707,0.509039077043764
"ASV_386",0.185112031458742,0.485600548805605
"ASV_387",0.239248366210569,0.509039077043764
"ASV_388",0.336581161085463,0.585910012707579
"ASV_390",0.165900051703272,0.485600548805605
"ASV_392",0.0332930829853006,0.261329906544362
"ASV_394",0.594490956001957,0.706279933498798
"ASV_395",0.133064368000254,0.477698806585774
"ASV_397",0.195389585756532,0.485600548805605
"ASV_398",0.116058229079699,0.447985748319992
"ASV_401",0.772840772815263,0.800871267166075
"ASV_402",0.0608856316391466,0.33825350910637
"ASV_406",0.411534761304195,0.623537517127569
"ASV_408",0.483173650633457,0.661434816470764
"ASV_411",0.0303947596273048,0.261329906544362
"ASV_412",0.0743073747071385,0.382600399769486
"ASV_416",0.88777027177013,0.88777027177013
"ASV_417",0.1829663641043,0.485600548805605
"ASV_418",0.533273918825029,0.688095379129069
"ASV_419",0.487689525804541,0.661434816470764
"ASV_426",0.454807835630037,0.649725479471482
"ASV_427",0.803106291291138,0.827944630197049
"ASV_428",0.333603442971229,0.585910012707579
"ASV_429",0.384826286874732,0.603786258008244
"ASV_433",0.568701521955638,0.705308967282437
"ASV_435",0.199778424105098,0.485600548805605
"ASV_439",0.0030678517718446,0.0766962942961151
"ASV_442",0.39382615687619,0.605886395194139
"ASV_446",0.182531184854527,0.485600548805605
"ASV_448",0.454453833563372,0.649725479471482
"ASV_450",0.203952230498354,0.485600548805605
"ASV_459",0.579240721042211,0.706279933498798
"ASV_461",0.0236635400752447,0.261329906544362
"ASV_471",0.105037979041568,0.439130257303835
"ASV_480",0.353541419844115,0.592578780885679
"ASV_485",0.228900727019842,0.508668282266315
"ASV_493",0.0241091231695489,0.261329906544362
"ASV_497",0.0180889281879398,0.226111602349248
"ASV_500",0.0029296757299969,0.0766962942961151
"ASV_503",0.111942305125536,0.447769220502146
"ASV_504",0.52131101897324,0.679596482540337
"ASV_505",0.281861717780333,0.558142015406599
"ASV_506",0.462673511731274,0.65165283342433
"ASV_511",0.0510508148555602,0.309075760762391
"ASV_512",0.603197398814382,0.706279933498798
"ASV_514",0.0974974265768622,0.425857424169031
"ASV_516",0.0347436655808418,0.261329906544362
"ASV_517",0.626841485602112,0.706279933498798
"ASV_518",0.167615221168411,0.485600548805605
"ASV_520",0.00263165914265633,0.0766962942961151
"ASV_523",0.323496478509357,0.585910012707579
"ASV_529",0.434792614185023,0.644137206200033
"ASV_530",0.17617529021378,0.485600548805605
"ASV_531",0.602950823436541,0.706279933498798
"ASV_534",0.577818519661218,0.706279933498798
"ASV_537",0.333651835375123,0.585910012707579
"ASV_538",0.0282694611508015,0.261329906544362
