"taxon","t_stat","p_perm","q_value","lure_F_stat","lure_r2","lure_q_value"
"ASV_450",0.227512750058005,0.837,0.978947368421053,1.60933560562399,0.0493518282147952,0.984846328049175
"ASV_493",-0.179833279652428,0.834,0.978947368421053,4.28962709452255,0.122811116550913,0.984846328049175
"ASV_503",0.189944433533541,0.83,0.978947368421053,2.88774792630484,0.0845806561502706,0.984846328049175
"ASV_529",-0.276090033027126,0.79,0.978947368421053,3.26888018605049,0.0925339363889106,0.984846328049175
"ASV_16",0.163842857314943,0.895,0.982291666666667,1.73265612998557,0.0526522424960646,0.984846328049175
"ASV_30",0.067326862081244,0.935,0.982291666666667,1.06683230378666,0.033670340309002,0.984846328049175
"ASV_74",0.179244156175399,0.875,0.982291666666667,0.686528413543408,0.0214498212466423,0.984846328049175
"ASV_79",-0.182877592035982,0.858,0.982291666666667,0.980551984263666,0.0317012493770787,0.984846328049175
"ASV_133",0.096401649474162,0.928,0.982291666666667,0.521471613833746,0.0159026937038674,0.984846328049175
"ASV_158",-0.112465946434644,0.922,0.982291666666667,2.14672431819682,0.0635267492828258,0.984846328049175
"ASV_159",-0.136294226359821,0.888,0.982291666666667,5.49480678260379,0.150089294967136,0.984846328049175
"ASV_164",-0.128252077513485,0.909,0.982291666666667,2.01419606170088,0.0613163680182862,0.984846328049175
"ASV_176",-0.0994359122454237,0.908,0.982291666666667,2.71116692881029,0.0775867118797298,0.984846328049175
"ASV_178",-0.10492662827456,0.913,0.982291666666667,2.54719770217332,0.0759982081553695,0.984846328049175
"ASV_180",0.188545393763337,0.883,0.982291666666667,0.477372390588843,0.0149832659533077,0.984846328049175
"ASV_193",-0.110528532137077,0.915,0.982291666666667,1.62479443776833,0.0512941112570508,0.984846328049175
"ASV_280",0.164418348301552,0.882,0.982291666666667,1.74810073722174,0.0537944461838218,0.984846328049175
"ASV_305",-0.102767335765361,0.916,0.982291666666667,0.720246176159107,0.0228432029886813,0.984846328049175
"ASV_323",0.266910613067817,0.846,0.982291666666667,3.22759740138664,0.0944523911536775,0.984846328049175
"ASV_390",0.100764319456348,0.925,0.982291666666667,3.05570776956537,0.0879595408254265,0.984846328049175
"ASV_418",-0.0756627846394496,0.933,0.982291666666667,0.624710075960041,0.0197658821477943,0.984846328049175
"ASV_448",0.0768076836397488,0.943,0.982291666666667,0.81102389367675,0.0252287899048351,0.984846328049175
"ASV_500",-0.0830077925749341,0.939,0.982291666666667,7.73529487109266,0.199366170065705,0.984846328049175
"ASV_512",-0.139857391398807,0.89,0.982291666666667,0.60899016125954,0.0191294168555909,0.984846328049175
"ASV_537",-0.205014936246502,0.866,0.982291666666667,1.19305490180573,0.0368739314436489,0.984846328049175
"ASV_204",0.0915008742142193,0.955,0.984536082474227,1.72033568387095,0.0531108734107935,0.984846328049175
"ASV_433",0.0430126238486249,0.952,0.984536082474227,0.603001433143103,0.0194018436848842,0.984846328049175
"ASV_90",-0.051015574577062,0.965,0.987755102040816,0.450095091901858,0.0138424706627771,0.984846328049175
"ASV_184",0.0330571444066722,0.968,0.987755102040816,3.40989065891029,0.0992369682512343,0.984846328049175
"ASV_332",-0.039386365504291,0.976,0.990862944162436,0.369396064186421,0.0120000566933839,0.984846328049175
"ASV_352",0.0135029167209956,0.986,0.995959595959596,1.81296106310153,0.0548769787049545,0.984846328049175
"ASV_416",-0.00653195004228991,0.996,0.996,0.344100084240448,0.00943771562185171,0.984846328049175
"ASV_427",0.00831602037364888,0.993,0.996,0.891229904104787,0.0271656682908497,0.984846328049175
