"taxon","t_stat","p_perm","q_value","coca_strength"
"ASV_12734",4.22299138293408,0.001,0.02,2.73488807133962
"ASV_1433",4.59513870429194,0.001,0.02,2.37218380233338
"ASV_19175",3.03490778821454,0.001,0.02,2.35251338297376
"ASV_7376",4.25285281866522,0.001,0.02,2.32503538030523
"ASV_8937",4.43421667974226,0.001,0.02,2.24916975860002
"ASV_13242",3.52305983648568,0.001,0.02,2.08714860266211
"ASV_8188",3.79668798818603,0.001,0.02,1.98336967844687
"ASV_12553",3.24362974530639,0.001,0.02,1.9107668988677
"ASV_88",-3.32814857115211,0.001,0.02,1.85981451175514
"ASV_10291",3.06664925465087,0.001,0.02,1.80236086308018
"ASV_1905",-3.41318483020224,0.002,0.0363636363636364,2.72891057699303
"ASV_18544",2.90457060314702,0.003,0.05,2.30506988668101
"ASV_1482",2.8996845178279,0.005,0.0666666666666667,2.42848905161662
"ASV_192",-3.25722910875815,0.005,0.0666666666666667,2.13923430375471
"ASV_5092",-2.91406486488852,0.005,0.0666666666666667,1.77235801398449
"ASV_3449",2.57460413058285,0.006,0.075,1.78097318335556
"ASV_9818",-2.47040572630736,0.007,0.0823529411764706,1.75639499750558
"ASV_5727",-2.29448268784545,0.014,0.155555555555556,2.08982454393459
"ASV_4646",-2.84037200183563,0.016,0.168421052631579,2.24803329452633
"ASV_3620",-2.64155878452919,0.019,0.19,2.01080190790378
"ASV_1235",-2.94643863834281,0.021,0.2,1.88540502660303
"ASV_616",-2.85031729803837,0.023,0.2,1.88038628954459
"ASV_8783",-3.09640788551677,0.023,0.2,1.86883044687764
"ASV_248",-2.80036826146188,0.028,0.233333333333333,1.82967136036718
"ASV_11114",1.81368060602936,0.032,0.256,2.05901938280243
"ASV_2600",2.30968039274705,0.035,0.269230769230769,1.88630309331551
"ASV_10391",-2.30714101469105,0.04,0.275862068965517,1.98019406986248
"ASV_5640",-2.54473940755314,0.039,0.275862068965517,1.91418342970866
"ASV_1814",-2.53735915845724,0.04,0.275862068965517,1.79275622098981
"ASV_10510",-2.2767754667358,0.049,0.296969696969697,2.62988608609999
"ASV_9610",-2.42012218188488,0.047,0.296969696969697,1.96874445383062
"ASV_2127",1.90776866768415,0.047,0.296969696969697,1.87088745135482
"ASV_11229",-2.65994119412064,0.048,0.296969696969697,1.85989744289509
"ASV_7470",-2.24137653636556,0.052,0.305882352941176,1.83385791256365
"ASV_8396",-2.15815739481614,0.054,0.308571428571429,2.26604724621812
"ASV_22164",-2.1693071097062,0.061,0.312820512820513,1.93847536528093
"ASV_2912",-2.0466129359608,0.06,0.312820512820513,1.81481702670294
"ASV_3958",-2.38525061413739,0.059,0.312820512820513,1.76787901796962
"ASV_27486",1.97633746619339,0.059,0.312820512820513,1.75082675352944
"ASV_1687",-1.77457141972957,0.063,0.315,2.46750626235422
"ASV_1317",-2.12111122457279,0.072,0.32,2.00612773323253
"ASV_3972",-2.04396794239147,0.069,0.32,1.93918420044364
"ASV_18465",1.79334077475918,0.07,0.32,1.93473957159888
"ASV_3345",-2.13387191716515,0.071,0.32,1.8029231924002
"ASV_14407",-2.11460820198971,0.067,0.32,1.79736525394271
"ASV_6273",-2.30091571364051,0.074,0.321739130434783,2.22555440799568
"ASV_4026",-1.72661054585617,0.081,0.34468085106383,1.86413933310225
"ASV_3380",-2.08411842670292,0.084,0.345098039215686,2.13548949730243
"ASV_12447",1.76408225002246,0.088,0.345098039215686,2.08136704096343
"ASV_9178",1.54790386785228,0.088,0.345098039215686,1.98090002960277
"ASV_7125",-1.86825000738453,0.085,0.345098039215686,1.82842923170035
"ASV_14038",-1.7686487280019,0.097,0.373076923076923,1.75477703430636
