"taxon","t_stat","p_perm","beta_std","q_value","coca_strength"
"ASV_18169",-2.4221851361938,0.03,-0.966225132725599,0.222222222222222,2.87037661221313
"ASV_22991",1.92905409070766,0.029,0.753085080467251,0.222222222222222,2.00467555177243
"ASV_8783",-2.68646537533482,0.033,-1.02813031348936,0.227586206896552,1.86883044687764
"ASV_14881",2.07833756593267,0.032,0.809741512049803,0.227586206896552,2.12176561460337
"ASV_22164",-2.30673309484746,0.037,-0.806382019653213,0.238709677419355,1.93847536528093
"ASV_10510",-2.36796477117788,0.036,-0.824663899380034,0.238709677419355,2.62988608609999
"ASV_7125",-2.24751855111334,0.039,-0.705406455336924,0.24375,1.82842923170035
"ASV_1905",-2.01022410756333,0.045,-0.514937682698485,0.257142857142857,2.72891057699303
"ASV_6273",-1.89031416934313,0.044,-0.538894222388521,0.257142857142857,2.22555440799568
"ASV_1687",-2.13069020495939,0.044,-0.835577069296776,0.257142857142857,2.46750626235422
"ASV_1317",-2.04554554398178,0.052,-0.494061490503577,0.281081081081081,2.00612773323253
"ASV_10218",-2.05757364397678,0.052,-0.676920583036246,0.281081081081081,1.88328929866455
"ASV_25414",1.85002254272154,0.056,0.730961143383053,0.294736842105263,2.22319622382026
"ASV_88",-1.47035343271368,0.061,-0.309035964363523,0.295238095238095,1.85981451175514
"ASV_5317",-2.22325810932284,0.062,-0.69636331430683,0.295238095238095,1.78033849972718
"ASV_9691",-2.05607385421244,0.06,-0.806587032629545,0.295238095238095,2.90895173049435
"ASV_9178",1.89147711132067,0.061,0.687316445390907,0.295238095238095,1.98090002960277
"ASV_9583",-1.87233931043424,0.065,-0.633351526334667,0.302222222222222,2.45259710128537
"ASV_19706",-1.92332967835446,0.068,-0.764124186075889,0.302222222222222,3.60181837031415
"ASV_9852",-2.00657887393878,0.068,-0.764973326793778,0.302222222222222,2.24565787852979
"ASV_1235",-1.7719850005485,0.072,-0.579044022631153,0.306382978723404,1.88540502660303
"ASV_19483",-2.13278520943864,0.072,-0.748623612664093,0.306382978723404,2.48359620799505
"ASV_9610",-2.08337830746152,0.075,-0.663190910739563,0.310204081632653,1.96874445383062
"ASV_7040",1.54570724708948,0.076,0.60757524297112,0.310204081632653,1.82796763229878
"ASV_4026",-1.83314875182274,0.08,-0.72170669212618,0.313725490196078,1.86413933310225
"ASV_12870",-1.66679018101547,0.08,-0.644339061437855,0.313725490196078,2.95589332243567
"ASV_3380",-1.96872462891578,0.088,-0.513466458183729,0.332075471698113,2.13548949730243
"ASV_3958",-1.93144002421279,0.088,-0.750780866827393,0.332075471698113,1.76787901796962
"ASV_7977",-1.81747876913923,0.095,-0.70697739031696,0.351851851851852,2.47997351865929
"ASV_5369",-1.7795070689794,0.098,-0.543734246451662,0.356363636363636,1.85945808165231
"ASV_7470",-1.72691163615162,0.104,-0.67032439969464,0.371428571428571,1.83385791256365
"ASV_27486",1.61398460853096,0.108,0.64941206441186,0.378947368421053,1.75082675352944
"ASV_4268",-1.77191074995277,0.114,-0.532557456752173,0.386440677966102,2.0878111819996
"ASV_23277",1.38620199599834,0.113,0.558959150416808,0.386440677966102,2.46564853981214
"ASV_199",-1.67453148072002,0.126,-0.574980913084622,0.393846153846154,2.6593206765134
"ASV_2254",-1.63746394614461,0.127,-0.513670838464587,0.393846153846154,1.95859637397772
"ASV_11115",-1.83331353039505,0.125,-0.687929864943409,0.393846153846154,2.34485974056897
"ASV_17186",1.29977226422488,0.124,0.510435976744108,0.393846153846154,1.79460573407071
"ASV_10295",-1.73260927132979,0.122,-0.665932865462588,0.393846153846154,4.56335738462283
"ASV_14038",-1.41051033203878,0.128,-0.5074475782885,0.393846153846154,1.75477703430636
"ASV_10012",-1.60848872478225,0.133,-0.644708287440689,0.403030303030303,1.90623513418094
"ASV_616",-1.50109461255804,0.147,-0.399185759824097,0.438805970149254,1.88038628954459
"ASV_6633",-1.4793155523013,0.158,-0.518548290248005,0.464705882352941,2.48509154055085
"ASV_29406",1.45462221500946,0.164,0.578077441820013,0.47536231884058,2.13094064679362
"ASV_1814",-1.58839426338676,0.171,-0.550432677162428,0.484507042253521,1.79275622098981
"ASV_886",-1.62629367403019,0.172,-0.639094524237911,0.484507042253521,1.79754586728566
"ASV_11229",-1.68473529376917,0.178,-0.617430212345083,0.487671232876712,1.85989744289509
"ASV_23943",-1.45929893958018,0.176,-0.585982604047285,0.487671232876712,1.90367512823925
"ASV_2912",-1.42596929957407,0.184,-0.398272682408689,0.493333333333333,1.81481702670294
"ASV_17560",1.32857273678626,0.185,0.411749946418054,0.493333333333333,1.79047306939956
"ASV_11019",-1.33288718500058,0.2,-0.416160862242385,0.511904761904762,1.77299601352298
"ASV_14932",-1.39006172227083,0.215,-0.54429533935505,0.511904761904762,1.79745978146637
"ASV_9007",-1.22995519239713,0.215,-0.389602227513613,0.511904761904762,1.83366797362631
"ASV_154",-1.44932583209841,0.211,-0.561487317271221,0.511904761904762,1.72612147980883
"ASV_3064",-1.3386568341612,0.213,-0.499438930027565,0.511904761904762,1.75846236354526
"ASV_24648",-1.31861396496452,0.207,-0.509512420259724,0.511904761904762,2.75375351061899
"ASV_7880",-1.28774168217602,0.202,-0.495686927842449,0.511904761904762,3.45329514010696
"ASV_19598",-1.31309140110577,0.203,-0.516866822202563,0.511904761904762,3.64231995931776
"ASV_5226",1.28302549232096,0.211,0.492241395840842,0.511904761904762,1.82264351672302
"ASV_12447",1.19869687349186,0.218,0.480126686001025,0.512941176470588,2.08136704096343
"ASV_9392",-1.25212653176559,0.224,-0.485187581426406,0.514942528735632,2.68680722946717
"ASV_4076",1.22176854185389,0.224,0.46288154158101,0.514942528735632,2.93442210271885
"ASV_1769",1.18529389284474,0.236,0.44257981920295,0.52967032967033,2.12978303583601
"ASV_10208",-1.16463383835886,0.24,-0.455205005196083,0.52967032967033,3.12685074500212
"ASV_5",-1.26766448084093,0.241,-0.511849911545421,0.52967032967033,2.33998157500437
"ASV_1238",-1.27542771555205,0.239,-0.525120263676627,0.52967032967033,2.63435743991971
"ASV_9550",-1.22472777731949,0.254,-0.397500089300727,0.540425531914894,1.81982716444731
"ASV_14061",-1.39856515029205,0.254,-0.525357837436223,0.540425531914894,1.78189076329128
"ASV_2285",-1.06871027094548,0.251,-0.416542898397583,0.540425531914894,4.97882146432713
"ASV_18465",1.25338917185209,0.272,0.466080034072442,0.572631578947368,1.93473957159888
"ASV_2213",-1.07090747349318,0.285,-0.369438152814748,0.587628865979381,2.63591123613952
"ASV_2600",1.05003544215973,0.285,0.385705516150146,0.587628865979381,1.88630309331551
"ASV_4626",-1.16897129921115,0.298,-0.404598549219584,0.602020202020202,1.77914593507083
"ASV_12330",1.05292571432637,0.296,0.405086052833443,0.602020202020202,1.99503205155961
"ASV_248",-1.32035239791083,0.321,-0.50689678224885,0.605607476635514,1.82967136036718
"ASV_2007",-1.16835643789481,0.322,-0.424747498496051,0.605607476635514,2.61195502554307
"ASV_7978",-0.949627268783658,0.309,-0.359951012003006,0.605607476635514,3.23263693905903
"ASV_18008",-1.05117642990174,0.317,-0.373198870701244,0.605607476635514,1.77639780422764
"ASV_14792",-1.17967991912497,0.32,-0.440258804061229,0.605607476635514,2.65468166637324
"ASV_12548",-1.00145082335057,0.32,-0.399910930660007,0.605607476635514,3.26297887416792
"ASV_16141",-1.10418374038476,0.324,-0.451630442356693,0.605607476635514,3.78038489003347
"ASV_18877",-0.943883671154351,0.317,-0.365388195103336,0.605607476635514,3.24434522654536
"ASV_5528",-1.0814027676788,0.33,-0.398169845187235,0.611111111111111,2.20869430102644
"ASV_7810",-1.00333699026681,0.334,-0.397706291101531,0.612844036697248,2.88691617682916
"ASV_10025",-0.926721389270507,0.339,-0.374685892989286,0.616363636363636,1.74392560169413
"ASV_4597",-1.01377141836599,0.355,-0.317818811738589,0.63963963963964,1.8304256673866
"ASV_3328",-1.00084831863164,0.37,-0.371079241348694,0.654867256637168,1.82936501530273
"ASV_8804",-1.00550776515945,0.367,-0.401514587645539,0.654867256637168,1.78185269782114
"ASV_12851",-0.821715436312512,0.387,-0.295637165587807,0.678947368421053,1.74298118267532
"ASV_3972",-0.957271357347618,0.401,-0.288528961511119,0.681666666666667,1.93918420044364
"ASV_8489",-1.04013297758231,0.404,-0.412013556656662,0.681666666666667,1.80585084762002
"ASV_4589",0.840622746226112,0.408,0.329962182036188,0.681666666666667,2.2372342680981
"ASV_8640",-0.796663377307973,0.409,-0.300822178164667,0.681666666666667,3.35261671937078
"ASV_2369",-0.767313404498612,0.406,-0.275276426483209,0.681666666666667,1.79225053345638
"ASV_11186",0.93283559866895,0.402,0.32806123154852,0.681666666666667,1.81701885346185
"ASV_2127",0.739141705889094,0.417,0.271852211128371,0.689256198347107,1.87088745135482
"ASV_4052",-0.805104696938649,0.421,-0.315862665917957,0.69016393442623,3.92266183648396
"ASV_5789",-0.864183473905779,0.428,-0.321756729822605,0.695934959349593,2.11510463993373
"ASV_13251",-0.806119605173136,0.443,-0.327161260851951,0.714516129032258,1.94064877888186
"ASV_16366",0.902268217895455,0.453,0.294080358555526,0.7248,1.81687358965846
"ASV_3926",-0.743918932288489,0.468,-0.298088632724581,0.7328125,2.347209761401
"ASV_7514",-0.73717591965636,0.469,-0.277017430545065,0.7328125,2.00559660793091
"ASV_9406",-0.758508470137355,0.466,-0.281387190166155,0.7328125,2.00289903601969
"ASV_8075",0.685501371734032,0.473,0.273833270092483,0.733333333333333,2.03588609609785
"ASV_9193",0.738972628374831,0.478,0.281754411947615,0.735384615384615,2.02307282034706
"ASV_2810",-0.689574522040569,0.487,-0.243934226795352,0.737878787878788,2.34311239137314
"ASV_3923",-0.800002643093792,0.486,-0.28929042525916,0.737878787878788,2.21152328392741
"ASV_11336",-0.70097885736839,0.523,-0.271186810740244,0.780597014925373,2.43982534942959
"ASV_7449",-0.718632474804194,0.523,-0.277644752392653,0.780597014925373,2.32932683925449
"ASV_16269",-0.638103057198355,0.533,-0.264848578238019,0.78962962962963,2.8038407100859
"ASV_15374",-0.665300791467496,0.538,-0.244815304342419,0.791176470588235,2.2305257234544
"ASV_8864",-0.626461085306696,0.547,-0.237169627901286,0.798540145985402,2.35083590520638
"ASV_4083",-0.683061974450965,0.56,-0.246361582400893,0.805755395683453,4.10255305815221
"ASV_2691",-0.68930814619188,0.558,-0.24386208967678,0.805755395683453,2.07199403723266
"ASV_4605",0.574218842222996,0.573,0.205101227650113,0.816107382550336,2.26902666338999
"ASV_13755",-0.602956406465136,0.602,-0.21661061430727,0.816107382550336,1.8156735509812
"ASV_4353",-0.529894085819238,0.607,-0.212348337803616,0.816107382550336,1.87936753900125
"ASV_6655",-0.536928738516299,0.604,-0.220213892003554,0.816107382550336,2.19543064815921
"ASV_8816",0.610415339485824,0.576,0.217185066644354,0.816107382550336,1.83185812329782
"ASV_10291",0.466347079155366,0.607,0.165934579023393,0.816107382550336,1.80236086308018
"ASV_5156",0.607202904894754,0.593,0.221815460353837,0.816107382550336,2.5014660067774
"ASV_11125",0.473121663196135,0.608,0.191076924645125,0.816107382550336,1.78847641578647
"ASV_12425",0.465612087292748,0.583,0.177373232937731,0.816107382550336,1.76878847463823
"ASV_3285",0.517137272676313,0.586,0.197368534172735,0.816107382550336,2.02620821901941
"ASV_11723",-0.532012223396106,0.625,-0.198647158643366,0.833333333333333,2.08626043456107
"ASV_5045",-0.511975708755743,0.642,-0.17004361730905,0.83921568627451,1.74533890935453
"ASV_7955",0.441807249355827,0.638,0.172559609203639,0.83921568627451,1.86174098404059
"ASV_2795",0.456096086449485,0.642,0.166908934922851,0.83921568627451,1.94533452906854
"ASV_8643",0.503333565997651,0.659,0.173418388950774,0.844871794871795,2.83639140221316
"ASV_9782",-0.438361244666486,0.658,-0.174367214895815,0.844871794871795,2.6751354322411
"ASV_5838",0.44689816076049,0.657,0.170080693215842,0.844871794871795,2.44636255516672
"ASV_4323",-0.415509884678179,0.671,-0.152218842687533,0.854777070063694,1.85936086866041
"ASV_15148",-0.492389946583502,0.678,-0.197586263720966,0.858227848101266,1.86661551333055
"ASV_11794",0.413519676778263,0.702,0.156303772352526,0.872049689440994,2.42193263158797
"ASV_3455",0.426738449105352,0.699,0.166048991317731,0.872049689440994,1.75212667705738
"ASV_6937",-0.452945175402701,0.695,-0.176280143820621,0.872049689440994,1.73724269561636
"ASV_17542",0.343745346592594,0.738,0.133513273122108,0.905521472392638,2.31178481273353
"ASV_12780",-0.360296417076066,0.737,-0.12723600752496,0.905521472392638,2.75911124387488
"ASV_7867",0.316475813995695,0.748,0.116484038681979,0.91219512195122,1.85030232693449
"ASV_6622",-0.284752489438563,0.762,-0.104205743244662,0.917857142857143,2.04358104881271
"ASV_3717",0.28989337913085,0.763,0.10424881106255,0.917857142857143,2.43257009071902
"ASV_5702",0.324228371227582,0.771,0.125386174845094,0.917857142857143,2.49339531599296
"ASV_10624",0.275783550828773,0.767,0.100408147070605,0.917857142857143,2.71626841810582
"ASV_3859",-0.269202618881806,0.776,-0.0947146156878866,0.918343195266272,1.93001359550663
"ASV_9528",0.267823896593619,0.788,0.0952157655632999,0.918604651162791,2.22656478339598
"ASV_13108",-0.256464385539592,0.79,-0.0990035737811021,0.918604651162791,2.76508992936588
"ASV_15353",-0.258628056712217,0.789,-0.102611319687253,0.918604651162791,1.87532918685037
"ASV_13213",0.240998238633967,0.81,0.0832288669959967,0.923863636363636,1.84666504866511
"ASV_5903",0.248588144270734,0.803,0.0972300177110103,0.923863636363636,2.81487481933453
"ASV_15958",0.24327165976547,0.808,0.0855705260315351,0.923863636363636,2.08120366555722
"ASV_9708",-0.255870685094762,0.813,-0.0967511219725721,0.923863636363636,2.38949736154844
"ASV_11210",0.166614406429327,0.863,0.0626974281178299,0.950549450549451,2.10565476548445
"ASV_10441",-0.195306081034035,0.862,-0.0639692794358758,0.950549450549451,1.844192703941
"ASV_5103",0.173233109026279,0.865,0.061822008874237,0.950549450549451,2.13970019860475
"ASV_10164",-0.203342799830858,0.864,-0.0817811156794591,0.950549450549451,3.00064671539992
"ASV_18022",-0.243973685425385,0.846,-0.0979292288111013,0.950549450549451,2.12122255359488
"ASV_14064",-0.241037584325855,0.865,-0.097166010987667,0.950549450549451,2.88920298251667
"ASV_13151",-0.178974318001487,0.884,-0.062103642842626,0.966120218579235,2.24071215454985
"ASV_6917",-0.14155488309574,0.891,-0.0556383502413687,0.968478260869565,2.50902860944336
"ASV_8208",0.118833373216688,0.901,0.0453838996704188,0.968817204301075,2.8610929575301
"ASV_18015",-0.135518044518403,0.901,-0.0531331362493122,0.968817204301075,2.36164762543017
"ASV_1289",0.0989861075469774,0.922,0.0373705269219747,0.986096256684492,1.9950814077445
"ASV_319",-0.0943574324524727,0.931,-0.0339272929348424,0.990425531914894,2.53477832125935
"ASV_1395",-0.0737154167992815,0.943,-0.0263107422393891,0.99375,2.15159237317644
"ASV_4871",-0.0672661116748081,0.95,-0.0204155883343043,0.99375,1.84520545426955
"ASV_10251",0.0561138703274236,0.954,0.0209710744105153,0.99375,2.84927346878833
"ASV_4689",-0.0899426401754008,0.948,-0.0353483059981373,0.99375,1.88756679948188
"ASV_11609",-0.0213134564017732,0.986,-0.00777700799819737,0.995959595959596,1.86687382893772
"ASV_7025",-0.0568176699461937,0.967,-0.0211888084745581,0.995959595959596,2.09150916062029
"ASV_4833",-0.0506368616392553,0.971,-0.019142669211501,0.995959595959596,3.79780493551237
"ASV_9635",0.0158669342007503,0.984,0.00570117740019267,0.995959595959596,1.79451142946175
"ASV_12132",-0.0189287802635102,0.986,-0.00751629179931349,0.995959595959596,3.3859403930105
"ASV_9085",0.0370620081783297,0.972,0.0146103976966779,0.995959595959596,2.48648972478188
"ASV_13706",0.013530881997977,0.991,0.00516372874177107,0.995979899497487,2.76732486522261
"ASV_1147",-0.00155919603335868,0.999,-0.000531373978646577,0.999,1.73936459588787
