"axis","taxon","r","Family","Subfamily","Order"
"insect_PCoA3","Agriotes oblongicollis",0.187143965105091,"Elateridae","Elaterinae","Coleoptera"
"insect_PCoA3","Belonuchus rufipennis",-0.186562872442017,"Staphylinidae","Staphylininae","Coleoptera"
"insect_PCoA3","Tenebroides corticalis",0.175257653095799,"Trogossitidae","Trogossitinae","Coleoptera"
"insect_PCoA3","Enoclerus nigripes",-0.171775279613101,"Cleridae","Clerinae","Coleoptera"
"insect_PCoA3","Miridae gen. sp.",-0.167396607196069,"Miridae",NA,"Hemiptera"
"insect_PCoA3","Ellychnia corrusca",0.165851686410793,"Lampyridae","Lampyrinae","Coleoptera"
"insect_PCoA3","Pityophthorus cariniceps",-0.164249293287141,"Curculionidae","Scolytinae","Coleoptera"
"insect_PCoA3","Aleocharinae gen. sp.",-0.163328111153008,"Staphylinidae","Aleocharinae","Coleoptera"
"insect_PCoA3","Gnathotrichus materiarius",-0.161577877510914,"Curculionidae","Scolytinae","Coleoptera"
"insect_PCoA3","Stenoscelis brevis",-0.161463844142432,"Curculionidae","Cossoninae","Coleoptera"
"insect_PCoA3","Philothermus glabriculus",0.159208536311131,"Cerylonidae","Ceryloninae","Coleoptera"
"insect_PCoA3","Ampedus semicinctus",0.158938436537776,"Elateridae","Elaterinae","Coleoptera"
"insect_PCoA3","Ptilinus ruficornis",0.157383311650819,"Ptinidae","Ptilininae","Coleoptera"
"insect_PCoA3","Camponotus pennsylvanicus",-0.155874952864575,"Formicidae","Formicinae","Hymenoptera"
"insect_PCoA3","Melanotus similis",-0.155728887504935,"Elateridae","Elaterinae","Coleoptera"
"insect_PCoA3","Sepedophilus sp.",0.155278652592734,"Staphylinidae","Tachyporinae","Coleoptera"
"insect_PCoA3","Moth",-0.154968009986728,NA,NA,"Lepidoptera"
"insect_PCoA3","Aulonothroscus sp.",0.153794149071858,"Throscidae","NoSubfamily_Throscidae","Coleoptera"
"insect_PCoA3","Parasitic Wasp",0.151747738381527,NA,NA,"Hymenoptera"
"insect_PCoA3","Namunaria guttulata",-0.150340364324649,"Zopheridae","Colydiinae","Coleoptera"
"insect_PCoA3","Monarthrum fasciatum",0.14765204310011,"Curculionidae","Scolytinae","Coleoptera"
"insect_PCoA3","Dendrophagus cygnaei",0.14243237759904,"Silvanidae","Brontinae","Coleoptera"
"insect_PCoA3","Zenodosus sanguineus",0.141656768640601,"Thanerocleridae","Zenodosinae","Coleoptera"
"insect_PCoA3","Dryophthorus americanus",-0.140462647482805,"Dryophthoridae","Dryophthorinae","Coleoptera"
"insect_PCoA3","Athous brightwelli",-0.138587566960681,"Elateridae","Dendrometrinae","Coleoptera"
"insect_PCoA3","Scydmaeninae gen. sp.",0.138229687034438,"Staphylinidae","Scydmaeninae","Coleoptera"
"insect_PCoA3","Corticeus parallelus",-0.137859135502411,"Tenebrionidae","Diaperinae","Coleoptera"
"insect_PCoA3","Laneganus sulcicollis",0.136000923038991,"Elateridae","Dendrometrinae","Coleoptera"
"insect_PCoA3","Acilius mediatus",0.135082336712986,"Dytiscidae","Dytiscinae","Coleoptera"
"insect_PCoA3","Charaphloeus convexulus",0.131190879041521,"Laemophloeidae","NoSubfamily_Laemophloeidae","Coleoptera"
"insect_PCoA3","Pityogenes hopkinsi",-0.13076031891774,"Curculionidae","Scolytinae","Coleoptera"
"insect_PCoA3","Cyrtepistomus castaneus",-0.130006673177036,"Curculionidae","Entiminae","Coleoptera"
"insect_PCoA3","Mallochiola gagates",-0.129033491453586,"Microphysidae","Microphysinae","Hemiptera"
"insect_PCoA3","Pseudopityophthorus minutissimus",0.128769176099528,"Curculionidae","Scolytinae","Coleoptera"
"insect_PCoA3","Pycnotomina cavicolle",0.127879061532137,"Monotomidae","Monotominae","Coleoptera"
"insect_PCoA3","Cis creberrimus",0.121997493172212,"Ciidae","Ciinae","Coleoptera"
"insect_PCoA3","Clypastraea lunata",0.121521940172867,"Corylophidae","Corylophinae","Coleoptera"
"insect_PCoA3","Quedius cruentus",-0.120363276447027,"Staphylinidae","Staphylininae","Coleoptera"
"insect_PCoA3","Phymaphora pulchella",0.119916919739226,"Endomychidae","Leiestinae","Coleoptera"
"insect_PCoA3","Pselaphinae gen. sp.",-0.117158964044484,"Staphylinidae","Pselaphinae","Coleoptera"
"insect_PCoA3","Trixagus chevrolati",-0.11657288319005,"Throscidae","NoSubfamily_Throscidae","Coleoptera"
"insect_PCoA3","Epuraea sp.",-0.114118820118898,"Nitidulidae","Epuraeinae","Coleoptera"
"insect_PCoA3","Athous neacanthus",-0.112343540885689,"Elateridae","Dendrometrinae","Coleoptera"
"insect_PCoA3","Rhinosimus viridiaeneus",0.11050999501028,"Salpingidae","Salpinginae","Coleoptera"
"insect_PCoA3","Cyrtophorus verrucosus",0.110305727929347,"Cerambycidae","Cerambycinae","Coleoptera"
"insect_PCoA3","Bombus sp.",0.106580857512079,"Apidae","Apinae","Hymenoptera"
"insect_PCoA3","Isorhipis obliqua",0.0987901349837299,"Eucnemidae","Melasinae","Coleoptera"
"insect_PCoA3","Ampedus areolatus",0.0985068005474372,"Elateridae","Elaterinae","Coleoptera"
"insect_PCoA3","Synchroa punctata",0.0980141145792535,"Synchroidae","NoSubfamily_Synchroinae","Coleoptera"
"insect_PCoA3","Hylis terminalis",-0.0977662298433908,"Eucnemidae","Melasinae","Coleoptera"
"insect_PCoA3","Nudobius cephalus",-0.094779558700743,"Staphylinidae","Xantholininae","Coleoptera"
"insect_PCoA3","Agathidium sp.",0.0945384172181182,"Leiodidae","Leiodinae","Coleoptera"
"insect_PCoA3","Hydraena sp.",-0.0896610976466584,"Hydraenidae","Hydraeninae","Coleoptera"
"insect_PCoA3","Cerylon castaneum",0.0870258929364593,"Cerylonidae","Ceryloninae","Coleoptera"
"insect_PCoA3","Canifa pallipes",-0.084687123757592,"Scraptiidae","Scraptiinae","Coleoptera"
"insect_PCoA3","Thoracophorus costalis",0.0816111013734159,"Staphylinidae","Osoriinae","Coleoptera"
"insect_PCoA3","Hylesinus aculeatus",-0.0800749255101076,"Curculionidae","Scolytinae","Coleoptera"
"insect_PCoA3","Ichneumonidae gen. sp.",0.0787288672219742,"Ichneumonidae",NA,"Hymenoptera"
"insect_PCoA3","Cucujus clavipes",0.0765869820967558,"Cucujidae","NoSubfamily_Cucujidae","Coleoptera"
"insect_PCoA3","Neoclytus acuminatus",-0.0756882473320453,"Cerambycidae","Cerambycinae","Coleoptera"
"insect_PCoA3","Ampedus unnamed sp. ",0.0750818292282599,"Elateridae","Elaterinae","Coleoptera"
"insect_PCoA3","Enicmus tenuicornis",0.0735660975594066,"Latridiidae","Latridiinae","Coleoptera"
"insect_PCoA3","Stenolophus ochropezus",-0.0734181058358759,"Carabidae","Harpalinae","Coleoptera"
"insect_PCoA3","Microrhagus sp.",0.0726312480885676,"Eucnemidae","Melasinae","Coleoptera"
"insect_PCoA3","Glischrochilus sanguinolentus",0.0722553421228545,"Nitidulidae","Cryptarchinae","Coleoptera"
"insect_PCoA3","Spider",-0.0715078980013439,NA,NA,"Araneae"
"insect_PCoA3","Sculptotheca puberula",-0.071285096086432,"Ptinidae","Dorcatominae","Coleoptera"
"insect_PCoA3","Anomala orientalis",-0.0707367973311926,"Scarabaeidae","Rutelinae","Coleoptera"
"insect_PCoA3","Pityophthorus consimilis",-0.0688967540002129,"Curculionidae","Scolytinae","Coleoptera"
"insect_PCoA3","Synchita fuliginosa",0.0660337876551987,"Zopheridae","Colydiinae","Coleoptera"
"insect_PCoA3","Xylotrechus colonus",0.0645364411885654,"Cerambycidae","Cerambycinae","Coleoptera"
"insect_PCoA3","Malthodes sp.",-0.0640128536375394,"Cantharidae","Malthininae","Coleoptera"
"insect_PCoA3","Cockroach",0.0602409162328233,NA,NA,"Blattodea"
"insect_PCoA3","Monarthrum mali",-0.0548111550849787,"Curculionidae","Scolytinae","Coleoptera"
"insect_PCoA3","Cymbiodyta sp.",0.0540852536512566,"Hydrophilidae","Enochrinae","Coleoptera"
"insect_PCoA3","Orthocis punctatus",0.0518141508261417,"Ciidae","Ciinae","Coleoptera"
"insect_PCoA3","Xylosandrus crassiusculus",0.044094459594378,"Curculionidae","Scolytinae","Coleoptera"
"insect_PCoA3","Grynocharis quadrilineata",0.0429994564983657,"Lophocateridae","NoSubfamily_Lophocateridae","Coleoptera"
"insect_PCoA3","Syzeton subfasciatus",0.042664666713877,"Aderidae","NoSubfamily_Aderidae","Coleoptera"
"insect_PCoA3","Haplandrus fulvipes",-0.0421348127032765,"Tenebrionidae","Stenochiinae","Coleoptera"
"insect_PCoA3","Androchirus erythropus",-0.0383352735619234,"Tenebrionidae","Alleculinae","Coleoptera"
"insect_PCoA3","Dichelonyx canadensis",-0.03013633246732,"Scarabaeidae","Melolonthinae","Coleoptera"
"insect_PCoA3","Caddisfly",0.0283752578256318,NA,NA,"Trichoptera"
"insect_PCoA3","Gambrinus confusus",0.0282739597291407,"Elateridae","Dendrometrinae","Coleoptera"
"insect_PCoA3","Xyloterinus politus",0.0281740471550994,"Curculionidae","Scolytinae","Coleoptera"
"insect_PCoA3","Ptiliidae gen. sp.",-0.0262747923021157,"Ptiliidae",NA,"Coleoptera"
"insect_PCoA3","Cerylon unicolor",-0.0213780985772629,"Cerylonidae","Ceryloninae","Coleoptera"
"insect_PCoA3","Xyleborinus attenuatus",-0.0200361626627204,"Curculionidae","Scolytinae","Coleoptera"
"insect_PCoA3","Spider Wasp",-0.0191224974045807,"Pompilidae",NA,"Hymenoptera"
"insect_PCoA3","Hadrobregmus notatus",0.0170249647247739,"Ptinidae","Anobiinae","Coleoptera"
"insect_PCoA3","Melanotus americanus",0.0148980671864267,"Elateridae","Elaterinae","Coleoptera"
"insect_PCoA3","Cis fuscipes",-0.0130965076870753,"Ciidae","Ciinae","Coleoptera"
"insect_PCoA3","Xylosandrus germanus",0.0127122542691297,"Curculionidae","Scolytinae","Coleoptera"
"insect_PCoA3","Menecles insertus",0.012503487636074,"Pentatomidae","Pentatominae","Hemiptera"
"insect_PCoA3","Contacyphon sp.",-0.00968276455788576,"Scirtidae","Scirtinae","Coleoptera"
"insect_PCoA3","Mordellaria serval",0.00826016706167818,"Mordellidae","Mordellinae","Coleoptera"
"insect_PCoA3","Ips pini",-0.00729683432991449,"Curculionidae","Scolytinae","Coleoptera"
"insect_PCoA3","Hylastes opacus",-0.00621680434237765,"Curculionidae","Scolytinae","Coleoptera"
"insect_PCoA3","Crypturgus alutaceus",-0.00475419434686327,"Curculionidae","Scolytinae","Coleoptera"
"insect_PCoA3","Xylobiops basilaris",0.00360088111885646,"Bostrichidae","Bostrichinae","Coleoptera"
"insect_PCoA3","Hesperus apicialis",-0.000799737040225124,"Staphylinidae","Staphylininae","Coleoptera"
"insect_PCoA3","Xyelid sawfly",-0.000677972767937181,"Xyelidae",NA,"Hymenoptera"
"insect_PCoA3","Catogenus rufus",-0.000273695321560294,"Passandridae","NoSubfamily_Passandridae","Coleoptera"
"insect_PCoA3","Sunius confluentus",-2.23007364953217e-05,"Staphylinidae","Paederinae","Coleoptera"
