"insect_taxon","fungal_taxon","t_stat","p_perm","q_value_within_insect","q_value_global","insect_order","insect_family","insect_subfamily","insect_genus","insect_species","fungal_kingdom","fungal_phylum","fungal_class","fungal_order","fungal_family","fungal_genus","fungal_species","direction"
"Pityogenes hopkinsi","ASV_4612",-2.36534692294682,0.005,0.0423930481283422,0.514379770992366,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothideaceae",NA,NA,"negative"
"Pityogenes hopkinsi","ASV_5316",-2.35732334652788,0.005,0.0423930481283422,0.514379770992366,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Exobasidiomycetes","o__Microstromatales","f__Microstromatales_fam_Incertae_sedis","g__Pseudomicrostroma","s__phylloplanum","negative"
"Pityogenes hopkinsi","ASV_5533",-3.84502464396858,0.005,0.0423930481283422,0.514379770992366,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_5648",4.30623919241953,0.005,0.0423930481283422,0.514379770992366,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Schizoporaceae","g__Hyphodontia","s__subalutacea","positive"
"Pityogenes hopkinsi","ASV_6150",-2.62203247910357,0.005,0.0423930481283422,0.514379770992366,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Schizoporaceae","g__Xylodon","s__erastii","negative"
"Pityogenes hopkinsi","ASV_6580",2.66543337360491,0.005,0.0423930481283422,0.514379770992366,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales",NA,NA,NA,"positive"
"Pityogenes hopkinsi","ASV_6591",-1.89810612939156,0.005,0.0423930481283422,0.514379770992366,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Arthoniomycetes","o__Arthoniales","f__Opegraphaceae","g__Opegrapha","s__vermicellifera","negative"
"Pityogenes hopkinsi","ASV_7099",-3.27915110600929,0.005,0.0423930481283422,0.514379770992366,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_7926",-3.81887614492345,0.005,0.0423930481283422,0.514379770992366,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Fomitopsidaceae","g__Brunneoporus","s__cyclopis","negative"
"Pityogenes hopkinsi","ASV_8352",2.95730610200602,0.005,0.0423930481283422,0.514379770992366,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreales_fam_Incertae_sedis","g__Barbatosphaeria","s__arboricola","positive"
"Pityogenes hopkinsi","ASV_8396",-3.49967714167931,0.005,0.0423930481283422,0.514379770992366,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae","g__Valsa",NA,"negative"
"Pityogenes hopkinsi","ASV_8415",4.7202642642902,0.005,0.0423930481283422,0.514379770992366,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Coronophorales","f__Scortechiniaceae","g__Yuxiensis","s__granularis","positive"
"Pityogenes hopkinsi","ASV_8482",-3.36754943880146,0.005,0.0423930481283422,0.514379770992366,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Peniophora","s__cinerea","negative"
"Pityogenes hopkinsi","ASV_8587",4.08079155828682,0.005,0.0423930481283422,0.514379770992366,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Mycenaceae","g__Mycena","s__alcalina","positive"
"Pityogenes hopkinsi","ASV_8591",-2.91787237307297,0.005,0.0423930481283422,0.514379770992366,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Neoantennariellaceae","g__Cippumomyces","s__mortalis","negative"
"Pityogenes hopkinsi","ASV_8780",-3.26991408836638,0.005,0.0423930481283422,0.514379770992366,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Ganodermataceae","g__Ganoderma",NA,"negative"
"Pityogenes hopkinsi","ASV_8980",-3.36030264683649,0.005,0.0423930481283422,0.514379770992366,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales",NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_9148",-3.27282282322625,0.005,0.0423930481283422,0.514379770992366,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales",NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_9590",-2.38070601022505,0.005,0.0423930481283422,0.514379770992366,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales",NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_10581",3.74651005931929,0.005,0.0423930481283422,0.514379770992366,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Schizoporaceae","g__Xylodon",NA,"positive"
"Pityogenes hopkinsi","ASV_10806",-2.90172643933335,0.005,0.0423930481283422,0.514379770992366,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium",NA,"negative"
"Pityogenes hopkinsi","ASV_11163",4.09791818144882,0.005,0.0423930481283422,0.514379770992366,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae","g__Cytospora","s__beilinensis","positive"
"Pityogenes hopkinsi","ASV_11684",-2.64936215194041,0.005,0.0423930481283422,0.514379770992366,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Leucosporidiales","f__Leucosporidiaceae","g__Leucosporidium",NA,"negative"
"Pityogenes hopkinsi","ASV_12231",-2.39044614521796,0.005,0.0423930481283422,0.514379770992366,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi",NA,NA,NA,NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_12347",-2.15609802637669,0.005,0.0423930481283422,0.514379770992366,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Paracladophialophoraceae","g__Paracladophialophora",NA,"negative"
"Pityogenes hopkinsi","ASV_12848",-3.22174895619235,0.005,0.0423930481283422,0.514379770992366,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothioraceae","g__Dothiora",NA,"negative"
"Pityogenes hopkinsi","ASV_13065",-2.65408075665192,0.005,0.0423930481283422,0.514379770992366,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Neocladophialophora","s__quercina","negative"
"Pityogenes hopkinsi","ASV_13213",-2.37399264178698,0.005,0.0423930481283422,0.514379770992366,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Microbotryomycetes_ord_Incertae_sedis","f__Colacogloeaceae",NA,NA,"negative"
"Pityogenes hopkinsi","ASV_13789",-3.2507081009251,0.005,0.0423930481283422,0.514379770992366,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Coronophorales","f__Scortechiniaceae","g__Yuxiensis","s__granularis","negative"
"Pityogenes hopkinsi","ASV_14494",-2.83279608459375,0.005,0.0423930481283422,0.514379770992366,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Sphaerulina","s__pelargonii","negative"
"Pityogenes hopkinsi","ASV_15016",-3.15099890691027,0.005,0.0423930481283422,0.514379770992366,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliaceae","g__Orbilia","s__tremulae","negative"
"Pityogenes hopkinsi","ASV_16364",-2.96380081573006,0.005,0.0423930481283422,0.514379770992366,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Steccherinaceae","g__Steccherinum","s__fimbriatum","negative"
"Pityogenes hopkinsi","ASV_16530",-2.18305769667856,0.005,0.0423930481283422,0.514379770992366,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Phaeomoniellales","f__Phaeomoniellaceae","g__Moristroma","s__quercinum","negative"
"Pityogenes hopkinsi","ASV_16648",-2.72698741731734,0.005,0.0423930481283422,0.514379770992366,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Microbotryomycetes_ord_Incertae_sedis","f__Microbotryomycetes_fam_Incertae_sedis","g__Curvibasidium",NA,"negative"
"Pityogenes hopkinsi","ASV_17529",-3.33552637054834,0.005,0.0423930481283422,0.514379770992366,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi",NA,NA,NA,NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_17965",-2.43493715428687,0.005,0.0423930481283422,0.514379770992366,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_19395",-2.86656776953802,0.005,0.0423930481283422,0.514379770992366,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales",NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_19487",-4.44590946655875,0.005,0.0423930481283422,0.514379770992366,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Phialophora","s__phaeophora","negative"
"Pityogenes hopkinsi","ASV_20740",-2.77650690394246,0.005,0.0423930481283422,0.514379770992366,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Bulleribasidiaceae_gen_Incertae_sedis",NA,"negative"
"Pityogenes hopkinsi","ASV_20951",-2.61923194969536,0.005,0.0423930481283422,0.514379770992366,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Meruliaceae","g__Scopuloides",NA,"negative"
"Pityogenes hopkinsi","ASV_21235",-3.23424923041366,0.005,0.0423930481283422,0.514379770992366,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothioraceae","g__Dothiora",NA,"negative"
"Pityogenes hopkinsi","ASV_22186",-2.91997989194609,0.005,0.0423930481283422,0.514379770992366,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_22336",-2.80046289717671,0.005,0.0423930481283422,0.514379770992366,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_22584",-3.28778216690041,0.005,0.0423930481283422,0.514379770992366,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Neoantennariellaceae","g__Cippumomyces","s__mortalis","negative"
"Pityogenes hopkinsi","ASV_24975",-2.95893930943288,0.005,0.0423930481283422,0.514379770992366,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Sarocladiaceae","g__Parasarocladium","s__fusiforme","negative"
"Pityogenes hopkinsi","ASV_26197",-2.8409882115299,0.005,0.0423930481283422,0.514379770992366,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi",NA,NA,NA,NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_26222",-2.83711840772842,0.005,0.0423930481283422,0.514379770992366,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothideaceae","g__Dothideaceae_gen_Incertae_sedis",NA,"negative"
"Pityogenes hopkinsi","ASV_27975",-2.82084585405119,0.005,0.0423930481283422,0.514379770992366,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales",NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_28914",-3.17444172497563,0.005,0.0423930481283422,0.514379770992366,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Fonsecaea",NA,"negative"
"Asemum striatum","ASV_3",3.85541030880336,0.001,0.0425637583892617,0.371345579793341,"Coleoptera","Cerambycidae","Spondylidinae","Asemum","Asemum striatum","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium","s__pullulans","positive"
"Asemum striatum","ASV_43",4.226207807439,0.001,0.0425637583892617,0.371345579793341,"Coleoptera","Cerambycidae","Spondylidinae","Asemum","Asemum striatum","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Microbotryomycetes_ord_Incertae_sedis","f__Microbotryomycetes_fam_Incertae_sedis","g__Curvibasidium",NA,"positive"
"Asemum striatum","ASV_65",-2.99467815865122,0.001,0.0425637583892617,0.371345579793341,"Coleoptera","Cerambycidae","Spondylidinae","Asemum","Asemum striatum","k__Fungi",NA,NA,NA,NA,NA,NA,"negative"
"Asemum striatum","ASV_67",3.83131076351426,0.001,0.0425637583892617,0.371345579793341,"Coleoptera","Cerambycidae","Spondylidinae","Asemum","Asemum striatum","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Microbotryomycetes_ord_Incertae_sedis","f__Microbotryomycetes_fam_Incertae_sedis","g__Curvibasidium",NA,"positive"
"Asemum striatum","ASV_68",3.07770810426868,0.001,0.0425637583892617,0.371345579793341,"Coleoptera","Cerambycidae","Spondylidinae","Asemum","Asemum striatum","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis","g__Cryptocline","s__arctostaphyli","positive"
"Asemum striatum","ASV_104",3.83074467710546,0.001,0.0425637583892617,0.371345579793341,"Coleoptera","Cerambycidae","Spondylidinae","Asemum","Asemum striatum","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothioraceae","g__Dothiora",NA,"positive"
"Asemum striatum","ASV_105",2.77853685482756,0.001,0.0425637583892617,0.371345579793341,"Coleoptera","Cerambycidae","Spondylidinae","Asemum","Asemum striatum","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Cryptococcaceae","g__Teunia",NA,"positive"
"Asemum striatum","ASV_136",3.86590765987054,0.001,0.0425637583892617,0.371345579793341,"Coleoptera","Cerambycidae","Spondylidinae","Asemum","Asemum striatum","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Cystofilobasidiales","f__Cystofilobasidiaceae","g__Cystofilobasidium","s__macerans","positive"
"Asemum striatum","ASV_173",3.06105724796582,0.001,0.0425637583892617,0.371345579793341,"Coleoptera","Cerambycidae","Spondylidinae","Asemum","Asemum striatum","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Naganishia","s__globosa","positive"
"Asemum striatum","ASV_183",3.44988650801253,0.001,0.0425637583892617,0.371345579793341,"Coleoptera","Cerambycidae","Spondylidinae","Asemum","Asemum striatum","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothioraceae","g__Dothiora",NA,"positive"
"Asemum striatum","ASV_189",3.47866107521524,0.001,0.0425637583892617,0.371345579793341,"Coleoptera","Cerambycidae","Spondylidinae","Asemum","Asemum striatum","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothideaceae","g__Rhizosphaera",NA,"positive"
"Asemum striatum","ASV_201",3.7039740459039,0.001,0.0425637583892617,0.371345579793341,"Coleoptera","Cerambycidae","Spondylidinae","Asemum","Asemum striatum","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium","s__pullulans","positive"
"Asemum striatum","ASV_214",-2.8108036582863,0.001,0.0425637583892617,0.371345579793341,"Coleoptera","Cerambycidae","Spondylidinae","Asemum","Asemum striatum","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae","g__Cytospora",NA,"negative"
"Asemum striatum","ASV_244",3.83554106056558,0.001,0.0425637583892617,0.371345579793341,"Coleoptera","Cerambycidae","Spondylidinae","Asemum","Asemum striatum","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Filobasidium","s__wieringae","positive"
"Asemum striatum","ASV_282",2.83731082619602,0.001,0.0425637583892617,0.371345579793341,"Coleoptera","Cerambycidae","Spondylidinae","Asemum","Asemum striatum","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis","g__Cryptocline","s__arctostaphyli","positive"
"Asemum striatum","ASV_303",2.99609815997461,0.001,0.0425637583892617,0.371345579793341,"Coleoptera","Cerambycidae","Spondylidinae","Asemum","Asemum striatum","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleraceae","g__Fonsecazyma",NA,"positive"
"Asemum striatum","ASV_324",3.78257960895863,0.001,0.0425637583892617,0.371345579793341,"Coleoptera","Cerambycidae","Spondylidinae","Asemum","Asemum striatum","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis","g__Cryptocline","s__arctostaphyli","positive"
"Asemum striatum","ASV_328",3.48649024694566,0.001,0.0425637583892617,0.371345579793341,"Coleoptera","Cerambycidae","Spondylidinae","Asemum","Asemum striatum","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Cryptococcaceae","g__Teunia","s__cuniculi","positive"
"Asemum striatum","ASV_334",2.69358050545217,0.001,0.0425637583892617,0.371345579793341,"Coleoptera","Cerambycidae","Spondylidinae","Asemum","Asemum striatum","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Cryptococcaceae","g__Teunia",NA,"positive"
"Asemum striatum","ASV_338",4.06291293391937,0.001,0.0425637583892617,0.371345579793341,"Coleoptera","Cerambycidae","Spondylidinae","Asemum","Asemum striatum","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis","g__Cryptocline","s__arctostaphyli","positive"
"Asemum striatum","ASV_347",3.23709749377626,0.001,0.0425637583892617,0.371345579793341,"Coleoptera","Cerambycidae","Spondylidinae","Asemum","Asemum striatum","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium","s__pullulans","positive"
"Asemum striatum","ASV_349",3.26892992968489,0.001,0.0425637583892617,0.371345579793341,"Coleoptera","Cerambycidae","Spondylidinae","Asemum","Asemum striatum","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales",NA,NA,NA,"positive"
"Asemum striatum","ASV_374",4.46526518391611,0.001,0.0425637583892617,0.371345579793341,"Coleoptera","Cerambycidae","Spondylidinae","Asemum","Asemum striatum","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Cystofilobasidiales","f__Mrakiaceae","g__Udeniomyces","s__pyricola","positive"
"Asemum striatum","ASV_375",3.38630654513293,0.001,0.0425637583892617,0.371345579793341,"Coleoptera","Cerambycidae","Spondylidinae","Asemum","Asemum striatum","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium","s__pullulans","positive"
"Asemum striatum","ASV_402",3.36473522217868,0.001,0.0425637583892617,0.371345579793341,"Coleoptera","Cerambycidae","Spondylidinae","Asemum","Asemum striatum","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Naganishia","s__albida","positive"
"Asemum striatum","ASV_428",4.00741577834075,0.001,0.0425637583892617,0.371345579793341,"Coleoptera","Cerambycidae","Spondylidinae","Asemum","Asemum striatum","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Cystofilobasidiales","f__Cystofilobasidiaceae","g__Cystofilobasidium",NA,"positive"
"Asemum striatum","ASV_448",3.54118991046068,0.001,0.0425637583892617,0.371345579793341,"Coleoptera","Cerambycidae","Spondylidinae","Asemum","Asemum striatum","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Polyporaceae","g__Cerioporus","s__mollis","positive"
"Asemum striatum","ASV_478",3.85619104798584,0.001,0.0425637583892617,0.371345579793341,"Coleoptera","Cerambycidae","Spondylidinae","Asemum","Asemum striatum","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothioraceae","g__Dothiora",NA,"positive"
"Asemum striatum","ASV_481",3.99183903642939,0.001,0.0425637583892617,0.371345579793341,"Coleoptera","Cerambycidae","Spondylidinae","Asemum","Asemum striatum","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothioraceae","g__Dothiora",NA,"positive"
"Asemum striatum","ASV_541",4.25828656426518,0.001,0.0425637583892617,0.371345579793341,"Coleoptera","Cerambycidae","Spondylidinae","Asemum","Asemum striatum","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothioraceae","g__Dothiora",NA,"positive"
"Asemum striatum","ASV_547",3.09717439409753,0.001,0.0425637583892617,0.371345579793341,"Coleoptera","Cerambycidae","Spondylidinae","Asemum","Asemum striatum","k__Fungi",NA,NA,NA,NA,NA,NA,"positive"
"Asemum striatum","ASV_559",3.45983673335675,0.001,0.0425637583892617,0.371345579793341,"Coleoptera","Cerambycidae","Spondylidinae","Asemum","Asemum striatum","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium","s__pullulans","positive"
"Asemum striatum","ASV_611",2.69904299512343,0.001,0.0425637583892617,0.371345579793341,"Coleoptera","Cerambycidae","Spondylidinae","Asemum","Asemum striatum","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothideaceae","g__Rhizosphaera",NA,"positive"
"Asemum striatum","ASV_634",5.24356290576432,0.001,0.0425637583892617,0.371345579793341,"Coleoptera","Cerambycidae","Spondylidinae","Asemum","Asemum striatum","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Filobasidiaceae_gen_Incertae_sedis",NA,"positive"
"Asemum striatum","ASV_643",3.91992645970081,0.001,0.0425637583892617,0.371345579793341,"Coleoptera","Cerambycidae","Spondylidinae","Asemum","Asemum striatum","k__Fungi","p__Basidiomycota","c__Tremellomycetes",NA,NA,NA,NA,"positive"
"Asemum striatum","ASV_657",-4.65334859338737,0.001,0.0425637583892617,0.371345579793341,"Coleoptera","Cerambycidae","Spondylidinae","Asemum","Asemum striatum","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Phaeomoniellales","f__Phaeomoniellaceae",NA,NA,"negative"
"Asemum striatum","ASV_683",2.85182942719673,0.001,0.0425637583892617,0.371345579793341,"Coleoptera","Cerambycidae","Spondylidinae","Asemum","Asemum striatum","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium","s__pullulans","positive"
"Asemum striatum","ASV_701",4.63267305606206,0.001,0.0425637583892617,0.371345579793341,"Coleoptera","Cerambycidae","Spondylidinae","Asemum","Asemum striatum","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales",NA,NA,NA,"positive"
"Asemum striatum","ASV_706",2.86225832014808,0.001,0.0425637583892617,0.371345579793341,"Coleoptera","Cerambycidae","Spondylidinae","Asemum","Asemum striatum","k__Fungi","p__Ascomycota","c__Taphrinomycetes","o__Taphrinales","f__Taphrinaceae","g__Taphrina","s__inositophila","positive"
"Asemum striatum","ASV_709",3.06977770401425,0.001,0.0425637583892617,0.371345579793341,"Coleoptera","Cerambycidae","Spondylidinae","Asemum","Asemum striatum","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothideaceae","g__Rhizosphaera",NA,"positive"
"Asemum striatum","ASV_725",3.06771776488752,0.001,0.0425637583892617,0.371345579793341,"Coleoptera","Cerambycidae","Spondylidinae","Asemum","Asemum striatum","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium","s__pullulans","positive"
"Asemum striatum","ASV_728",2.61770354638884,0.001,0.0425637583892617,0.371345579793341,"Coleoptera","Cerambycidae","Spondylidinae","Asemum","Asemum striatum","k__Fungi","p__Basidiomycota","c__Tremellomycetes",NA,NA,NA,NA,"positive"
