"insect_taxon","fungal_taxon","t_stat","p_perm","q_value_within_insect","q_value_global","insect_order","insect_family","insect_subfamily","insect_genus","insect_species","fungal_kingdom","fungal_phylum","fungal_class","fungal_order","fungal_family","fungal_genus","fungal_species","direction"
"Pityogenes hopkinsi","ASV_7926",-3.48650515661295,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Fomitopsidaceae","g__Brunneoporus","s__cyclopis","negative"
"Pityogenes hopkinsi","ASV_8239",4.89060365592151,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariomycetes_ord_Incertae_sedis","f__Sordariomycetes_fam_Incertae_sedis","g__Rhamphoria","s__pyriformis","positive"
"Pityogenes hopkinsi","ASV_8415",4.58932545228065,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Coronophorales","f__Scortechiniaceae","g__Yuxiensis","s__granularis","positive"
"Pityogenes hopkinsi","ASV_8639",-4.52707920265402,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lophiotremataceae","g__Lophiotrema","s__nucula","negative"
"Pityogenes hopkinsi","ASV_8780",-3.29200578619371,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Ganodermataceae","g__Ganoderma",NA,"negative"
"Pityogenes hopkinsi","ASV_9039",-3.38154850734678,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Mucoraceae","g__Mucor","s__hiemalis","negative"
"Pityogenes hopkinsi","ASV_9146",3.26459174827796,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariomycetes_ord_Incertae_sedis","f__Sordariomycetes_fam_Incertae_sedis","g__Rhamphoria","s__pyriformis","positive"
"Pityogenes hopkinsi","ASV_9934",-2.80471910579596,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Exobasidiomycetes","o__Microstromatales","f__Microstromataceae","g__Microstroma",NA,"negative"
"Pityogenes hopkinsi","ASV_10083",3.3341539156865,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Tubulicrinaceae","g__Tubulicrinis","s__accedens","positive"
"Pityogenes hopkinsi","ASV_10164",-3.45922435632337,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","g__Claussenomyces","s__kirschsteinianus","negative"
"Pityogenes hopkinsi","ASV_10210",-3.24518988077855,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Neocucurbitaria",NA,"negative"
"Pityogenes hopkinsi","ASV_10396",-3.78753998991682,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetaceae","g__Ogataea","s__populi-albae","negative"
"Pityogenes hopkinsi","ASV_10591",-2.80504137776957,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__taibaiensis","negative"
"Pityogenes hopkinsi","ASV_10729",-2.85537500942088,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae","g__Cytospora",NA,"negative"
"Pityogenes hopkinsi","ASV_10890",-3.22096584249647,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Meruliaceae","g__Scopuloides","s__hydnoides","negative"
"Pityogenes hopkinsi","ASV_11167",-3.11228242289094,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Exobasidiomycetes","o__Microstromatales","f__Microstromatales_fam_Incertae_sedis","g__Pseudomicrostroma",NA,"negative"
"Pityogenes hopkinsi","ASV_11176",-3.37961053431984,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Neocucurbitaria","s__populi","negative"
"Pityogenes hopkinsi","ASV_11976",5.55400854030298,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi",NA,NA,NA,NA,NA,NA,"positive"
"Pityogenes hopkinsi","ASV_12447",-3.19014949283842,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Exophiala","s__moniliae","negative"
"Pityogenes hopkinsi","ASV_13402",-2.59541560838239,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Lipomycetaceae","g__Myxozyma",NA,"negative"
"Pityogenes hopkinsi","ASV_13666",-2.72702873136449,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales",NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_13669",-3.86112048678737,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Leptospora","s__rubella","negative"
"Pityogenes hopkinsi","ASV_15002",-2.52169329604968,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Meripilaceae","g__Meripilaceae_gen_Incertae_sedis",NA,"negative"
"Pityogenes hopkinsi","ASV_15958",-3.25252017979485,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae","g__Trichomerium",NA,"negative"
"Pityogenes hopkinsi","ASV_17321",-2.86543091216836,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis","g__Cryptocline","s__arctostaphyli","negative"
"Pityogenes hopkinsi","ASV_17709",-3.45681031758969,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__catalonicum","negative"
"Pityogenes hopkinsi","ASV_17965",-2.58036978892384,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_18369",-2.79916236604605,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothioraceae","g__Dothiora",NA,"negative"
"Pityogenes hopkinsi","ASV_20592",-2.90913380969765,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Psathyrella","s__typhae","negative"
"Pityogenes hopkinsi","ASV_21247",-2.52766784765908,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreaceae","g__Trichoderma","s__minutisporum","negative"
"Pityogenes hopkinsi","ASV_21764",-2.74840863020937,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__victoriae","negative"
"Pityogenes hopkinsi","ASV_22864",-2.81453805465383,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis","g__Cryptocline","s__arctostaphyli","negative"
"Pityogenes hopkinsi","ASV_23817",-3.69957933427593,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_24283",-2.70640591201116,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothioraceae","g__Dothiora",NA,"negative"
"Pityogenes hopkinsi","ASV_25814",-3.23580066686611,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales",NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_26853",-3.13608266238569,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Acrodontium","s__neolitseae","negative"
"Pityogenes hopkinsi","ASV_27074",-3.25060778962687,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Meruliaceae","g__Scopuloides","s__hydnoides","negative"
"Pityogenes hopkinsi","ASV_28447",-3.09083176915517,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium","s__pullulans","negative"
"Pityogenes hopkinsi","ASV_29425",-3.37703251358119,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Mollisiaceae","g__Mollisia","s__asteliae","negative"
"Pityogenes hopkinsi","ASV_355",3.20842703050878,0.003,0.0691854545454545,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Neocucurbitaria","s__populi","positive"
"Pityogenes hopkinsi","ASV_406",3.17395934368714,0.003,0.0691854545454545,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae","g__Cytospora","s__beilinensis","positive"
"Pityogenes hopkinsi","ASV_550",2.72260852328965,0.003,0.0691854545454545,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Cryphonectriaceae","g__Cryphonectriaceae_gen_Incertae_sedis",NA,"positive"
"Pityogenes hopkinsi","ASV_665",3.02091761968858,0.003,0.0691854545454545,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Fomitopsidaceae","g__Piptoporus","s__betulinus","positive"
"Pityogenes hopkinsi","ASV_1024",2.71321945217572,0.003,0.0691854545454545,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Polyporaceae","g__Trametes",NA,"positive"
"Pityogenes hopkinsi","ASV_1186",2.89765389661143,0.003,0.0691854545454545,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Diatrypaceae","g__Diatrype","s__stigma","positive"
"Pityogenes hopkinsi","ASV_1222",4.17818042524466,0.003,0.0691854545454545,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Rhytismatales","f__Rhytismataceae","g__Lophodermium","s__macci","positive"
"Pityogenes hopkinsi","ASV_1475",3.10377946545998,0.003,0.0691854545454545,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Thyronectria",NA,"positive"
"Pityogenes hopkinsi","ASV_1563",2.86095322028236,0.003,0.0691854545454545,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Calosphaeriales","f__Calosphaeriaceae","g__Jattaea",NA,"positive"
"Pityogenes hopkinsi","ASV_1590",-2.94022128179507,0.003,0.0691854545454545,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Teratosphaeriaceae","g__Teratosphaeria","s__agapanthi","negative"
"Pityogenes hopkinsi","ASV_1853",3.24947089432046,0.003,0.0691854545454545,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Pyrenochaetopsis","s__microspora","positive"
"Pityogenes hopkinsi","ASV_1912",2.76550261193399,0.003,0.0691854545454545,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi",NA,NA,NA,NA,NA,NA,"positive"
"Pityogenes hopkinsi","ASV_2075",-2.91096726693277,0.003,0.0691854545454545,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Phaffomycetaceae","g__Wickerhamomyces","s__alni","negative"
"Pityogenes hopkinsi","ASV_2450",3.93792283145491,0.003,0.0691854545454545,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales","f__Exidiaceae","g__Exidia",NA,"positive"
"Pityogenes hopkinsi","ASV_3163",-3.03782893426014,0.003,0.0691854545454545,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiales","f__Cystobasidiaceae","g__Cystobasidium",NA,"negative"
"Pityogenes hopkinsi","ASV_3702",3.78608631962227,0.003,0.0691854545454545,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Tremellaceae","g__Sirotrema","s__translucens","positive"
"Pityogenes hopkinsi","ASV_4537",-2.47570494818337,0.003,0.0691854545454545,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Neoantennariellaceae","g__Cippumomyces","s__mortalis","negative"
"Pityogenes hopkinsi","ASV_4832",-2.21365805979207,0.003,0.0691854545454545,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium","s__pullulans","negative"
"Pityogenes hopkinsi","ASV_4937",4.77274791991653,0.003,0.0691854545454545,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Stereaceae","g__Stereum","s__sanguinolentum","positive"
"Pityogenes hopkinsi","ASV_5022",-2.68342214358112,0.003,0.0691854545454545,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Xylariaceae","g__Virgaria","s__nigra","negative"
"Pityogenes hopkinsi","ASV_5102",-2.57823254041755,0.003,0.0691854545454545,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Neoantennariellaceae","g__Cippumomyces","s__mortalis","negative"
"Pityogenes hopkinsi","ASV_5304",-3.23950044710156,0.003,0.0691854545454545,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariomycetes_ord_Incertae_sedis","f__Sordariomycetes_fam_Incertae_sedis","g__Rhamphoria","s__pyriformis","negative"
"Pityogenes hopkinsi","ASV_5503",2.87326178039161,0.003,0.0691854545454545,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Lecanoraceae","g__Lecidella","s__albida","positive"
"Pityogenes hopkinsi","ASV_5727",-3.81160468574033,0.003,0.0691854545454545,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Allocucurbitaria","s__botulispora","negative"
"Pityogenes hopkinsi","ASV_5967",-2.62442050854329,0.003,0.0691854545454545,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Phanerochaetaceae","g__Phanerochaete","s__sordida","negative"
"Pityogenes hopkinsi","ASV_6245",-2.92259420946084,0.003,0.0691854545454545,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_6362",-3.13030515047022,0.003,0.0691854545454545,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Pyrenochaetopsis","s__microspora","negative"
"Pityogenes hopkinsi","ASV_6453",2.91849545237614,0.003,0.0691854545454545,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lophiostomataceae","g__Lophiostomataceae_gen_Incertae_sedis",NA,"positive"
"Pityogenes hopkinsi","ASV_7099",-3.03319530044131,0.003,0.0691854545454545,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_7449",-3.36420392659994,0.003,0.0691854545454545,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Teratosphaeriaceae",NA,NA,"negative"
"Pityogenes hopkinsi","ASV_8465",-2.8179862624442,0.003,0.0691854545454545,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi",NA,NA,NA,NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_8474",-2.82082893895875,0.003,0.0691854545454545,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi",NA,NA,NA,NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_9241",-2.27832528389885,0.003,0.0691854545454545,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Chaetothyriaceae","g__Camptophora","s__hylomeconis","negative"
"Pityogenes hopkinsi","ASV_9311",-2.86856890736958,0.003,0.0691854545454545,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothideales_fam_Incertae_sedis","g__Dothideales_gen_Incertae_sedis",NA,"negative"
"Pityogenes hopkinsi","ASV_10442",-3.06438081836192,0.003,0.0691854545454545,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Pleurotaceae","g__Hohenbuehelia",NA,"negative"
"Pityogenes hopkinsi","ASV_10925",-3.20641209713281,0.003,0.0691854545454545,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_11483",-4.06485431408069,0.003,0.0691854545454545,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Tympanidaceae","g__Tympanis",NA,"negative"
"Pityogenes hopkinsi","ASV_11720",-3.17722365426956,0.003,0.0691854545454545,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Jianyuniaceae","g__Jianyunia",NA,"negative"
"Pityogenes hopkinsi","ASV_12516",-2.39947812688224,0.003,0.0691854545454545,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Exobasidiomycetes","o__Microstromatales","f__Microstromatales_fam_Incertae_sedis","g__Pseudomicrostroma",NA,"negative"
"Pityogenes hopkinsi","ASV_12835",-3.04847265115969,0.003,0.0691854545454545,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi",NA,NA,NA,NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_13213",-2.62531685581116,0.003,0.0691854545454545,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Microbotryomycetes_ord_Incertae_sedis","f__Colacogloeaceae",NA,NA,"negative"
"Pityogenes hopkinsi","ASV_13228",-2.46449842131266,0.003,0.0691854545454545,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Exophiala",NA,"negative"
"Pityogenes hopkinsi","ASV_13832",-2.97421196361874,0.003,0.0691854545454545,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi",NA,NA,NA,NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_16233",-2.70916226193077,0.003,0.0691854545454545,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Tubulicrinaceae","g__Tubulicrinis","s__angustus","negative"
"Pityogenes hopkinsi","ASV_17717",-2.65134211153112,0.003,0.0691854545454545,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__victoriae","negative"
"Pityogenes hopkinsi","ASV_19487",-4.29935094211831,0.003,0.0691854545454545,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Phialophora","s__phaeophora","negative"
"Pityogenes hopkinsi","ASV_20243",-2.82318349738306,0.003,0.0691854545454545,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Chaetosphaeriales","f__Chaetosphaeriaceae","g__Pyrigemmula","s__aurantiaca","negative"
"Pityogenes hopkinsi","ASV_20703",-2.72009349971991,0.003,0.0691854545454545,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae","g__Trichomerium","s__lapideum","negative"
"Pityogenes hopkinsi","ASV_21763",-2.44395301787634,0.003,0.0691854545454545,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma",NA,"negative"
"Pityogenes hopkinsi","ASV_22577",-3.04543504537705,0.003,0.0691854545454545,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Rachicladosporium","s__cboliae","negative"
"Pityogenes hopkinsi","ASV_23277",-3.60910490294739,0.003,0.0691854545454545,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreales_fam_Incertae_sedis","g__Acremonium","s__rutilum","negative"
