"taxon","t_stat","p_perm","q_value","coca_strength"
"ASV_5854",4.25841087758347,0.006,0.9,1.91021406048319
"ASV_3614",1.67700185625858,0.009,0.9,1.82370581166218
"ASV_10295",0.867427820175549,0.617,0.941176470588235,3.03705543234142
"ASV_2007",0.817312561604711,0.445,0.941176470588235,2.96671792927713
"ASV_199",0.513504353293658,0.456,0.941176470588235,2.94662277219397
"ASV_248",-1.5150469516237,0.584,0.941176470588235,2.93434403169134
"ASV_886",-0.518202407651513,0.504,0.941176470588235,2.91786825558173
"ASV_1187",-2.31565172660168,0.137,0.941176470588235,2.91704464875793
"ASV_5214",-0.819902511793097,0.638,0.941176470588235,2.8099093345832
"ASV_7880",0.6889834727378,0.312,0.941176470588235,2.72432481792917
"ASV_13151",1.51373349773945,0.485,0.941176470588235,2.71340356375997
"ASV_5789",1.42507394128321,0.604,0.941176470588235,2.66200966952551
"ASV_3313",-1.72147861571656,0.316,0.941176470588235,2.65405855525628
"ASV_12132",0.822750228688055,0.224,0.941176470588235,2.62860551329797
"ASV_16141",0.757114198768583,0.418,0.941176470588235,2.59968309089717
"ASV_518",-1.87671246467538,0.303,0.941176470588235,2.59886030132807
"ASV_80",-2.06632644160106,0.137,0.941176470588235,2.59540303555276
"ASV_1381",-2.39502630723072,0.254,0.941176470588235,2.58335188922413
"ASV_5115",-0.979160889256435,0.347,0.941176470588235,2.56713391386697
"ASV_4833",1.74244064379063,0.177,0.941176470588235,2.55966565563899
"ASV_319",1.02665619021748,0.498,0.941176470588235,2.54229210186249
"ASV_2770",-2.32535748712147,0.165,0.941176470588235,2.52607519931801
"ASV_4052",0.582323285147022,0.218,0.941176470588235,2.52141482681073
"ASV_2358",-1.31812610613434,0.471,0.941176470588235,2.476875611409
"ASV_19706",1.32955315024255,0.234,0.941176470588235,2.46875662907786
"ASV_11794",1.28717737937136,0.36,0.941176470588235,2.41720181766568
"ASV_1122",-0.809995722298025,0.485,0.941176470588235,2.41315115125981
"ASV_11723",1.42064354092425,0.478,0.941176470588235,2.38916514759633
"ASV_12548",1.43570646880055,0.142,0.941176470588235,2.384805862066
"ASV_7449",0.573812217642826,0.567,0.941176470588235,2.38163314698986
"ASV_3923",0.491414900022411,0.237,0.941176470588235,2.37787590880995
"ASV_8640",1.43811106525358,0.567,0.941176470588235,2.37217152733744
"ASV_5045",2.53088165409786,0.23,0.941176470588235,2.34480232485809
"ASV_19598",-0.475959694470673,0.465,0.941176470588235,2.34295829387823
"ASV_19483",1.11890893972529,0.413,0.941176470588235,2.33893834090709
"ASV_8783",-1.39335729913597,0.628,0.941176470588235,2.31727078724843
"ASV_15148",1.13168346440832,0.345,0.941176470588235,2.29499160605977
"ASV_8208",1.31947629960727,0.037,0.941176470588235,2.29353855391345
"ASV_10251",1.11207733947148,0.561,0.941176470588235,2.27451161487215
"ASV_13192",1.05136060283859,0.552,0.941176470588235,2.27326574562713
"ASV_2213",0.405260873607047,0.535,0.941176470588235,2.26694695993693
"ASV_11116",1.45764100294714,0.317,0.941176470588235,2.25122305272811
"ASV_4573",0.492674872567802,0.507,0.941176470588235,2.24825947562256
"ASV_18094",0.495855816727776,0.199,0.941176470588235,2.23767940225342
"ASV_10164",0.174779229122357,0.639,0.941176470588235,2.23519466768688
"ASV_5528",0.852414749548253,0.458,0.941176470588235,2.21983654075825
"ASV_1505",-2.02868036529814,0.15,0.941176470588235,2.21338222410375
"ASV_3328",1.41457885517031,0.36,0.941176470588235,2.20825457367429
"ASV_14257",2.03914446457831,0.337,0.941176470588235,2.18909550354106
