"taxon","t_stat","p_perm","q_value"
"ASV_3",7.37925053325075,0.001,0.00785290763968073
"ASV_15",-3.26510497367496,0.001,0.00785290763968073
"ASV_26",7.61860807729758,0.001,0.00785290763968073
"ASV_29",4.3189850768953,0.001,0.00785290763968073
"ASV_31",8.68102799437518,0.001,0.00785290763968073
"ASV_35",5.01446797802878,0.001,0.00785290763968073
"ASV_42",3.50879329797232,0.001,0.00785290763968073
"ASV_62",-4.28701038389828,0.001,0.00785290763968073
"ASV_65",3.8751911395821,0.001,0.00785290763968073
"ASV_67",5.84681606895828,0.001,0.00785290763968073
"ASV_69",-4.1962950637921,0.001,0.00785290763968073
"ASV_72",-6.79135057039337,0.001,0.00785290763968073
"ASV_75",6.33094024251439,0.001,0.00785290763968073
"ASV_77",4.07273883683532,0.001,0.00785290763968073
"ASV_79",-3.85425551635399,0.001,0.00785290763968073
"ASV_81",-12.6913298731661,0.001,0.00785290763968073
"ASV_84",6.1490735775716,0.001,0.00785290763968073
"ASV_85",-6.77566432643999,0.001,0.00785290763968073
"ASV_88",-7.59749881760547,0.001,0.00785290763968073
"ASV_94",3.07313662625568,0.001,0.00785290763968073
"ASV_96",4.46406218315987,0.001,0.00785290763968073
"ASV_97",-5.6185804846244,0.001,0.00785290763968073
"ASV_98",8.68079870509026,0.001,0.00785290763968073
"ASV_100",3.74735036196996,0.001,0.00785290763968073
"ASV_102",8.6819145474695,0.001,0.00785290763968073
"ASV_103",7.59840798759256,0.001,0.00785290763968073
"ASV_109",-13.7505405225555,0.001,0.00785290763968073
"ASV_127",6.71480685536963,0.001,0.00785290763968073
"ASV_133",12.029099032082,0.001,0.00785290763968073
"ASV_135",-5.91043799812439,0.001,0.00785290763968073
"ASV_138",-7.0895357719889,0.001,0.00785290763968073
"ASV_147",6.28663136464284,0.001,0.00785290763968073
"ASV_148",12.1283718229752,0.001,0.00785290763968073
"ASV_150",-4.22717249782468,0.001,0.00785290763968073
"ASV_153",-5.37681384228217,0.001,0.00785290763968073
"ASV_161",-3.96060967084066,0.001,0.00785290763968073
"ASV_162",4.80021498426207,0.001,0.00785290763968073
"ASV_163",-3.89636800876079,0.001,0.00785290763968073
"ASV_166",-3.67341480694071,0.001,0.00785290763968073
"ASV_169",-13.9393770320264,0.001,0.00785290763968073
"ASV_176",-6.90832728891532,0.001,0.00785290763968073
"ASV_181",-4.059780658546,0.001,0.00785290763968073
"ASV_188",-3.99691611201872,0.001,0.00785290763968073
"ASV_189",6.32206882736919,0.001,0.00785290763968073
"ASV_191",6.54543547754688,0.001,0.00785290763968073
"ASV_192",-4.6912134474182,0.001,0.00785290763968073
"ASV_193",-4.60252234963498,0.001,0.00785290763968073
"ASV_195",-6.11358347356962,0.001,0.00785290763968073
"ASV_200",-4.3356685601752,0.001,0.00785290763968073
"ASV_201",5.77820092315284,0.001,0.00785290763968073
"ASV_210",-3.42685830248167,0.001,0.00785290763968073
"ASV_211",7.14933569153126,0.001,0.00785290763968073
"ASV_212",-2.73025849028919,0.001,0.00785290763968073
"ASV_214",-13.2664111313441,0.001,0.00785290763968073
"ASV_217",-7.30343519423075,0.001,0.00785290763968073
"ASV_222",-6.78332531529039,0.001,0.00785290763968073
"ASV_223",-4.46817678071271,0.001,0.00785290763968073
"ASV_224",-3.79832833436553,0.001,0.00785290763968073
"ASV_231",3.89582936448019,0.001,0.00785290763968073
"ASV_234",6.20005508217422,0.001,0.00785290763968073
"ASV_236",-6.89683551017727,0.001,0.00785290763968073
"ASV_249",-8.34442738750084,0.001,0.00785290763968073
"ASV_250",5.51845668804079,0.001,0.00785290763968073
"ASV_253",3.82967512317657,0.001,0.00785290763968073
"ASV_256",3.53706788606118,0.001,0.00785290763968073
"ASV_260",5.32538005466189,0.001,0.00785290763968073
"ASV_261",8.28748081715946,0.001,0.00785290763968073
"ASV_262",4.38320345751504,0.001,0.00785290763968073
"ASV_265",-4.64151521840745,0.001,0.00785290763968073
"ASV_270",11.6910055971331,0.001,0.00785290763968073
"ASV_272",-12.7332815887962,0.001,0.00785290763968073
"ASV_276",4.23767383882899,0.001,0.00785290763968073
"ASV_279",3.98234574212425,0.001,0.00785290763968073
"ASV_281",-4.06506149190724,0.001,0.00785290763968073
"ASV_285",-4.79966764025539,0.001,0.00785290763968073
"ASV_286",-4.84733846101576,0.001,0.00785290763968073
"ASV_291",-12.1424491995898,0.001,0.00785290763968073
"ASV_292",-4.89867583311551,0.001,0.00785290763968073
"ASV_298",7.15925316758846,0.001,0.00785290763968073
"ASV_302",-7.27769611473142,0.001,0.00785290763968073
"ASV_304",3.8223836478927,0.001,0.00785290763968073
"ASV_309",5.235472416933,0.001,0.00785290763968073
"ASV_310",-4.02767890713843,0.001,0.00785290763968073
"ASV_311",4.74506442426738,0.001,0.00785290763968073
"ASV_312",9.01125485029908,0.001,0.00785290763968073
"ASV_316",12.4976413923927,0.001,0.00785290763968073
"ASV_318",-6.40626339453544,0.001,0.00785290763968073
"ASV_322",7.80720227669729,0.001,0.00785290763968073
"ASV_335",-10.3986524163702,0.001,0.00785290763968073
"ASV_336",4.90603582836335,0.001,0.00785290763968073
"ASV_342",-4.62460728912247,0.001,0.00785290763968073
"ASV_343",8.20733541643342,0.001,0.00785290763968073
"ASV_344",6.38589423435708,0.001,0.00785290763968073
"ASV_345",-7.87092611934364,0.001,0.00785290763968073
"ASV_347",5.4331307341666,0.001,0.00785290763968073
"ASV_362",4.01738242625267,0.001,0.00785290763968073
"ASV_366",4.28753960011608,0.001,0.00785290763968073
"ASV_368",12.4718940778492,0.001,0.00785290763968073
"ASV_373",-4.60646922290149,0.001,0.00785290763968073
"ASV_375",5.8655926183997,0.001,0.00785290763968073
"ASV_379",5.68778850882806,0.001,0.00785290763968073
"ASV_381",7.53447746583751,0.001,0.00785290763968073
"ASV_383",-4.42889033840056,0.001,0.00785290763968073
"ASV_390",6.29785506354897,0.001,0.00785290763968073
"ASV_392",-5.50918892955022,0.001,0.00785290763968073
