"taxon","t_stat","p_perm","q_value","date_t_stat","date_q_value"
"ASV_3",3.22384944977339,0.002,0.0375,7.3884065334807,0.00763176895306859
"ASV_67",3.12065857798052,0.001,0.0375,5.85259847815556,0.00763176895306859
"ASV_97",-3.02837346769196,0.002,0.0375,-5.62304281968645,0.00763176895306859
"ASV_162",3.71799175877732,0.001,0.0375,4.80685701013162,0.00763176895306859
"ASV_171",2.99979563132738,0.003,0.0375,3.61878444436483,0.00763176895306859
"ASV_201",3.20051110407431,0.002,0.0375,5.78904313361137,0.00763176895306859
"ASV_214",-3.23990208173231,0.003,0.0375,-13.2697262837257,0.00763176895306859
"ASV_217",-3.73168019554137,0.002,0.0375,-7.30751824630335,0.00763176895306859
"ASV_435",3.2917089850057,0.001,0.0375,3.59229047560521,0.00763176895306859
"ASV_459",-3.29573076378037,0.002,0.0375,-8.63692134706643,0.00763176895306859
"ASV_534",-3.5886185607806,0.003,0.0375,-4.25337046267124,0.00763176895306859
"ASV_548",-4.77272153151959,0.001,0.0375,-5.26985283943756,0.00763176895306859
"ASV_562",-3.23268524361545,0.003,0.0375,-8.79788148702818,0.00763176895306859
"ASV_657",-3.57739318213327,0.003,0.0375,-8.10139119414925,0.00763176895306859
"ASV_709",3.10006081230794,0.001,0.0375,5.43825319517132,0.00763176895306859
"ASV_768",-3.72154861424207,0.003,0.0375,-8.10104622107723,0.00763176895306859
"ASV_35",3.10740278069761,0.004,0.0444444444444444,5.02143243703236,0.00763176895306859
"ASV_189",2.85221937434472,0.004,0.0444444444444444,6.33266868522923,0.00763176895306859
"ASV_425",2.8864242858645,0.005,0.0526315789473684,3.98052480747981,0.00763176895306859
"ASV_147",2.96577054820898,0.006,0.0571428571428571,6.29543587186004,0.00763176895306859
"ASV_725",2.71611385737381,0.006,0.0571428571428571,3.26546992811568,0.00763176895306859
"ASV_347",2.56046150639931,0.007,0.0636363636363636,5.44049875583537,0.00763176895306859
"ASV_375",2.58608208413757,0.011,0.0916666666666667,5.87302543210331,0.00763176895306859
"ASV_802",-2.66144946400229,0.011,0.0916666666666667,5.6970968551771,0.00763176895306859
"ASV_88",-2.1053504042992,0.013,0.0962962962962963,-7.59625687581473,0.00763176895306859
"ASV_302",-2.69750890851469,0.013,0.0962962962962963,-7.28267636325249,0.00763176895306859
"ASV_381",2.55037714493722,0.013,0.0962962962962963,7.54991054520865,0.00763176895306859
"ASV_286",-2.61523835744072,0.018,0.124137931034483,-4.85672027576718,0.00763176895306859
"ASV_499",-2.52579742580404,0.018,0.124137931034483,-6.08348709139849,0.00763176895306859
"ASV_96",2.44125200194252,0.019,0.126666666666667,4.46994819213896,0.00763176895306859
"ASV_279",2.31343843307245,0.02,0.129032258064516,3.99398322087659,0.00763176895306859
"ASV_249",-2.43890704716425,0.022,0.133333333333333,-8.34730416387689,0.00763176895306859
"ASV_272",-2.54516008992916,0.022,0.133333333333333,-12.7316815684546,0.00763176895306859
