"taxon","t_stat","p_perm","q_value","coca_strength"
"ASV_1632",-4.2367630654473,0.001,0.2,1.71116116784629
"ASV_2213",-2.62129282146789,0.01,0.285714285714286,2.26358333164364
"ASV_1905",-2.52856955879859,0.009,0.285714285714286,2.1410295453401
"ASV_3717",-2.84232782719867,0.007,0.285714285714286,2.11527825777884
"ASV_16803",-3.17567466710993,0.005,0.285714285714286,2.08626059630655
"ASV_3859",-3.39787121861123,0.004,0.285714285714286,1.96222182399683
"ASV_545",-2.39417988193115,0.009,0.285714285714286,1.80638655076083
"ASV_6633",-2.87562362680442,0.014,0.35,2.03715493551179
"ASV_3380",-2.98757969004622,0.016,0.355555555555556,1.92279837144116
"ASV_319",-2.25870711704542,0.024,0.48,2.53743066103388
"ASV_4597",-2.30841079197582,0.046,0.541176470588235,2.03235838975434
"ASV_3972",-2.22459447464421,0.03,0.541176470588235,2.03183172155331
"ASV_5467",-1.92579020398972,0.045,0.541176470588235,1.97992238408301
"ASV_4626",1.81776714927027,0.044,0.541176470588235,1.8484613469984
"ASV_4605",-1.85102169803808,0.037,0.541176470588235,1.79034859000314
"ASV_19698",-2.39867817828113,0.044,0.541176470588235,1.78753490794037
"ASV_6273",-2.36106253933634,0.041,0.541176470588235,1.76799592459699
"ASV_5599",-1.88028792484832,0.052,0.547368421052632,2.25579316839214
"ASV_5298",-2.09105601596429,0.051,0.547368421052632,1.87509902344563
"ASV_3923",1.43515822912998,0.074,0.704761904761905,2.34441526077675
"ASV_3948",-2.01456652046596,0.072,0.704761904761905,1.78494814852928
"ASV_2007",1.04721404214158,0.156,0.736363636363636,2.9211194380023
"ASV_199",1.67722593474422,0.091,0.736363636363636,2.90138101924657
"ASV_7880",-1.65444658790811,0.14,0.736363636363636,2.72922282485689
"ASV_11229",-1.56444019321888,0.122,0.736363636363636,2.58823187418615
"ASV_7978",-1.70462717160395,0.112,0.736363636363636,2.34535146465341
"ASV_10251",-1.46100487650459,0.118,0.736363636363636,2.27016010743188
"ASV_10164",-1.43962308757833,0.143,0.736363636363636,2.2284323942165
"ASV_14792",-1.24101771943406,0.152,0.736363636363636,2.16296532216865
"ASV_5969",-1.629571765629,0.107,0.736363636363636,2.11505647526081
"ASV_13777",-1.42653888735866,0.107,0.736363636363636,2.09952688487702
"ASV_1196",-1.40867826165455,0.128,0.736363636363636,2.08930917142856
